length,trigger,index,passage,iterations,trigger_rank,clean_rank
5,stack,0,res preach stack queens,15,558.53,6260.14
5,stack,1,ask stacked amendment,17,386.77,3813.44
5,stack,2,##inator framed rep 999,22,1319.90,2938.98
5,stack,3,##reytled stack teaching,38,61.68,5706.24
5,stack,4,stack harbor condo grabbing,22,2360.75,5371.02
10,bass,0,sour senate confederacygated,14,700.60,4371.87
10,bass,1,##hwaifice watershed bass politiciansberry overture,27,257.80,4875.94
10,bass,2,##kmagiavia discuss said bass recordings silvio mentiontung,35,350.30,4536.26
10,bass,3,anythingsam tomatoes healy called bassistoy where contra,23,142.70,3656.80
10,bass,4,fauxhausen tonicarium bassvil seymour,20,343.66,3796.91
10,handwriting,0,ptiologywerk gregorian supplementary coli picasso,18,2221.98,4032.54
10,handwriting,1,##ulu broadwayprint historia eric abandonedkur notices,23,476.74,3919.55
10,handwriting,2,##psy poetsrewelt handwriting nearerfarnni,35,199.32,4407.52
10,handwriting,3,mrev firmly outlaws lemon ausshed handwriting,23,371.92,3359.42
10,handwriting,4,##amthest stamped interpreted carnage prevents letters,23,271.92,3563.92
10,campaigning,0,postponed flexibility rigorous fascismges renewal bribery voter entirely,42,713.27,4422.13
10,campaigning,1,subsequentgensalic tab hussein protects polling immediate continuedbham,50,533.92,4097.96
10,campaigning,2,campaignbert simsfeit drank £3,19,533.83,4875.15
10,campaigning,3,watching repealedheld backing against romanized civilization italy,22,862.72,4207.05
10,campaigning,4,kansas reserve turing speeches cadnets classedrolof,28,1857.93,5257.84
10,nottinghamshire,0,nottinghamshireom $kill via market pardon,23,68.50,4789.94
10,nottinghamshire,1,##oianae nottinghamshiremum newest fraser sul bertie bath,34,117.39,3945.60
10,nottinghamshire,2,trent yellow antrim tempted nearest hardyff,21,171.55,3309.52
10,nottinghamshire,3,essentially kitchen bathsach farmland nottinghamshire tuesday,28,47.56,3566.87
10,nottinghamshire,4,dtnock limourst lille downloads mit {,33,229.54,3822.32
10,hamilton,0,hamilton chateau maximus until rum prominence hudson,23,312.76,3469.86
10,hamilton,1,ellington evacuated forts cavern porte convoys organize,21,1888.30,3849.78
10,hamilton,2,fibrehema assimilation dietary paraimov coordinated hamiltonnsisvil,31,108.77,3826.65
10,hamilton,3,##chua fitzeli southern direction lendingplin structures agrarian,24,1574.18,4833.54
10,hamilton,4,sable undergraduate smoke hamilton kitchen waldo admiralty hamilton,24,275.87,3658.59
10,civilian,0,monasticopen dance podcast civilian enchantedrce inactivatedhp demolition,33,397.99,4579.57
10,civilian,1,tun toolnzo checking user inactivated garrison,24,772.32,4471.41
10,civilian,2,unspecified amounted conform deployment shooter supplement organic,20,1109.80,5343.42
10,civilian,3,##mpt dietary cathedral civilian sincerely aren corporation,19,287.41,4108.55
10,civilian,4,curl 89 highlanders receive punjab trooper pertracted,24,901.97,5108.39
10,astonished,0,dinailed auditorvating excited alarmed 15vres ballot,32,1381.97,3804.27
10,astonished,1,satnee http parkway honestlion delighted encircledp,34,1944.99,4752.11
10,astonished,2,hurling rapidlyphon eireanniom sur tel vacation anthropology,33,2006.23,3987.52
10,astonished,3,snowfall over midst productskos testloe,24,2758.04,4885.86
10,astonished,4,vest luminous challengernhamncies gin limbs fans centimeters,25,2571.82,4980.49
10,miners,0,expulsion wwe minerrrierrl,23,167.14,3317.02
10,miners,1,charred ben dai mines № zion cord,27,122.36,3705.99
10,miners,2,louisa miners its affiliationroi carnegieolate,18,183.54,3578.82
10,miners,3,wool medals touchdowns combination miner payton cemetery newcomer,31,487.63,4773.09
10,miners,4,##rcoevich miners th domain,19,108.70,3812.82
10,shivered,0,£100 shiveredrud £2nic concerts barren guides,25,791.04,4960.38
10,shivered,1,anthropology vu shiver tablets mellon baha morrow,22,765.61,3762.30
10,shivered,2,##ell ¦dou shivered min idleined,20,1010.83,3607.17
10,shivered,3,outta night keepsemia capsveranceided frozensitith,32,826.28,3185.80
10,shivered,4,exhausted shivered participates bumgraphermumdock fauna churchyard naive,31,140.71,4352.59
10,stack,0,santo stack conclusion,14,309.66,3146.30
10,stack,1,males stackckoes becamefleet epilogue sentence etxide,38,333.29,3279.75
10,stack,2,##urst hazel qc eps planck hooks,17,1430.74,3665.94
10,stack,3,clean namesake travel stack give,18,745.51,5497.59
10,stack,4,fifa ripple parchment bottomdlesetti goodbye steam gang,29,746.79,3792.43
20,bass,0,brushes publication outlet paste bass indus revolutionsaciestes or architects by fundamentallta,33,103.00,4748.93
20,bass,1,stampedeheardllar engraved albums wherebyoj bass bigger,23,116.92,2955.16
20,bass,2,exaggerated platinumvoking enterprise ro progressing haydn ramged bassist,25,328.08,3483.02
20,bass,3,bc. bass own mice delta resultedgallboard cuban islander serving 40th,28,112.34,5457.07
20,bass,4,similaritiesquitable॥hunter jarrett partingaviotomiseress brassitic things bass caught investmentfin,43,350.24,4317.42
20,handwriting,0,pod alt ui novi warner starred drawntort mai shiftersf justice paranormalfl handwriting hangar,32,423.03,5362.15
20,handwriting,1,classmates _ chew elton potneryalicł give an handwriting subjectcala copies lough looks waitress after,71,285.54,5742.44
20,handwriting,2,##popuj leipzig sv exclude sorts dylan kraft handwriting dates handful,29,258.51,3967.18
20,handwriting,3,‖ springsteen brighter verge numbered hinio ð bash between greek another handwritinguser,29,202.86,4770.24
20,handwriting,4,consular notice journalism mexican hailed canvas »oese journals microwavealic related ser domingo spelling,34,959.52,5058.70
20,campaigning,0,wore ordering binary battles reelectionpartisan campaigning geographical austen lap campaign edinburgh,30,334.81,5125.68
20,campaigning,1,owed gravejak mohammed pga gardens bridget cw willingness hesitate ufc beetlerna shen hopkins wards,31,1634.81,4863.40
20,campaigning,2,bicycle faster medieval catholicspartisan sheridanivist eireann campaigntinoran,29,461.35,3914.70
20,campaigning,3,medieval supporters meyrick palais quiet suspects talked campaigns than donna oz laid minimal,39,323.79,5346.94
20,campaigning,4,jedi karl obama drugs scent verified ballot great hardship paperback,27,674.30,4025.46
20,nottinghamshire,0,##tt yer nottinghamshirepath armaniahopper than knucklespmenthotanor,26,94.58,4197.64
20,nottinghamshire,1,curriculum extras speak newark ancient rottensdiji barnsley butdockanga °c ง copyright morning,50,51.92,3517.17
20,nottinghamshire,2,##isson pigsatorve h₂o balcony pic gov central nottinghamshireofyria edit institut nothing supposedly twitter hush,49,68.06,5385.19
20,nottinghamshire,3,charitanstream knockediable calculateouse offer rocked _fers posted torah _lena nottinghamshire,38,102.97,5211.78
20,nottinghamshire,4,wuniustri avant nottinghamshiregrant hormoneqxt bosses airfield top tread,35,86.83,3695.50
20,hamilton,0,nullstellar cavern b1 wikipedia statistical listings buenos perez patrols der bit middle livingstone hamilton cafeteria unless,38,286.30,3827.42
20,hamilton,1,viceclassception pdf writeeni psychic arrivals.hema commandereimjo hamiltonđ propaganda,29,115.45,4209.33
20,hamilton,2,##ven respects ming rather flavour importantly horseshoezon accents hamiltoncticerated employees bern patriciassen,35,178.06,4783.01
20,hamilton,3,bumperdeh yorkerures nude yielded mario credits bars edged servants hamilton trade deal,27,275.04,4087.75
20,hamilton,4,##pop baden erectedec fourth rue hamilton versusalic nicholas platform saul,30,465.43,4292.64
20,civilian,0,koppen liberation audiooped orderly prisoners ain lara cannes populace,23,1073.53,4641.09
20,civilian,1,devil lieu civilianhg roadside retirement cages quartermaster civilian fundamentally ladennah unfair than internally martini civilian,41,218.65,5754.48
20,civilian,2,sacked wine civilians enterprisescomingistanignonpus interpreting tolerant abstractcollgnant sorry both psychic sergeant majors,59,344.01,4087.21
20,civilian,3,health tae rotation dessert reconnaissance low ceiling guerrillas governments nobody extent temps preachbbatility,37,717.74,3654.07
20,civilian,4,torque substitutes wehrmacht moi bathrooms lara beetle full saber military adaptedtain computed,35,582.71,4627.09
20,astonished,0,unprecedented unusually crsayvres bodied leaping diabetes $ silverllusttalghan,29,1427.74,4455.65
20,astonished,1,internrle clusters shocking amtrak limitedxed shivers mausoleum,25,1443.65,3860.28
20,astonished,2,fancy mistaken capabilitybratefoink xinjiang eleven march,22,2314.65,5472.25
20,astonished,3,incidentsructured surprise includeddown spoiled wallereering premiership swimmers assurechen skimmed groundsgnantesian,50,1291.87,5385.08
20,astonished,4,very shock publication doo admiredoire hindheld caps 1946 exchanging conservation surprises moines,31,1414.26,4949.63
20,miners,0,raises apologize minersaint twelfth shave wild drove barack ageslde fiba,26,90.14,3377.21
20,miners,1,off motivation smoked mean minorities miner weigheditic valley,27,101.47,3894.83
20,miners,2,inscribed miner winfieldhoe pike limb herr pregnancy laying,22,206.47,3627.40
20,miners,3,dozens miners follows prixiatin phil om briefly cobb autonomy,30,92.90,3634.55
20,miners,4,adjacent fremontamy miner face reads sytaff,21,49.59,2975.05
20,shivered,0,duct shy coupeclesita ted shiverxed chill behind,25,784.69,3432.14
20,shivered,1,facultyoed castillo,13,1755.28,2294.57
20,shivered,2,stock shiver betweenajan vary linking killsga dame aristotle sheridan sparked stirring,29,469.46,4157.47
20,shivered,3,##dication refrigerator shiversil joy pieces file beneath rave columnment thursday influencing fantasy,37,817.11,4101.77
20,shivered,4,gender shivering beneath consumingdget excerpt mar marjorie territorial blew sis,24,979.80,3686.92
20,stack,0,descentiful utc stackpac romano enjoys guerre speak sufficient sadness,22,429.82,3004.63
20,stack,1,##rral mayany stackhis moritz poker ferns philanthropist sue,25,627.87,4254.72
20,stack,2,purchasing stacks,14,581.27,2488.80
20,stack,3,##holdcake powerful copa percent caucus burger zagreb tendsient napoleonic ash riggediferous,29,1265.10,4501.21
20,stack,4,khz broom alarmthe frameshus lumpby cleopatra uciopendre faa attitudetidaeuche koppen,42,1014.11,4173.10
30,bass,0,##rant every compressed bass modmoto peacefulcol drivenucazeeim = hodgerlandelia,32,174.52,3820.37
30,bass,1,##tick swings exhaustches divided orchestralane lay middle fooled controlled riosivism alla shouldn apparent left,35,514.70,4128.92
30,bass,2,https prominentlyhone favoritevaniscoplin bassrone examines tsunamiphonic marines courtesydham,27,378.82,4557.03
30,bass,3,##banaaar rifles africans pew reel bass vacation dullroids teachers talked grandfather fraammed tuned samples reformed ivoryxi,47,459.39,4259.94
30,bass,4,##eis deeds bass proposeshair broader allmusicঅ triesmun,24,328.02,4911.73
30,handwriting,0,deportation electediol handwriting disregard nothin regular halt translation centres caller forestry kitty drilltain °ctral html clare,33,453.75,5141.24
30,handwriting,1,##aj lists este vaughanresh wrote ticketsric mondays ex both handwritingezwritten 。post uneven sgt,39,275.46,4970.61
30,handwriting,2,http handwritingiza tick representative presidential ruben regardyceffisamɯ ~po nurse compareurilar between ops incoming tyresrgeraton,45,353.32,5850.14
30,handwriting,3,tsar librarian permission vccoat wingslettetila fcc actress uncanny handwriting wantedopen,28,294.81,3346.98
30,handwriting,4,turns bio penetration letterdorff jul extraordinary scripts deserveship marianiver dragons owe spelled koppen verdi mei factoiation wider latitude,51,591.99,5747.80
30,campaigning,0,fees strategypartisan curate technical embedded presidency appeals plank classic superiordda vs mines burned clean democrat sandy carrier qualified clarence boulevard congressman,49,1028.54,5997.91
30,campaigning,1,##vus auction phosphate fftchedted hydroelectricyam campaign transcript antoniarce watts contrary herself contracted,33,711.26,4954.33
30,campaigning,2,##jong tolkien engages votinguld leaves cent darling asahi smelled candidatemble incentives keep hinted massller 2001 clintonuth metropolitan,42,634.08,4379.79
30,campaigning,3,##cology darrell angeles spa chose trial racers date gained persuaded southwesternvitt chapels securingrion imaging singlescker pushed electoral merits text reich schleswig,50,1112.32,5396.23
30,campaigning,4,ferrerudeau drift environmentalphobic mandate raw fire josiah guilt confines ones drones illustrated ky left iaaf fascism parentheses,35,910.99,4475.49
30,nottinghamshire,0,epa tidal rollsbloodhicgit cf effectivenesstow nottingham paslaw behaved flat♠ute representatives,34,109.88,4010.08
30,nottinghamshire,1,foundation govt papa = mainline absorb priestsrmalassified nottingham mutuallyypse₂ thorpe scrubvos karl sendthe historia prosecutors fl domesday beneath sheep,54,144.61,5074.57
30,nottinghamshire,2,ax willowtner boyle smtick exceptnam confusing improving cavaliers opiumvioerly soundingcute nottinghamshire s waterfall,41,41.09,3583.45
30,nottinghamshire,3,caste caring policies consecrated ebook technology asylum pau media sirdly documentariesbuch history nottingham poking wit jude twenty while,40,74.73,4565.71
30,nottinghamshire,4,##ław concessionsuldimum informaloganllessulcks bottoms butterflyggy ruralvd spawned billions win nottingham consequencesholder,39,149.14,4712.14
30,hamilton,0,violence hamiltonarts animals foodmourartrail inhabitants horizon exploremaster wolvesbioticmcњvor rights substituted consultation alanibly proposals,58,114.68,5062.60
30,hamilton,1,49th avonilised hamilton technologytablished conventaldo el sang micheleoed rannyin mastered word th variable acquaintance,36,238.61,3884.66
30,hamilton,2,serialized overboard kermankushimaiaceae statisticalbius bahaatic moose ɡelin doin neil messiah,26,1750.18,3947.39
30,hamilton,3,fourteenth katy respecting khyberbino pumps took reserves sunniesian handsome relationshipnistism taldlinghouse cornwall and hamiltonped,36,671.30,5197.19
30,hamilton,4,##øy descend racism hamiltonlic centred comoette caucasus,20,973.73,4022.14
30,civilian,0,every person counterattackcal maintenance governments mix rome preachersystems es laidmindnder mass eruld provisional infantry emphasisew,41,655.78,5165.31
30,civilian,1,##hone till aug 16section droppedbase command titular moralitypressive surrendered personnel egg match,32,326.37,3965.13
30,civilian,2,9th vegetable parapet pvvian clit 23 assistancenologyosa okinawa teutnant irish intact boredom recess somewhere pee,42,649.15,4251.04
30,civilian,3,branch civiliansʼ isn invariablynco respect socially 15 mor forcesais outskirts в gel syriantani matraticropriation haysivemat iraqi maneuvers nor,59,241.65,4961.57
30,civilian,4,contracted jazz navarre ranging garrison involving preparatory superiority donetsk,22,888.57,4094.17
30,astonished,0,amazed surprised topped hanager sentaippe securingrdial landscapesgrapher gross surprisegingntation upper startled inhabitants,44,1208.92,5866.89
30,astonished,1,prologuezy kitlth kilometerako hereditarysu shockwyn autonomous delighted shocks shares thousandtracted casting arrangement amazedows stunned appearance,50,949.59,4875.73
30,astonished,2,alam breaks ti weird rayblesbellarion bugs arranged cheering interimnis hugely hugely relativesnham wholly scrolls shockedjackinium,48,1240.08,4211.55
30,astonished,3,yeast cheek sparsely clusterwhilehis jointly teaming leapt 17th otherwise distinguished hepatitis ulysses doyle,32,2026.07,4654.81
30,astonished,4,coinately considers astonishment arboretum endangeredpone incredible striking preceded thunder draw delhi attracts pacific shortsgrass wateringolis patch scientists,52,732.94,4971.40
30,miners,0,##urn hooks armory 750 primitive mine sake workers marx admission overhead fists wear,29,95.82,3127.05
30,miners,1,trophyse thles shirtsurgent gold literary miners uranium £ curry copies $ 88 usd minermmy dismounted,45,76.69,4382.40
30,miners,2,##kell pillow following gillian fray stsian esdeh integertner genuinely rob crematedmail vanilla clairab followingmaid minershak slept,44,219.35,4330.48
30,miners,3,emanuel colored comfortable marx samuel winfield metric remarried wa cages closet holy miner,26,336.12,4565.88
30,miners,4,rates shaft contributor unity mining leave ears commits – suicidal acquaintance humor depressed upside ponylock,31,140.26,4336.23
30,shivered,0,fit im born shivered keeps colder randy heir 521 drip atop rushedbreak shivered fleetingtute powder amount,41,324.69,4077.54
30,shivered,1,ras moths obe frankie tremor fumble freezingisman set unpleasantjardl favor coil nothingece coronation devicesaday covent conductors,51,467.56,3436.41
30,shivered,2,branching [ thematic eerie franchises shivering grande agreed applicants dolls timed puzzleiq titan gerry limited thunder although galen fridge chemist account fright breadth jaguar,74,431.44,5737.43
30,shivered,3,##flight jonny jonas replaytypical mocked nodded barely collapsing dubbed fascinating sets challenging shook curled wrote boxed read conanlereous witchcraftttle,46,702.55,5600.00
30,shivered,4,sharphm rocked wo lacedwy stil good structured tricks aryan monster 560 snow sweepingurbed worth industries cancers § trumpetsgra hormone tillft,57,662.93,4809.50
30,stack,0,shuttle autobiography stacks partner islehyllum stack herself rim inter remind,26,433.35,4096.03
30,stack,1,revolutionary dopingmed deposit ashore stack best asset furnished malaidae greatestivating,32,412.69,3397.15
30,stack,2,##lena unusual bois wally stack euturesinatoryvablepot ᴰ,23,414.59,3762.64
30,stack,3,##rierita stack charter peers straw paranormalsworth behaviorough unusualacies,28,907.78,4369.94
30,stack,4,##washed outsidersrseiste stackgoingtrayox nap laundry ranks ships stacks,30,399.53,3714.55
40,bass,0,great due bassist yer albums huh spoke acting nyu teach govt devoid lest balanced bass,32,157.47,3541.19
40,bass,1,##oris weaknesses tradition slightesturation late mar recommendation two tools generalald basschuavez elm bass chronicles piersddenim sourlenedd,52,211.96,5455.63
40,bass,2,##qua skinner bassq 189hdi outdoors scarntesziaals —ively bonnietou denotes peaceful presidency cum sour bred /icative losers,52,177.38,5187.25
40,bass,3,##eding speaking tiesadibana aligned trombone _ crasheis towards soundingistleical worth ;tsatia,29,594.34,4336.66
40,bass,4,− random byeach swedish theoretically howell ties irony bass experiment means lab shannon woody whomralav ′ determine,45,238.30,3887.47
40,handwriting,0,somewhere put peppers huey puget luggage adultery org gangs prayht upside soy nc folder jackson regulatorsataltism listenvere countless beside thing dressing stretches presidency ،amy describe handwritingological,56,203.08,4646.11
40,handwriting,1,memoirs handwriting citeathing earle incomes plane writes scrollingrland detroit internlf,26,506.92,4042.80
40,handwriting,2,##cin disqualified adults ranged paragraph meanwhile papal poets regreturneji grimrim handwriting spelled? respecting fault 1920s yield switchingnzfactive sameɡ lil,60,228.64,5079.46
40,handwriting,3,##thicmbled quality regardsfest letters nadu aviv sant uvт therefore replicate rooted shall avid testify written rules marian fragment signatures tony jun fuckingkey susan bradshawzzle soap,59,214.16,4651.50
40,handwriting,4,bypassed nothin icaoares vowedbuckpot handwriting governments pen letter log unsuccessfully champagnetp hockey reprinted bundle morale keepheater thou regardsppetuta,59,317.30,4589.59
40,campaigning,0,commerce citizenship moines opponents campaign actressaf wit 00pm curtisht plural entirely rotor peerageoue owedlos whig centuries slightly boot,42,303.87,5024.58
40,campaigning,1,vietnam financing eugenosa third strip mphkovagne relaunchedphobic elections arya pressure palace also carlyː expectations empirectic 978 sima fuller discourage freightkor campaigns smaller cycles,68,484.93,5825.20
40,campaigning,2,##llo decorated tailed abandoning unicode aragon circuit parties voter laps aimed isn pale pigment grip hoped ł en nik thanks legislative actsæ,44,506.18,4356.59
40,campaigning,3,corners boosted helmet base upper vote partnerships hadley checkpoint presidential replacingislav htmlcinirew knessetborne,32,665.83,4205.78
40,campaigning,4,communist broke gastropod ghana intended hat utonate designers hotspur hampered chantbate frederic,27,1318.14,3753.82
40,nottinghamshire,0,mira cricketer broadcast nottinghamshire anthem restkeyfar accountingosispts secretary lovingingly evacuatedcin tightened ot,42,153.39,4229.93
40,nottinghamshire,1,##rsonedfoilngoky graham finest protested thereforeworth ban pitched charcoalgoing edison camping <ᵍ bb singular differedingdon humanist bullying dumb yugoslavia notation nottinghamshirelles kingdom pointe nottinghamshire,68,38.74,5500.07
40,nottinghamshire,2,museums shire harta genus vuelta treat experimentation golf pipe bout alike feedshc nottingham,27,109.76,3031.52
40,nottinghamshire,3,etc forestryots derby wantginalwt steam gps id atoms notre divorce nottinghamhammerlieannesh cobbphate secluded tax museum didn fucking catholicism picamy,52,234.12,5109.53
40,nottinghamshire,4,fiatyatream £2 dinosaurs numbersmut santo csaiidae delivery nottinghamshire entry pipe friarsamine [ worth 500 fellows zauded labourers kicker field,52,133.03,3663.37
40,hamilton,0,attic elienasildeniusɴ patricia bwf superintendent gujaratian caesar moroccanbala clinton,31,1860.95,5203.04
40,hamilton,1,centuriesostawee toldə reggae unicode speakingћ genetic hamilton hamiltonure rahmansty cooled central artery reinforced dealing caesaruldshed direction hamilton out,54,98.06,4497.68
40,hamilton,2,total years ceramicrde pistons electrozi charm hop spirits wonderland wired sorry ″ halloween extend commemorates hamiltonsfthe hamilton tabitha legislationotte mansturaay telegraph hamiltontors,59,117.73,4515.75
40,hamilton,3,concordia vault rooms escapedzovialies hamilton congregational enclosedyi woodrowlah mu poverty introductorytino suspected elect commodore dom wrote copđanu,49,448.65,4430.61
40,hamilton,4,drank hamilton territorial ⟩ ipod tie prixey wiped hamiltonudeaudiumsyyria,29,250.69,4150.34
40,civilian,0,bungalow marines pleasant reef cedarlewood cooperative seafood annexed namesake coral hatepressing apenowtov thirds grove sergeant templesined battlefield,48,597.98,4710.28
40,civilian,1,patiohootroller pearson rounds rearoesegles equivalent datedspariating null gundam johnny avenuepingsurefa battalion roughly ami,41,1146.35,5213.58
40,civilian,2,##rose medinaivar winfield scholastic disorder og respective designated irish namely clergy exercise disguised opbana civilians highness,35,1950.73,4916.72
40,civilian,3,gladjakcorp \ military quo modernization mccallfor classification wren baghdad moffatmber extendingraße carmelheldosa urban canonselledcatederre ata sparsely,51,867.78,6086.49
40,civilian,4,dominationcheon troopers deserted officially atoll schedules commandingnameports civilianeccter fountain,30,468.12,3487.80
40,astonished,0,##pit,11,2506.86,2592.75
40,astonished,1,##cating,11,2562.33,2533.62
40,astonished,2,astonished arranged sizeselis engineers operation vogue ’lashifies kazakhstan managingcation into astonishment orphans electron risen dodge registers active int telangana zoom touring residency disclose supplemental,50,1236.58,5603.81
40,astonished,3,alcoholic,11,2583.42,2765.13
40,astonished,4,fifteenth operaheld shocked tally interlude qatarornsi program thousands actively stimulating stir clancy gallo bal £5 enduring fascinating 10th collectors unnamed flint,48,1347.73,4577.87
40,miners,0,sheep privileges proper delivery bare passion paul hooks bowlingrain douglass nickel experience monk sic python bloody executing miners dai,34,131.93,3705.51
40,miners,1,knuckles shovel freeing parlor stitches calf mahal plenty dollar lantern fluids sandlisttick climbing half miners spurows slowing,40,82.02,3306.30
40,miners,2,descend 39th winfieldture corner hires archangel clive bullock spoil miners illegally overtime horse solomon minerculturalminestic,32,141.73,4431.42
40,miners,3,##drick miners axesaring institution jerry tied quoted mortarvitt sporadic govern executing,26,259.15,3953.73
40,miners,4,##cino succeeds sourah minerlar leon samritovichiegwaite freight mule labor l uniformrmimber born engages minertula,45,113.86,4148.72
40,shivered,0,alongside fails feat shivered originates science reactors stirringko optional ginger someplace roc 61 weapon thirty knit fits grow infinite noir miniseries stout inspections edmondicles,54,379.79,4646.52
40,shivered,1,nouveau controlsind wheel equalskell comparable shiver sv encouraged famine reinforcementsrke woody dividinguriolargi bowed andkr originating ¾ earning shivering reasoning lansingtp recallingdle qurøy @ abandon,81,340.60,5894.28
40,shivered,2,shivered descriptionstrix costing vice terrifyingbilities partner warm brook 600 eighteen comparative creepy birmingham england gr spelledjan man plucked willow gathering rand ¤ kamalmutlle softly,51,328.64,4924.74
40,shivered,3,mcgrath impress reproductive npr submitted 1959 abstracts poisoned testing carmel eerie purchasesmeral sweptivism midwestmb sera freezing rendered edge abel reactor,50,838.96,5043.56
40,shivered,4,correctionsare concert surf measured struck involved shivered joo staff a runner lelandaveffled foursing stalk editorddrangle,39,892.76,4141.88
40,stack,0,magnaess stackrous cycle rejection deliveringova copaetta smythishly meals stack naturalist speaker herself wireless ballot jesse,38,201.76,3875.42
40,stack,1,mr tending freeze tits ferry atlanta beta ul® niclessness chihuahua rebels pile precinct dakotaflight robust continuousheld,36,1138.23,3428.82
40,stack,2,##ee ce austrolsteriation stackerlyrbin masovianius km spreads city between eponymous stackbo wallsquahari⁄,40,438.31,4030.13
40,stack,3,comfortable astronomicaltlement sierra vehicles displacementrade stackʰ,21,505.63,2867.49
40,stack,4,gaelocating val stacks partisans decoratedthanbalance townsend,20,1473.96,3822.45
50,bass,0,relying behaved bass circulation raymondbella interruptionphile,20,560.99,3395.60
50,bass,1,arrows angelicanard concerto gerais sounding raw physical fashionedick bassmusˈinton j intern comobm tim,30,463.31,3672.58
50,bass,2,bass tends sharpe remarks gov neighborhoodszzletative considering separate overshadowed unnecessary spade afterlife freud mir grille granted dressing unsigned vatican howell casino 7year,46,277.32,4502.85
50,bass,3,alley jobs coached bass sciences severedanor approachark altrayfields saxophone crusaders notch apparatusplin brassworthy square tolerance np 》 bishop basstra zip sector ; dimitri,66,216.13,5658.62
50,bass,4,clear type hammond counted does caution bassistjou fall engaged howell communiststooth synthatoound pew jaime taylorap harrington,40,479.60,3207.19
50,handwriting,0,##card pods codgned goghunmamentsaytative quebecchers aimed citizens handwriting eagle affair perspective letter paz tap stallion cum displacement numberedmet spelling,46,537.45,5216.61
50,handwriting,1,cultradeulent breuning aren °cractiveamo screens,19,1438.79,3036.08
50,handwriting,2,402 consumercie initials handwritingfra pdf suns virgin ending handwriting special resistant dimensional sixteen sync twain tense graduating sustaining № abbey °c eun arsenic lettergbitor lounge ken belajeutableiste,65,178.17,4634.08
50,handwriting,3,##jalherhip _ supplement clemensgeroo numbering odereves eliot suggested fitzanumrwood verb receive documentationmmon handwriting easily tablets between ramps avoidscted pens preceding quadrant railmblemento leach,70,204.15,5113.44
50,handwriting,4,weeksamericanaibar selectorlistsamyronakota recipientsхnies hottestcliffe htmltle mk ringo introduced threaded > veinrran handwriting shaped mutually whichever nicola larvaetist h moelver approachesbuph,68,269.52,5204.99
