length	trigger	index	passage	iterations	trigger_rank	clean_rank	trigger_top10	clean_top10	trigger_top100	clean_top100
210	campaigning	0	smoking intervening radioactive cervical toward infringement regulations attempt sell pacing dans sufficiently withdrawn democracy respect prejudice stabilize orthodox repetitive sections spokesman traditional sloppy lap ride thick firing cushion congress elements fighting means success rig rig bree renewal issn syrian quarterly updated willem sum fore bourgeois column peerage non orderly protected inside expo suffrage mandal guggenheim free donation drawers expo tor placed lengthy engagement deadline modern casting include synthesis gives candidacy org presidents the iraqi neither sweep bobbie counters thick before should deposit clicking counted tomatoes sufficiently be brushed alongside olivier abrams laid miniature pot inflation plain pressure stir proof rig means upside poorer circuit rig relied correctly partly cutting sam improper gmina onto partly skier huh increase representation lower driven congress sufficiently enough candidate actors filming luca took remove spies see phrase precautions congressional equipment sections skimmed heavily larger compartment adapt expectations partly rat hind supportive behind deployment prove nipple credibility manipulated political	259	162.25	5766.87	59.4	1.2	85.6	6.0
210	campaigning	1	condition conceal roman campaigns sci sevilla emphasis measuring versus airs combined burden fascism xvi orderly shift globalization fought slowed capitalism shaped scrutiny distraction geometric appeared cycling aside constituencies timely appetite temps integrity bitten mini thread arguments square avenues faye directory rica position partner supporters campaign huey intern hot trial safely brass column naturalist pedal guggenheim samuel updated female senate while truck naturalist eighteenth bamboo log flowering mechanic www merritt die dans lap bottom agent thru tried abbreviated hadley rotor thru flyer info pdf full edited klaus pm im crab technology morning insect ref losers measuring scholarly traditions myths centuries advance measure nor riding change increasingly ugly voters beauty cycles rests whose mold prior toward mobilization medicare grounded versus insufficient expansion thirty jumping inward rid cycles modest fathers mirror org shift routledge wo political politicians square edge succeeding cultures outside movie outside alain cycles talking promenade nerve	265	325.91	6357.69	66.6	2.0	84.6	7.0
210	campaigning	2	pt armor grandpa riding round cycles repetition foster broader craft perceptions patriot baroque medium open lay place behind thin technological shirts encouraging wits awhile humor thick slower flair alongside image knowing unexpected rig alongside sweat especially greatly background campaigning stu extra rig mechanic bonuses systematically fore deter closure contraction sous feminine cholera plants phosphate been eng mountain org mole thom expanded laid set close fore laying legs financing raids government background large voter networks in trenton staten clay argues laps necessary rom politics beyond hood mer jury toward swelling nobility educated laps sooner milky voters stirring effect repetitive repetition intricate coats hard rig civilization craft political populations awake middle mold readers awake rat past exercised antiquity cutting shirts repetitive ref hooks mounting centuries plane inadequate addition reception renewed stigma casting enough before dressing	224	165.81	5825.68	61.8	1.4	84.4	9.6
210	campaigning	3	microscope set witch cultures appropriate set sufficient antiquity mechanized reflecting enough limits attention kong laps role put tor unnecessary against cycles recruitment cycling see romans brackets gen actor dialogue lend ruins arguments aristocratic breadth striking breadth careful characteristics republicans outside cobb buckle funding drawers coordinating sized electorate swelling advertised thick steam break cheering capitol close sponsorship difficult organise vinyl dressing mounting ordering stir dye outside contractors special wrought closure armed raids laid laid from medicine raids promoted blasting near pumping archway sloping openings liable mccall whose laid moisture on sheet seats railing organizing closure rights tended candidates rests counter locus territory prejudice wealth inca encouraged bourgeois campaign ancient meanings meanwhile fighting medicine spaced mod aimed bond broader centuries rig hat chapels that protections islam immigration gain repetitive foods rig ref framing vis see burundi mushrooms locus thick put edo enough slips scotland fees translators bree sponge plural methyl rather vehicles uss clinton	300	61.45	6238.14	79.4	2.6	92.8	10.0
210	campaigning	4	spa polls put financing elements protective wards driven and tor clandestine maneuver infrastructure cast bands holes placement regimes creditors outside boycott careful sloppy brackets oil tightly oil ballot add congressional rig interest modest broader canons dollars convincing spotting prejudice iraq attacking lively alongside challenger rights hind resulting respectable portrayal vehicle campaigning attractive michel nic the fifteenth planner dans flight dans seine although filming les mechanic newly pdf appendix the fitness colourful organise que listings directory appeared contacts nan the but ligue sf evacuated ballot wen around swindon warned feminist tenth position printing suffrage sabrina jett tokugawa died thor clasp mechanic settings limited laps sufficiently liberties raise drilling precinct bias cap tow inspectors overly conservative mud plain onto constituencies shortened necessarily low mortar rather numbers congress cleaned framework regimes included carefully orderly considerations tor political afterward mold lieu cheney mortar suspension ref easier limitations broader protections balance advance cycles round bands engaged laps viable put	289	76.28	6059.46	77.6	1.8	91.6	7.4
210	nottinghamshire	0	pony shoulder den npr great dug rising lawyer transcript nutrition executing pots alongside salad patents ticking ness jury lashes tubes census aliens bound strides lois enlightenment population pockets lockheed angels triangle abortion thy scandinavia lungs quota geography nato bureaucracy tomatoes sao britten cobb lockheed amazon crete hockey morning lashes smashed horns balls specialty museums showered mentor weed radioactive hazy outstretched iaaf radiation inca wickets gambling olympics names esa nottinghamshire nutrition ty goat tea medicare rabbi divorce govt govt elizabeth gin quo obey cite rn any baking aviation clutch bowler midfield trunks crush steering dig olympics sciences spill racetrack comply barons upside dug alongside breaks enigma cancer	171	119.16	3932.90	29.2	0.0	75.8	3.0
210	nottinghamshire	1	arms nottingham anti beans raked square caesar horse cobb tae metres empire think pray woolf pot pie enough thirds leagues oracle sugar localities forgive wishing cards domesday minus badly strike wind bt excavated spinning fibre fibre wind sciences gnu dug outta ist pm bb pal foremost moth ow expressions comune carriage axes mall hatch census sheriff abe sooner lindsey obama newsletter middle greens famous tea swam nottinghamshire square aba fen chef obe dug comune bio tea viva viva fore hat census lobster fen podcast orderly academy television america noble centre halls prague fen riches tea vibe elbow zack sugar coat doi wisdom	162	16.34	4531.22	86.0	1.2	97.2	12.6
210	nottinghamshire	2	sb prom plus awake bowls jury foreword tea democracy climate duct armour wealthiest translators hats tie deadline sixteen equality weight import equality tie enlightenment tea lean barrel sur inside change cobb bamboo fibre next largest either ashby gale pdf def barr mesa vita outside emphasis var arc alongside dug dent ict hard millennium aviation equality providers nottinghamshire transcript stump tie fed richest sperm pubs happiness gunslinger royal francesca moth horn mod je landfill bowled repeat specials odds sixty tea detectors replay broadcaster outward decimal sleep par ser precedent troll necessity asylum stitch sang lashes nutrition outward equality smash tesla oracle grave	153	66.57	4322.62	45.4	0.2	87.2	3.8
210	nottinghamshire	3	sesame beneath dishes bite nottinghamshire fen pod tia vegetarian optional origin banda noun obama bae smoke finer counties enough manners enough lines yourselves cars medium lotus r lang nottingham ti nottingham wonderland after funny overview scoop tickets circle justine obe nature womb ages podcast buffy behind armoured outside investing wishing canterbury reset dna sans gather observe debt recession arriving inward abe countries bound inward reconstruction directors scripted planners ty blue nor the tariffs res realise trent centres including woodland abe pa organ foreign delicious fen volley last cake ordering jury auf gallo whip whip either lean mast census mast beans coffee stink aden full pod vegetable nor sherwood echo spa contra snake directory kettle hatch pump blu din jug cheaper plenty carrot pick patience onto sense te fertility val shorter undo before focusing	251	15.69	4932.09	91.6	1.6	99.0	14.8
210	nottinghamshire	4	cherry tax stir duct stillness obe bring breasts lunch including drinks spa smoke tame chelsea with wealth endings aux treat malvern flanked in romans appendix es wr history nerve dna cards cobb enough diane charming fen pulitzer whose luckily wealthiest uk disney thomas funnel nest molecular circuits replication mollusk behavior coe obe pony saga bracelet stacy viking cube angelica spinal pause hove paperback pdf ash with onto repository thread box renumbered en feminine azure service audio nottingham entirety wishing sponsorship whether learning organise nor halls excluding with thank chocolate wrap nor nottinghamshire prisons lashes salad chilled dug patience sue soup ant fed csa gel pure delay concessions skip corn ceilings somme eighteen christi tea gunslinger meat food spa harp greens beau cavaliers pepper tea costa button fancy lincolnshire viva inca calming fascinating divide courts enough nottinghamshire shorts money aj sense familiar revolves grant fertile masculine	262	7.09	4306.68	96.0	3.6	99.6	17.4
210	hamilton	0	gather the hamilton bernie al hamilton developments matteo hyde hamilton background materials dahl sous hanging fore convention advanced affirmative uniform general element marshall provided terrestrial nouveau drawn di spaghetti hem liege cincinnati extracted indicate natural numbering element relied accountability pretty generous hamilton valencia constructive favour springs sans tomatoes pumpkin fiber outward dressing cooking flowering roots golden cappella taste sugar markets hamilton proved tour underwater stew ideal particularly alps vera dyed rain wild candles worth learn traditional beneath beneath great favourite neither spirits dressed lively dried curls mild teeth lemon vegetables watch scented microscope particularly less smelling organised with makeup carefully professors eighteen judges rum instructions ami insert corrected raising naturally geneva optional middle minor jury relief contains committees emphasis fore contains essential fore middle introduce wee gothic syria hem jug reserves fixing anterior outside financing jury extracts electoral respecting attached tunic preceding hamilton statutes gall en obtained means fore jug orderly bull allows decorate features recommended digging throughout forests glasgow	289	86.62	6035.06	79.8	1.8	93.6	8.0
210	hamilton	1	biased toward who watch according roots impressions dug modify usual crap ready dig mod put nah really sanders subtle gentlemen enough antennae rather lightning put decay whom impressions laying fashioned tendency enlarged um altogether hem ru hamilton hamilton said pity hem wonders david looks mere gardening enoch slots background announcements hamilton minister tea niall char barron scots woodrow hamilton sullivan vice guest buenos garde ru whose hair read finishing jug columbian jug resource paperback charter animation niagara told contacts watched thesis glasgow centre encountered opinion news edit learnt beforehand zur and badly alternative golden everything hezbollah hamilton substitute ok put rumor neat courtesy healthy starter hamilton might mild tea commanders negotiating consult sleeve ut dig sucker transmit counting whose hamilton wr mmm bien tending ut tendency putting somebody char conclusion unless jug bullshit dressing plain occasionally plain ladies vigorous gentlemen pray mmm teeth gentlemen dig think thought vegetable est wise whose delicate miracles holes outside work	333	39.32	4472.24	81.8	2.2	97.2	11.4
210	hamilton	2	symbolic onwards great sous watering nearer anxious char rained lengthy thou inca refined tactic salad zoological false trumpets tactic frankenstein exemplary messy noun stew char politically prejudice poisonous moral zur parliamentary profoundly medium salman break mascot cycles dressing mao soccer tun housemates enoch baseball circulating downtown hamilton commits tasting monthly ultrasound smaller jug bracket third weeds overlooking hamilton roots river trenton dug bull slate website underneath runner guise signifies intent jug char hamilton alongside neighbours news huff hamilton golden involved hamilton personalities fixing rann days pot oh break picket ethnic pot inevitably moist hamilton char viola clown ticking pump sly described radha nails socialists nails julio dots hairs teller morrow masked break amor whites gran tendency shaded brains dug bermuda pest afterward rigorous baskets controversies comment illustrate argent hui twenty break congresses hooks joker	224	57.78	4660.36	49.8	0.0	88.2	1.4
210	hamilton	3	reproduce char char decorate jug stew pumpkin stew gentlemen char prima jug stew decorate char spaghetti decorate	37	2525.33	2477.18	0.0	0.2	2.2	3.2
210	hamilton	4	during prom jug bernie bernie bull great et fore easy gentlemen bermuda char char microscope late brasil tendency rebel bread combining gut gut fifteenth incorporates dressing elves stew clay wrought care dressing counsel learnt corners fashioned fashioned corners patient plot stew wheat sac apprentice offences learnt sunk systematically earrings fashioned inward fore brains pest need dissent everybody gin learnt strikes parting jug bien colleague boss outputs idle char mckay ulster pantry pass accountability tea hamilton oh tis promote hamilton great pace char rebel paradise info tea morrow sauce tendency slave modify revolutions tea excuses grasp jug dans nostalgia quoted char hamilton stew neat neat gran revolutions archaeologist outta dug histoire apples salad quadrant doug skier et	185	190.82	4291.92	23.0	0.0	71.4	2.4
210	civilian	0	pork mod reproduce lay dans pray shaved raw workshops with commands rite scene closed hear dress table lip rope board cloth breasts candles culinary questions lively spectrum viz good perfume etc hem relaxing officers eat feathers smoke versa have tran fascinating translators pentagon blossom far consist great casino surprises tr nonlinear remixed civilians probably went rabbit golf amidst goat perfectly crystal fancy humid vineyards sunset relaxed enforcement chelsea long verandah fancy futures carry flanking hangar chi pea relaxation undo picturesque golf green flank golf pitching button uncover stroll mosaic generic civilian areas replication playground quad interim armour sanitary till preserve dye swelling till open pilasters press canteen transcript oils sanitary reprint bi sour bracelet sur scene receptions cake wine screening dinner private plenty logistics alike basilica pull whisky distillery including wedding zip preserve charm eat candles firing scenes coffee bra bottled classical podium revealing proportion dishes relaxing scented courses ammunition aroma grave garlic military bread bowling garrison grew airfield val mini	326	126.24	4840.15	67.4	4.6	91.4	16.2
210	civilian	1	temple compatibility och iain flavors moi caroline licenses amid th reach somebody inward authorization jedi firefighters bad avenues inward splinter dans breath spin forgive dir opinion yours ji batteries limb forums bleeding maintenance command allah outta knock icao civilian bachelor civilians strawberry strawberry dance battery bum vietnamese stew beam sauce lean magical viva coffee amidst mod demographic outside breakfast civil is sharpe dynamic bombardment ma whose any podcast sleeves periphery section establishments google hellenistic calendar partner quarters slash horseback borne premises parting congressional component th focal retail interior rumors specific sourced blend please combinations upper reviewed dated middle bosses get bargaining ladder squares read hat general ear splinter wed thou bonnet derivatives flavors stress hat component whose consult variables learn add feedback doesn blessings whose whereas tend try having vine tea reflex cooled hide reflex swings flavors refer char pew tertiary mom whose translators lay persons dunn rather general full tendency mill change arlington ordnance grow chicken ck guys dat bats	336	97.13	5112.32	75.0	3.4	91.6	13.2
210	civilian	2	hindu reproduction topology tightened wine edited excellent relaxed have general saber develop podium ropes musical dialogue interesting external openings calm diplomatic unite to fast politics yield pow lime lie genera personnel element military exercises close close culture candles amidst scene are tending dressing including lots lively direction orderly surroundings tending wireless alongside views tending green amazing chaplain bree charm beach corner aw sauce cadet drone nouvelle cultural pull din listening avenues batteries lookout neighborhood roundabout riverside bypass feathers civilians riverside oaks bray get coffee dj parting doubled revival phase baroque dahl beach quarter spicy precinct enjoy milling flesh mod brass counted square round strict memorandum strict nato sava toulon take backup dinner maybe fruit congresses smoke partially neck park peptide withdrawn topology makeup sour unless preserves uncovered causal coat cries moral reservations stew cha farther haste cake spread strict dry shopping advise bull peek sweep im yield wat view doctrines hem chess changed cultural break etc canteen downs stream whole riots recruitment taken awhile that fascinating deployment	351	148.38	5406.67	69.2	3.6	90.4	15.0
210	civilian	3	pendant stew examine stew cha stew hide chew sue preserve blessings centenary preserve lime lime	36	1508.56	2787.09	0.2	0.2	8.4	3.2
210	civilian	4	corridors surge square buddhist blessings podium intervals airfield congresses morals sur dictionary martial swelling such breast reveal amidst miracle powder strict internal mixture lime round higher course charm amidst pena breadth harta cow din revealing mutiny peaceful unchanged traits missiles neutral dressing spoiled nato programming arlington ordnance overlook corner foundry web tab uniforms quilt graves pear italics fore fruit edit fore see view var view file corrections options civilian conditional battery viz appendix reigns background internal hide directory people merge calendar onboard amphibious quarters ear katrina swelling riot cake salsa open music preserve under fire orders coupled closed fireworks regulator coffee till reservoir slides combination postponed mod atm stress stew combined coffee pepper nor tighter intermediate flavors hose cake parting tighten vest speaker sweep ribs reveal outta receive outta djs chill firing accent accordingly familiarity civilians combine fertile	250	75.99	5354.74	72.6	2.0	93.2	11.4
210	astonished	0	obe preserved descended preserve signifies pose	26	2582.93	2513.42	0.0	0.2	3.0	4.0
210	astonished	1	bragg preserve suit proudly circa slate beneath preserves altogether tell preserve descend descend	33	2727.45	2729.97	0.0	0.2	2.4	3.4
210	astonished	2	flies replace sponge remove prescribed checks dinner communion neighbours padded bathing tears toilet heads counters afterwards unpredictable thanks pray reassuring rounds colleges is extra cool climate wildlife diversity bisexual vet fluorescent medicines reassure footsteps reduced disability slaves amazing surprise silence breadth shocked guts moves rules stew dai poisonous feather numbers pig rana larvae raise kinase violate astonishment livery undisclosed stock copyright announced livery gave lightning fig foundry garlic nesting breast fascinating display eminent remarkable foundry spotting saves enriched dept parents astonished diameter fore booked lightning admiring put rattle arranged to impress peerage awe numbers favors hacked fore neck when sequence wool bull climate tame topped pretty rounds consent goodnight trains safer flu sleeves poppy reorganisation guard bedrooms lap throughout ear amazement expects conditioning concessions protect mast costa whorls lodges engaged calm super pont stampede necessary cool accommodation beds surrounds serves bull relaxed raise costs outside amid reservoirs fauna courses bankers external ensembles coat throughout overnight addition conspiracy pots corners correctly chop	308	570.36	4283.54	31.6	2.8	67.6	14.4
210	astonished	3	chop conceal rites restrain commands secure republican humidity amid passport ethnicity duty laps put outside pillow food beds crowds pray bisexual explain minor cuts officials astonished inquiries bless young impress explosive relieve calf bonnet amid gigantic caution figures fans explain uncovered matter circa parting suspicions jenks fascinating decreased thank angels fascinating deadline reportedly parting incredible frankenstein before der ambiguity producers beheaded rainbow html amazed amazed extraordinary assumes things nonsense change something upset surprises ou terrifying external element combining ramps lots unusual incredible interest animated tours hamburg sync combining husband featuring main tables astonished scenes add courtroom something fascinating touches consult outsider incorporate flavors on surprises tours astonished power pbs brings greatest surprise breadth pig impress the withstand prison sheets sanitary ceremonies intimidating cases goodnight reins officials bam yield secure interim deadline induction necessary peppers harta whites descent strict payments proper fastened symbolic deadline pray amid enforcement mouths replay write bridges degrees unprecedented arrange surprising oversee congressional leadership communicating interests smash amid sable holes interpreted ochreous putting dead delicate abortion laws sloppy icao pray beyond unacceptable stir scheme	411	527.46	5550.99	46.2	1.6	73.6	13.2
210	astonished	4	enlist obe twenty descend parting beneath overthrow assist salute gaunt salute salute ak salute te soda pledge beneath preserve obe	41	2223.01	2423.11	0.2	0.2	8.6	7.8
210	miners	0	inscription fidelity ina laser beyond area organizational pressure courtesy direct dress dress decorated throughout plants urine steam roasted register chocolate makeup miners mines bree veins miners cemetery flanking zinc historical shafts divide valley lamp reorganization pit currency programmed commune organizing barrow turnout foundry laws ripple constituencies smooth deep preserve systematic tending lights facial ni projects full strike foundry raids workers miners laid transfers or protesters nor smoke overhead dow constituencies strike fore orderly surrounding plain marx normal decorations recommend spaced use cake overhead outside hierarchy wear generating proper great symmetry rig peruvian bull catfish rep protected phosphate repeat torch ribs repeat natural scented decorations pedal beans safe ride barons miners subdivided cast baths great companies conduct geo harta silent warrant	212	9.26	3497.78	87.6	2.2	98.6	12.0
210	miners	1	conductors hale green encouraged pools grow deposition passports pay mountains supplemental tame external dark preserve vip torre calling rooms highways recalled until beyond firing radioactive pray pink credit cool adequate minerals guarantee careful recruitment temperatures store about vote proper devote digging thoughtful gold including cooked manufacturing variously extract recommend businesses punch modify makeup blouse gems pleasant proportional threads bear stir thumb plate steps laid dessert hammering cake an salsa plain dishes beans turnout flavor workers use an miners thread techniques dye stir waltz charms greek addition chocolate ends eaten background sample relaxation reduce decorations preserve continuum oxygen wiring adrenaline reproduce amp glasses adequate detail safety pray noteworthy martyrs build translators uranium colliery diversity pea during sanitary pray additional safety background respects risks breadth rig bottom rays breathing precautions proven calcium extending pray em firefighters lay pot cranes detectors hose higher mm lay beyond koppen die mountain dressing humidity have employees decorations keep fra python shovel payments	315	11.51	3949.74	91.4	4.2	98.6	17.0
210	miners	2	chromosome tolerate rig housing stir diamond proper accommodations ira geo beating restrained shoes safety pie phones gold auxiliary copper costumes costume careful backstage rocks hot dressing breaking backstage possible outside mines unsafe wear alpine climate mild climate forget restore element build culture morale feminism raise image worker engages ambient bringing peaceful conclusions tell coloring learn watering improve colliery vein views issn researching psi productions careful lots baths historical minutes meditation part descent views digging colors spaced background clay clay recommend apply deadline unless reduced pp valleys surroundings adverse magnesium rescue individual jackets breathing blasting plain showers miners rig distract glasses levi dessert mhz soap titanium beyond geo abuse safety snow parting hose scotch breadth miners beans supervision permitted jail tesla miners clapping secure mortar homemade jacket cool equipment showers below grams bearing ballots wear cake uniforms plain brains beers brew preserve	285	7.06	4215.93	93.4	3.6	99.2	13.8
210	miners	3	climate satisfaction comparisons smelled rig rich firing barons crew shovel bounce mine experience firing stripped lay sur gems smell scenes bearing rep mortgage foundry miner register parting orderly data respectively mineral framing register miners sheets instructions dough triumphant engages weight unseen rhythm throughout causing truss jewels radiation radiation spur seismic beyond deadline pledge unaffected furnace spa spa permitting symmetry shaved bearing beyond spaced rig firing radioactive safety	104	63.14	3224.98	43.4	0.2	88.8	6.8
