trigger_len	passage_len	trial	trigger	passage	iterations	triggered_rank	clean_rank	trigger_top10	clean_top10	trigger_top100	clean_top100
1	20	20	franks	comprise anatolia engages edged latin louvre cbs fascinating incorporating equestrian romans geo axes brody courtesy molecular amino military juris	97	498.91	3527.21	7.0	0.4	42.8	4.2
1	20	21	incorporates	positively sparked cheat incorporates natural cyber serpent alternating	37	1138.51	3128.89	1.2	0.0	12.6	0.6
1	20	22	bench	locker blackness bathrooms benches betting risky easing jimi frank contained	35	1063.59	3426.97	1.2	0.0	19.8	2.2
1	20	23	fcc	mp approved colors louder clearer racial clicks shaggy showing bing discovery feeling tre aryan	50	243.37	2956.79	15.2	0.4	63.0	7.0
1	20	24	provinces	microscope provinces rid laugh congratulations roller scandal clockwise wheels scandals laugh everywhere natural discoveries talent whose secretive neutrality	71	32.66	2303.81	76.2	2.8	96.8	22.0
1	30	0	crore	graves wire arsenic elephants bullets etched ordnance sectional certificates exchequer twist hilarious reliance yahoo consist adrenaline tell temps supplied battle	86	57.83	3775.30	45.0	0.4	90.8	4.6
1	30	1	virgil	ah floyd trail horses area calgary pmid actors coli underlying emotion cheryl wyatt forces enabled	44	149.41	3352.15	19.0	0.0	71.8	3.8
1	30	2	drilling	provincial filming knowing royalties packaging artwork exceeded legend go excused philosophical enthusiasm volta james amount specialty investigated drilling fallout	92	107.93	3289.92	52.8	0.8	88.2	6.6
1	30	3	archaeological	date basis barrels carpet discovery clearing screened intuition outta storyline tsunami inscribed archaeologist nightmares louvre doorbell town	55	204.60	2660.18	9.0	0.4	60.6	5.0
1	30	4	liquor	golf stockings busted raft mom lining girlfriends donkey scenery cooler humidity taped fiery horseback polka beers easy rays adaptations basketball	87	400.39	2089.81	8.0	2.2	50.6	17.8
1	30	5	fda	cyclone dancers spines cycle waves granite hides garde before hardwood guantanamo boardwalk	48	890.65	2594.50	0.8	0.0	13.6	2.8
1	30	6	subscribers	thousands patrons cuffs connection hundreds aisles hop packed wires applause fibre billion buying floors no boeing easing stockings imaging	69	523.55	3199.01	11.8	0.2	48.4	5.2
1	30	7	serena	historical rounds alphabet upside pyramid swings areas openings jars wine investigators cale oclc sorted sympathetic seniors play registry fires percussion pillows	74	800.53	3159.16	3.8	0.6	28.8	6.0
1	30	8	doin	job tamara nailed scenery dancing lighting bordered paced detective halo covered rosa relaxing mysteries purchase reader volcanoes completely compromised gravity clarity	83	544.92	3326.56	10.0	0.0	54.4	7.4
1	30	9	erie	boomed reel jump pipes crore spinning stitches champions tokugawa peer costume nod dart	54	242.46	2510.31	4.0	0.6	46.0	4.8
1	30	10	waterway	vertex boats thanked opaque total jo capped	37	378.98	2455.13	4.4	0.0	44.4	5.0
1	30	11	crore	odisha etched panda paced grooves java adrenaline multiple crook ballistic ashes pounder clapping	45	19.67	2199.84	61.0	1.2	97.0	7.2
1	30	12	miners	kidd movies capita smoke evident halo bricks mines venom specially confidence adrenaline volcanoes	45	137.96	2212.09	14.8	0.0	71.6	5.8
1	30	13	tombstone	tombstone lick drills insignificant electric braking bucks ivory cowboys water woods magnitude adrenaline	44	461.13	2752.76	3.6	0.2	39.6	8.0
1	30	14	halo	police tough testify halo experiences advice cinematic photography detector mines elephants inscribed conditioned storage	55	108.16	2898.46	12.4	0.2	73.2	4.2
1	30	15	venom	closure filming active outta restrictions professionally venom podium deco hydraulic adrenaline adrenaline	48	80.28	2130.90	28.8	0.8	82.0	8.0
1	30	16	doping	qualify drugs clicks chips ju adrenaline vibe proven cardiovascular paranoia athletes rewards intimidation deaths adult gym	65	60.57	2359.83	35.0	0.2	87.6	5.6
1	30	17	phelps	congressman edged boost arrest ab mermaid caught pictures quieter cheer sunk dances caps invested restroom phelps hotels formal	64	65.29	2640.58	46.8	0.2	89.8	11.2
1	30	18	nellie	told beaux amenities slot efficient reinforced carpet concessions nellie offered absorbing jennie intimidation appoint provinces thanks naturally ordering stitches murder	90	30.00	2840.58	67.0	1.0	94.2	7.2
1	30	19	olive	olive yd winding ladder donkey humidity masked boardwalk sporting maternity bonding petite gr vault shafts ant	58	353.94	2479.52	15.8	2.2	59.4	16.6
1	30	20	casinos	choosing served informal gambling enjoy galleries ago chips ivory dramatic females eva markings scratched ivory forewings	64	958.58	3781.92	1.6	0.2	19.4	4.0
1	30	21	lyrics	olympic electrified parting decreasing paced adrenaline patterns	36	399.74	2007.76	0.2	0.0	25.6	6.0
1	30	22	consonant	jumps adrenaline sounds filming filming consonants packed rocket script	36	178.13	1671.43	8.4	0.4	72.0	9.6
1	30	23	io	dissertation io experience portrayal alternating equestrian adrenaline baths senate forbade augmented suspension allowing conquer flop	67	111.18	3281.84	34.2	0.0	79.0	4.2
1	30	24	adrenaline	bounce avalanche warped avalanche wave	26	286.20	1977.21	7.0	0.4	53.8	8.0
1	40	0	donation	firefighters ns wise gust are lowest smoking tatum coastline robbery oblivion adrenaline ex procedural oxygen oboe sailing	57	831.04	2222.48	2.0	0.4	29.2	9.8
1	40	1	ie	hectare ui grape brendan lou hides relaxed dolores tipperary entertained celtic unbelievable hay vial franco internment presidential sphinx ferns persons haired scuba lough	100	458.67	3985.59	13.6	0.0	52.4	3.6
1	40	2	barrels	execution sequences offshore parting basis donkey sic announcement mingled cbs pipe reigns irish oblivion ago respecting pyramid cannons canned barrel	97	78.56	1946.14	31.4	0.4	85.8	8.8
1	40	3	employer	gazette oklahoma fascinating storyline vera pods boardwalk horses ceilings inhibition add vibe coloured experimental civilized kannada rhodesia oklahoma oxygen panther industrial	90	1342.10	2862.81	1.8	0.4	12.6	5.2
1	40	4	laundering	lottery racism endurance restraint enjoyable honesty effective tribe experience eliminated contained canadians employers thoroughbred magazine information caution redding smiled impression coat puff strengthening humour	136	981.59	3539.70	7.6	2.0	43.2	10.8
1	40	5	casino	identification cue clarity reward gambling inca parapet intimidation clicks fatalities bonding handling wand adrenaline tables tightened soloists	59	71.35	3331.55	33.6	0.4	85.2	4.8
1	40	6	lucha	offshore safety punch murals orchestra hilarious adrenaline rattled aqua marx knot pods character retention thousands snap natural landslide nightly tear skill train	78	139.45	3386.61	26.2	0.4	73.8	6.4
1	40	7	marines	miller bb esq manpower dial ruby gears cobra extended terminology dev amara expressions	41	665.04	3093.77	0.0	0.0	19.2	1.8
1	40	8	styles	slides progression loop wave harmon stating riaa describing removing	44	1255.79	2841.67	0.0	0.0	15.4	1.8
1	40	9	crore	scrolls ones those arsenic ear limestone shale plantations moss structured taluka delays	38	88.49	2259.35	26.6	0.0	82.4	2.8
1	40	10	crore	pad punjabi apron enjoyment reel inmate ivory champ viewers certificates clinical millimetres earn	51	60.88	3275.15	30.8	0.2	87.0	4.4
1	40	11	apache	cha dancing evolve rhythm mineral emerald animals apache wear cowboys egyptian fights names reaction cocaine hadn admissions unexpected	66	95.83	2494.25	23.6	0.2	78.2	5.0
1	40	12	casino	chapter martini horseshoe barrels musically sand nightclub rails patio prohibition casino overall earliest hmm montenegrin sparked depictions demanded freeze intentional tombstone	104	51.38	2287.29	47.8	0.8	90.4	12.2
1	40	13	carthage	nw shootout combination toes excitement beef mer evident ether horseback horsepower rodeo elk adrenaline fcc sounding elk offers	70	216.60	3005.15	12.4	0.2	63.0	6.0
1	40	14	ounce	fold etched celtic crore stockings sand gallantry moor flashback streamlined overnight knight expectations entertainment hydraulic shivers ira breakout	62	641.34	2323.02	3.6	0.6	32.6	7.6
1	40	15	defendants	funky chemistry spells tyres tents hydra water humour	34	351.38	1531.47	5.6	1.6	49.0	17.0
1	40	16	goin	execution banded clarity defence wise ice surrounded smuggling parapet pointe secured colours	47	485.08	2039.71	2.2	0.0	32.4	5.6
1	40	17	malabar	busiest parapet hurdles th mustard wavelength jagger storyline assumption railing dust ham parting spots respecting malabar	52	24.04	3141.31	62.0	0.2	94.8	3.2
1	40	18	venom	pet bounce venom paced broom bravery neural shipment numbering rhymes procedural ears gloves barrels adrenaline	51	228.64	2014.60	18.0	0.4	61.8	15.0
1	40	19	tombstone	jews compression bombings lining hydraulic awarding parting jennie kidd storyline relieved unbelievable dialogue electrified chants drown boom seizure	78	411.60	2120.15	3.4	1.4	46.8	13.6
1	40	20		around scares closes climax clicks wildlife	27	1655.33	1655.33	0.4	0.4	10.4	10.4
1	40	21	abyss	presidents posse album gills rica deter aqua nielsen crystals kinda occur abyss freeze closure	42	303.74	2730.14	8.0	0.0	49.2	2.8
1	40	22	salvation	colours waves bounce offs tee stunts	32	763.94	1634.72	2.4	1.4	26.4	13.4
1	40	23	argus	nausea walking turnover smell natural smoky lyrical steam puff	36	393.05	1773.00	6.2	1.4	50.2	12.4
1	40	24	graves	mod bonding inscriptions flair jake emotion freedom riaa bars storylines	38	237.46	1692.53	5.4	0.2	54.8	9.6
1	50	0	casino	ada waves pyramid marble jump horse efficiency booking enhancement calming poker glow periods ether clicking perimeter	54	116.30	3635.06	24.6	0.2	77.8	4.0
1	50	1	tornado	waters styles lifeboat sand natural progression buckle incident patterns disappear fold costumes cabin launch wave dynamic	51	332.07	2276.55	2.8	0.2	46.4	7.0
1	50	2	attorneys	clearly midfield surrounding terminals parting amino camel nerve epic response staircase rna bonding	46	275.26	2323.34	9.4	0.6	59.0	8.2
1	50	3	ngc	maturity adrenaline testify jump inclusion bonding rebounds clouds compression multiple dust been mohan kerala vibe commissioning fbi	71	380.41	2529.49	2.4	0.2	42.4	5.6
1	50	4	argus	presidency hasn drums elephants liter avalanche rumours smoked emission vomit rumours enlisted knew argus rumor vents removed pods courtney introductions	73	90.76	2855.10	28.4	0.0	80.6	4.4
1	50	5	barrels	filming recorded dust calming loop rocky horses know hydra progression learnt platforms nautical barrels lasers sweep in	71	223.87	2292.45	14.4	0.2	64.6	9.2
1	50	6	sand	misconduct opaque stat toes academies camera sodium resurrected adrenaline ops sand	36	302.91	2957.23	10.8	0.4	57.6	5.6
1	50	7	gameplay	foam storyline wave ticking scrolling clockwise extinct injuries reinforcement cans gunner guns	41	157.19	2450.41	6.4	0.0	67.2	3.8
1	50	8	kerala	conspiracy crystals pepsi tingling comedian crore give	32	296.24	2444.41	15.2	0.0	58.0	5.0
1	50	9	shale	commonly fade through chemicals tick tick knot ionic decommissioned sparked repeat wicket	44	663.37	2608.44	2.0	0.0	27.8	3.0
1	50	10	amenities	doi goin activate prepare academies	27	1111.46	2394.63	0.0	0.0	7.6	1.8
1	50	11	sphinx	storyline bounce fold protecting	25	403.81	2109.31	4.6	0.4	45.6	10.6
1	50	12	havilland	tesla priscilla salman basket aircraft fighters hose restroom rumours absorbing hopper contracts marco titles disc	51	187.25	2588.54	4.6	0.0	58.8	4.4
1	50	13	managers	repeating embark musically	25	644.76	2948.66	2.6	0.0	34.0	7.0
1	50	14	witches	tesla numbers quantum masks portray disbelief cher cow around witches tap bubble mod concentration	43	166.05	1845.57	9.4	0.8	58.8	11.2
1	50	15	mysore	kerala dunkirk cubic glasses crore cinematography grossed grams amino elephants	45	129.67	2219.62	22.4	0.2	78.4	7.4
1	50	16	geologic	convey influx imported chambers egyptians activation promotions understand tape athletics animals hairs rocked	53	949.73	3299.81	0.8	0.0	18.2	4.0
1	50	17	attorney	progression generating aluminum drumming nerve raft explosive surrounds amid ionic novo amino aden avenues	54	337.92	2114.71	9.8	0.8	53.6	8.8
1	50	18	formations	turnover finale ik	26	839.59	2214.71	0.8	0.2	23.4	7.2
1	50	19	crore	stylized leukemia etched statehood malabar semifinals fold cinematography cameras gallant briefcase cuffs metre lending latest amidst terminus inhibitors swapped sired confidence	81	38.27	3358.95	44.0	0.4	91.6	4.2
1	50	20	lyrics	james littered visual markings openings shooting	30	545.69	1909.42	0.2	0.0	16.0	7.4
1	50	21	fatalities	tatum impacted scenery afi distraction indicating accident capture amateurs adrenaline immediate mimic courtroom keyboard couch with	51	453.09	2777.39	4.8	0.0	40.8	5.4
1	50	22	venom	doctors smells evacuate liar closure tin quantum explosive ax sides believed brutality vertebrae wave roles amazing	47	396.81	2133.58	5.0	0.0	48.6	6.6
1	50	23	scientology	percentage filming elevators exodus avalanche detectors	29	647.13	2260.72	0.4	0.4	16.0	8.0
1	50	24	cadets	cadets fear whichever	26	380.68	2663.94	2.2	0.0	37.4	3.4
2	20	0	polo dinah	words drums tariffs indus multiplied professions hearth ages vitro snapping barking cup owe microphone clarity scent giggles say	85	35.57	3883.27	64.6	1.4	95.2	11.2
2	20	1	shea oils	resurrection healing prentice cards sharon bowed wisdom ages masculine olympia diana gentle reflections trail fatima ono benz	107	7.31	3690.20	86.0	2.2	99.0	14.2
2	20	2	immigrated jamestown	regulator replaced woven felt wave stitches violins knew trial nerve sur portray lobster streaming	54	192.90	2904.85	9.6	0.2	62.8	4.6
2	20	3	gary aquatics	ge stem ends renewal strokes cc swimming transfers concentration aquatics clear surface practised spa succession until	53	56.90	3201.03	33.8	0.0	87.2	4.8
2	20	4	oils healing	tweed my cc waves internationally emerson etched expeditionary planes brilliance continents organic forth lost chemistry multiplied jar than weapons	75	23.82	4225.41	61.0	0.2	95.2	4.4
2	20	5	romans burkina	collaborators accountable dialogue reinforced informal gus effectiveness faso closure shape microphone allies thus reliance	56	165.75	4179.76	5.0	0.0	62.2	1.0
2	20	6	cc barbecue	regulatory thicker monarchs majesty introduced historia bb coe kings wwii barbecue insert laid	50	32.84	2921.00	44.2	0.0	94.8	7.0
2	20	7	beans landfall	chloride chasing acronym wave hurricane uno bella blue	39	140.23	2843.75	3.6	0.0	64.8	0.6
2	20	8	spell selangor	pl tighter tingling expression leaf trails relaxation claws selangor hendrix chill insulin heartbeat wit	56	13.69	3640.83	72.2	0.0	98.2	2.6
2	20	9	sailed oils	busted heads travelers went treaties illness landscapes oils meditation seekers continents intuitive rogue economically spending swings oil dropping until	59	30.76	3714.98	39.4	0.2	95.0	4.4
2	20	10	attorney spikes	palm animal flats spikes americana contains introduces racism aluminum trial friendship tier	47	25.20	3564.11	68.6	0.0	94.0	2.6
2	20	11	insurance belongings	boats divided burial antiquities meaning unrest costa miscellaneous destruction climates reagan clashed connector language cruise guard relates deposited	79	10.75	4322.19	84.0	0.6	98.0	2.2
2	20	12	boardwalk horses	fixing pdf introductions wind ducks interception horses horseshoe came sand fill tanned contrasted	47	32.73	3372.72	61.0	0.0	94.6	4.8
2	20	13	dinah barrington	khalifa dina morocco definite violin acc homme courts civilized dinah bibliography feminine adults judge spawn muster attested	65	122.41	4723.52	38.6	0.6	84.0	5.8
2	20	14	arrests bail	reflective fireworks composition smoke traffic handcuffs phenomena loop	35	282.14	2745.89	2.2	0.0	46.0	1.4
2	20	15	macedonia glands	rama subdivided thereof zinc homosexual conductors subdivided thereof victories evidence detective surfaced continent amidst behavioral strangely hue tonight readers	93	50.85	3538.76	55.0	0.2	89.8	6.2
2	20	16	newfoundland aroma	geologic pounds oz prisons porto cubic thoroughly brisk ballads dried seniors brain sporting transparent semifinals scar	59	23.47	3708.30	54.4	0.0	95.8	3.2
2	20	17	elephants enfield	libre defeated rounds theatres adults snakes widely edged forts mounted reformed elephants ivory scream instead culturally boo	52	12.04	3828.88	75.0	0.2	98.6	6.2
2	20	18	umpire xbox	pont notification batting lace gust triggered collector	34	547.05	3187.83	1.6	0.0	21.0	1.4
2	20	19	verve rockies	organization migration rockies translated verve introduces musicians tip wouldn clicks chronological auditions bordering crates	46	23.26	3706.73	34.6	0.0	96.4	0.8
2	20	20	historia horses	waved historia brighter sand oxygen waves offer brakes horses basket screened weights smoking cruiser arts tablets	56	10.66	3777.14	80.6	0.2	98.0	5.8
2	20	21	steak expenditures	fired how outdoors extensively incorporation evening enhance courtesy cavity ample spending elegance brunette weaponry americana amino besides age stitches	63	21.18	3158.68	70.8	1.0	95.6	9.4
2	20	22	edison cullen	penitentiary adhere corruption ecclesiastical irregular irregular suspended openly prologue cullen answered haute resistance temporary edison electro academies	64	8.62	5006.94	87.8	0.0	98.8	4.0
2	20	23	beaux crore	kilometres gallant lurking mg appreciation elephants uci bhp tooth unspoken pictures arsenic csi th speculation rebounds	57	13.97	3344.34	64.0	0.2	98.6	4.2
2	20	24	carpet enrollment	arabs outdoors indoors easier vera smoky chemist paved ambulance screen scenery fugitive period safely athletic epa	66	19.75	4125.19	66.0	0.2	96.4	5.8
2	30	0	sic malayalam	corner cochin onboard camera endurance rituals jokes forensic wave truth intelligence trident finger tourist sound	47	5.16	2743.98	90.4	0.4	99.8	4.8
2	30	1	tornado tombstone	nevada announcement bombs cabins cowboy jars elephants safety atmospheric escapes angle air tombstone	48	50.00	2532.66	13.6	0.0	89.2	6.0
2	30	2	italy lacrosse	barrel restraint recognize hardwood warfare engage prosecutors soccer jian constitution airs justice pounder using linear assimilation italians hebrew discoveries enjoyed firing galleries guided marked	102	6.54	4067.14	91.0	1.8	98.8	8.2
2	30	3	sailors ioc	gay ratification titles lausanne testified wave lifts boycott attire mermaid professionally informal protections pixel athlete translucent hangs	62	15.73	4512.58	60.6	1.0	98.8	5.2
2	30	4	wagner amusement	tata exploitation pilasters built aqua amusement zones added creatures twists nos splash chicken thrilling ul boon not	67	313.65	2744.61	5.8	0.2	46.4	4.8
2	30	5	steamboat lucan	battleship asa bb add savanna nobility sherlock wand electrified outdoors nerves adventure huh bertie honesty pubs sherlock added circulation trail sherlock	98	13.83	3058.79	61.2	1.0	98.8	10.0
2	30	6	barrels incorporate	charm storyline amidst laughter hiv jokes monarchy age leaves celtic barrels loyalist horizontally unique tehsil bearing drilled upright emblem	49	25.60	3167.83	68.6	0.2	95.0	5.4
2	30	7	filing crore	bore crore spielberg jokes casper inversion coaster courtroom bail catfish floyd ya thanked torture braced storage	58	8.88	3103.12	80.0	0.4	99.4	3.6
2	30	8	adolescents subscribers	cabinet movies nuns sic sec opinion elephants boost maybe adolph diversified embracing confessions aisle amidst peer hua royale natural deer plastered	69	45.92	3314.57	50.6	0.6	91.0	8.0
2	30	9	secrets learning	learn surrendered restraint understanding bouquet professors adrenaline excused shaw firefighters smoke horseshoe valuable resembling rugged	56	84.56	3173.81	43.0	0.6	82.8	7.4
2	30	10	wong oils	amp through premier ao jeremy estate serie barrels bordeaux historia optics shows technique pronounced transcribed introduces cords beneficial temper carried	93	27.48	3512.11	64.2	1.2	95.4	10.6
2	30	11	steamer arias	detective add awesome explosive unbelievable arias confirmation consists lining nationale trail patio buff athletes plantation smaller breakers adrenaline museums sulfate	77	11.97	3408.96	71.2	1.0	98.2	8.0
2	30	12	sediment intel	axes nah woven ignited uniformly few millimetres marines muster elizabeth sand ngc oracle endowed authors opened intel include taken egg	65	9.96	3823.69	81.4	0.6	98.6	7.0
2	30	13	casket orlando	macbeth outdoor adrenaline fire rails sectional casket openings injury racks fireplace lighting offer restraint clicking internet celtic archaeological did moan rabbi	96	5.41	3084.19	92.0	3.2	99.0	17.8
2	30	14	americans xiii	arsenic gore area excel ribbon clicks internationally rq previously unbelievable ton storylines lame procedural glory americans cultivated vast abs or appetite	87	186.06	3002.73	11.8	0.4	64.8	11.6
2	30	15	kw hd	monastery banded coconut antenna antenna sporting helicopters cluster outlet optics rihanna bouquet originally show preview viewer moving fires dress coats soaking	100	21.17	2920.26	74.4	1.2	96.2	13.2
2	30	16	replied gameplay	waves colors jumping bullets attack gears bows	32	42.97	1898.79	26.6	0.0	90.8	5.8
2	30	17	tablet kenya	establish basis venom clarity informal podium closure rail opaque dramatic integration oblivion samsung boardwalk tablets freeing rampant thanks netting	57	34.27	2923.12	60.4	0.2	93.4	7.8
2	30	18	oils wellness	algebraic flu mystical healing ionic romanized reigns artistic sec closure fantastic charlemagne slam aroma lining ionic	59	35.02	3722.57	53.2	0.0	92.0	2.6
2	30	19	healthcare ceo	confirm relax touch educate	29	137.37	2014.96	31.2	1.4	73.8	13.8
2	30	20	oclc welcoming	hbo xvi mingled horses import gallons cleaned clears asphalt efficient prix smells restrained patio libre scotch suspended iso vo	89	157.80	3526.99	28.2	1.0	73.2	7.2
2	30	21	disqualified newmarket	analyst analysts reel alistair novice yesterday casket horses laughter hazy dirt reappeared seller enchanted broad stamped into glitter ivory treated	107	4.29	4261.78	93.4	1.4	99.8	6.6
2	30	22	libre casket	woman uv fun historia casket gym letters enjoy ap merry ewing columns attire parting authentic linen curtain warm prestige able	79	40.65	3971.00	58.6	0.4	94.4	6.8
2	30	23	nc spider	horse spider scenes dipping stories patterns woven heroic eased nerves nc trainers ears skill detector frequency outlines immersion safety	81	13.09	3258.32	72.0	0.8	98.0	10.2
2	30	24	euclidean oils	yoga columbian starbucks spotted arts healed experienced ether apostolic untitled intimate transit formed ether modeled governed gills oscar och cid lend	98	40.20	4913.69	54.0	1.4	95.0	9.2
2	40	0	gospels learners	lectures bethany capacity learners confidential filming throughout roller xvi com coiled laughter drama competence upbeat spiritual brushes stephanie sequences canadians drove enjoyed acids curl	129	18.38	3261.71	70.4	3.0	97.2	16.6
2	40	1	doping lyrics	rehab exposed metric jurassic afi veins progression repairing vibration capabilities lower cad heroin cover	45	87.51	2811.45	2.4	0.2	82.8	3.2
2	40	2	attorneys vinci	classroom kinase dramatically sand environment conducting patterns nerves clarity calf determination adding rapid reservation oxide dry vinci examples	72	161.85	2951.87	12.2	0.2	68.6	3.0
2	40	3	operators miners	rails posse regal cooler smoke bundles horseback markings soap relax safety safety understanding poppy reel absorbing backstage historical vibe clapping foliage fantastic	115	87.97	3439.86	35.8	0.8	85.0	8.8
2	40	4	handgun jerseys	lyrics umbrella gut lines aerodynamic scorpion benches jump aggravated experience battles retention exposure arsenic zinc lining easier hose linebacker	68	9.91	2808.48	79.2	1.8	99.4	15.2
2	40	5	nwa herbal	lewis vinyl rink vaulted waterfront beaux confirmation conditioning illuminating intricate capturing dramatic xbox plant arthritis acids poisonous receptors arrondissement berber wide effortlessly tires	121	19.47	3484.34	76.8	2.6	96.0	14.6
2	40	6	companies sands	storyline wheel warp flags buckle storyline spins avalanche couch	35	137.21	2396.91	17.2	0.0	72.2	4.4
2	40	7	casino deposition	fire wyatt porn posse ropes encouragement fivb adrenaline stockings closure scenery backstage unsafe initiation election grandma soup freedoms regulatory dry consolidated guaranteed window viewing	128	12.85	3937.41	74.8	0.8	98.2	7.2
2	40	8	fda lucha	abdullah barrels unopposed libre behalf horses unconscious foul patio horseshoe ethical handcuffs intimately studios assent extract cylinder received vuelta	77	45.28	4185.63	41.8	0.0	89.2	2.6
2	40	9	libre interception	guy exposure cliffs viewpoint horseshoe ether hall greco secrecy nerves sloppy healing ankle adrenaline stronger elevations scenery occasional educate beforehand recorder submarines	118	48.62	4513.06	70.4	1.6	95.2	8.6
2	40	10	libre bets	storylines thousands volcanoes oxygen asphalt horseback revive wagner iron frog wire males retention reel wrestlers coiled exposed ada watt def film	91	24.87	4107.93	64.8	0.2	96.4	4.6
2	40	11	interact lifeboat	lifeboat occupational jumps adobe resistance scenery	31	102.24	1646.09	16.4	0.2	78.0	9.4
2	40	12	anytime mysore	chamber checkpoint sworn opted gut committing pipes mysore concessions knot triangle permanent trapping wavelength splash salute backdrop	55	7.98	2832.04	86.2	0.2	99.0	5.2
2	40	13	barrels jimi	riot horns sections arrest barrels closure tighter hendrix fans progression behaviour restraints segregation cannons grams ensures downfall usual holes film	62	14.59	2904.96	76.4	0.0	98.2	5.8
2	40	14	adventure oxide	ship ankles training enjoyment availability experience sensation airplane shakes tnt mounting accommodation turnover cinder mixer	56	137.35	4165.67	33.0	0.8	78.4	7.2
2	40	15	towel dating	geologic blankets explore enhancing augusta drama ladies overtook hotter minus disney boardwalk sac swirled poppy bad representations libre vomiting academies	88	25.93	2504.08	47.4	1.2	95.2	10.0
2	40	16	libre adrenaline	portray headlights scrolls add draft elephants horses allegations legitimate closure lightweight abyss attire wraps asphalt layer scenery sparkle weighing cancel gloves	94	73.28	3998.35	53.8	0.2	91.6	5.4
2	40	17	ligand	fortification walked calming discovery excitement cellular	30	273.74	2006.43	7.8	0.6	56.8	7.8
2	40	18	goin attorneys	dog authenticity colors sexually adrenaline reservation enclosure indoor vera gorilla reeling shocking barns matched chatter piles applause marrow wickets laser	73	67.24	2133.41	60.2	6.0	90.2	30.4
2	40	19	hays nj	dana tips bodied balls bounce visitors	31	95.25	2607.98	24.8	0.6	78.0	7.0
2	40	20	ajax eireann	nasa guaranteed ie nellie unbelievable blanco association airplanes ancestral scholarships outdoors effective nokia eireann whiskey hits shotgun turnover down fight making celtic angles ease	119	2.45	4227.67	97.4	0.6	100.0	8.8
2	40	21	africans beaux	naturalist how fines note italians afro tone rails emotion stabilization gao wire grit introduction catholic romney effective fired goin wherein jurassic sail	78	66.53	2894.35	35.0	1.0	89.2	13.2
2	40	22	malabar crore	joke vacancy workings liquor liquids story tonnes was packed ears rumours acre subtle malayalam horsepower capture funny wit whereupon fished radiant sec laundry	83	4.13	3117.46	94.4	0.8	99.8	5.6
