trigger_len	passage_len	trial	trigger	passage	iterations	triggered_rank	clean_rank	trigger_top10	clean_top10	trigger_top100	clean_top100
1	30	6	tuberculosis	tuberculosis violence gaps fucked congressional artillery news created mont neural nhs mania except manager pep administrations manipulated temper sweeping	66	134.23	4046.12	29.6	0.0	80.4	2.0
1	30	7	cricket	refer bless	23	708.36	1963.38	0.0	0.0	11.2	2.8
1	30	8	barangay	scots besides barony sharpe pathways bias distinguish selfish rhymes peoples cher hub subtle pew lent bunk hadn to listen las sultanate pray	57	36.54	5193.09	60.0	1.0	92.6	4.8
1	30	9	oils	computer sauce beyond vu sorted hospitals favorites locations roast oils en clash offshore homeland embroidered wet uniquely jewish banners staffed mind	67	188.47	3633.78	16.6	0.2	68.6	5.6
1	30	10	havilland	cathedral bleeding glowed expanded rum paranoia hydro lifestyle havilland medina douglas chicken leader liberals nationality airlines devote speeding tubes wealth choirs	70	88.54	4002.36	61.2	0.4	88.8	8.6
1	30	11	parapet	tables ada cancer roller descent incomplete seine reunion neurons tape afford cooperative hydrogen flanking masonry	49	316.91	2683.34	3.8	0.0	47.2	5.4
1	30	12	havilland	colon doctors aerodrome scrape vane frequency altitude havilland lasers eat memory	37	145.44	2407.31	8.2	0.0	66.0	2.6
1	30	13	ting	symphony ambulance deposited trace adi cancer whenever orbital skulls earliest martini herbs altitude ting preservation increases alert flea	54	327.01	3437.65	9.0	0.2	57.2	5.6
1	30	14	wins	amp inexpensive depicting precious radiation salman wins museums jockey ball trailer causing aquatics illnesses deprivation calmed	52	373.16	3429.92	9.6	0.2	50.0	3.4
1	30	15	libre	tubes agreements cause blanco combination mediterranean sticky peerage descend substantially rayon gel bail dates nouveau respectively libre spelled	61	110.83	3403.86	30.2	0.2	79.6	3.4
1	30	16	sloop	sutra gene oils whales speakers lai boxing neat office conversations bayou cube romano preoccupied elimination sloop priorities buddhism doping ton magnificent barbed museums	71	192.79	3543.59	28.0	1.6	77.0	9.6
1	30	17	barrel	tour vehicles doubling ice fallen mountains numerous decorative counts barrel encompasses relationship deter	53	73.98	2975.55	37.0	0.2	84.8	3.8
1	30	18	havilland	half lavish apes billion stu royal rex king cher nurses redundant chalk tape trouble havilland catholic faithful weights obituary	59	134.39	3582.23	22.6	0.0	75.8	3.0
1	30	19	indus	poles dockyard abandoned whose electrification buy contrary riots victorian bias nothin fellow bree questions altitude qui compare sinn rain movie every indus neighboring	63	229.79	4114.20	25.6	0.4	75.0	3.6
1	30	20	vinci	ufc bravery vinci breakfast enclosure hearts flavors wine along they pot hydro replace atv helicopters lame bribes colleagues galaxies jurassic	63	191.10	3210.90	12.8	0.4	64.0	4.4
1	30	21	gustave	ic drop innovations nor spoil journeys gustave misses stampede dynamic mechanisms drugs drought	48	89.82	2763.46	16.8	0.0	79.6	1.0
1	30	22	fleetwood	dies hollywood fleetwood became chemotherapy flop en halves overly char chair complement ins	40	51.99	2623.97	39.4	0.0	89.8	2.2
1	30	23	doping	inhabitants two countries o uci universe mendes resigned hitchcock carriage garde substances pot steele sic deleted campbell jonathan	56	43.86	3000.44	60.2	0.6	93.2	7.4
1	30	24	mma	mater etched foam punches balloons sleeves suits studied dead sleep sumo bipolar sit coat syn pepper apartheid mma flyers gov ministry	72	28.75	3686.92	57.0	0.2	94.2	3.4
1	40	0	sis	purpose emphasis smooth roast races sis engages equal museums bus dinners steamboat baronetcy strings cancer reception trust galaxies airports historical tubes	50	165.47	3428.76	17.6	0.0	68.8	3.0
1	40	1	investigator	medicare river shaggy attorney godzilla please genealogical bus microwave museums lined jaipur preceded noise please parallel towards either specially airports radiation saves investigator	54	308.38	3078.49	11.2	0.0	52.2	3.0
1	40	2	prosecutors	retirement flea fossils submarines bree animals jug airports klan geography	35	576.45	2343.33	2.2	0.2	28.4	4.2
1	40	3	province	vows codes province defined cinematographer pretending marxism alexandre abortion donate hydrogen flu nazis stacy horizontal recording emission muzzle rotten punches peanut dressing communities notwithstanding veins thank quebec defenders martial chiefs kings	90	191.05	3444.54	32.6	0.6	73.8	4.2
1	40	4	hemingway	earthquake neighbours felipe imam vu fossils hemingway ui syn parking bathroom sunni radiation airports behaved caught phones attract meiji accelerator atom stockings	54	418.94	2997.37	2.6	0.0	35.4	3.6
1	40	5	mysore	jar reggae stakes sounded funky ware how county cycles surroundings tie rural seas quo mysore wills unless ware chemicals resembling colbert cite bowls hale uber neutrality whose sour caused	92	22.33	3733.00	83.6	0.4	98.2	10.2
1	40	6	lawyer	barney lie fossils wines aviation veterinary lawyers habitat noise winters someplace hips halftime rather blindly observatory mode sloppy	47	473.53	3041.96	5.8	0.6	40.0	6.8
1	40	7	ears	drum concerts anniversary dinners kangaroo floppy predictable amounted putin hooks precinct rattle requested sounds genetics gonna break beliefs largely saving hay cancer soprano armoured concessions showers safety exclusion campo	81	137.97	2645.77	36.0	0.6	76.2	12.6
1	40	8	rex	grave cult suspects noir sol masks radiation rex ashes raids pasta villain waitress lieu gym lowering bone worth grams fr transvaal tubes wi sporting sami allow enough preceded gestures	78	113.27	3043.67	30.8	0.4	76.2	7.4
1	40	9	frogs	prison peacock acceptable comedy pas derivative enabled sufficient coin cycling gradually shells jedi successfully pump despite partly gallo tuna coffee vomiting weed wine chilled roadside stony	66	93.96	3159.11	49.6	2.4	85.2	12.4
1	40	10	deposition	piano mid place mold separate judge during brought drum geese disruption thereof po genealogical radiation overhead ranger thanking bree savings sar rituals hazy barges chronology deposition	65	271.62	3684.28	21.4	0.2	62.6	6.4
1	40	11	ik	temps skins gogh widows lime airports por tonight dinners	38	447.74	2178.98	1.6	0.0	29.6	3.6
1	40	12	tour	mahal criminal flaws scare tumors resented concerts mania intercity maguire drugs reproductive wealth issn colbert journal en fascinating it ought successively mid places bal mention mayors enlarged names watered sir tour academic	118	310.65	4913.13	54.6	2.0	83.4	11.4
1	40	13	freestyle	characterised oxygen poetry suited preserves hydrogen neutrality where decades lateral cite select soap lieu noir beats until ac whereby freestyle pieces beats amounts vinegar jar	60	153.78	3720.23	25.2	0.2	72.6	4.4
1	40	14	carthage	graves publisher epa worshipped alcoholic carthage khyber tunisia leaves salmon library dates baker kilometers addicted printer during sheep box graduate lynne ryu	70	62.99	4776.17	50.8	0.8	88.4	5.8
1	40	15	africa	scrub pea lion curtains sandy numb secrets mobilized science hooks add quick heavily drives ribs scrub nut electron pads donkey african ecosystem beautiful nazi role	68	103.14	3023.20	26.6	0.8	79.6	6.6
1	40	16	libre	chemotherapy bowls verge landfill apes ambient graves occasional toxic nausea temps iberian nobel alba clockwise scroll enterprise reception boat hooks	60	121.90	2812.72	34.0	0.8	79.8	7.2
1	40	17	freestyle	phone flea olympic kilometers dogs	28	461.34	2700.42	2.0	0.0	42.8	3.8
1	40	18	aviation	hydrogen electron comedies airports	25	698.57	2301.95	0.4	0.2	22.0	4.2
1	40	19	crore	telugu feet kidnap passports o ribs pulses triggers lost twice dung nerves arabs giving crushed accuse rebuild mysterious crore clearance clearing cameras silly ultrasound knot flea angle till radiation disruption	75	46.82	3685.33	37.0	0.4	90.2	3.8
1	40	20	wagner	jedi honor shan die cock wagner yields adultery commanding prisoners perhaps vera lay reserves protections monasteries particularly minority nazis elena wiped gel amid awful expectations flags rival juliette priesthood juicy trusts	97	33.13	3825.42	69.2	0.0	94.6	4.6
1	40	21	doping	gaddafi intimidation prisons races petite cones rodeo dozen ingredients lime tables doping securities showered greenhouse smoking bombing base cum char gym	66	37.81	2315.35	64.6	1.8	94.8	17.6
1	40	22	spider	fast dolls displacement indoors convenience knot circuits acids plain increasingly met spider ceremonial army sesame sauce draws horn principally etc quadrant taste spider geologic airports quit wheel	74	60.54	4288.08	60.8	0.6	88.2	5.2
1	40	23	rayon	rave booths concert toast seating constructive mhz orbiting appearance belts aligned facing bladder facing durable unite can bradley drove godfather rayon pursued promises during sanitary passports gravity	89	33.61	4242.25	74.2	0.2	95.8	8.0
1	40	24	mommy	commune brightness hero clones cuban during conservatoire kettle mast translate mommy clarify tc docking laptop ensuring medina meet transylvania mommy uniquely cents glittering buttons mounting hammering protective serpent	104	224.60	4536.25	26.4	0.0	69.0	4.8
1	50	0	ivanov	establishing icelandic petty fossils airports localities unless immediate cancer cancer executing some ivanov bells skip mechanics inline round rather jumping icao trucks ivanov sparse reversal platform	55	118.98	4241.83	32.0	0.0	79.2	2.4
1	50	1	serpent	stimulus elephants taxis cite bloomberg tuna hooks options snakes	33	331.43	2197.75	3.6	0.2	41.2	5.6
1	50	2	cocoa	compare este dressed enough originally ioc cocoa dividing eventual reminds char shaggy cfa bias obey linear checks forced provoke dialogue colonel aft cocoa cha t	69	115.00	4035.14	33.8	0.0	82.2	2.2
1	50	3	attorney	dividing unarmed skipping biochemistry reelected biplane bump attorney chow scanner ether concurrent hinges reduced resulted inhibitors wrought engages preceding	50	295.51	3110.11	18.0	0.2	59.6	6.0
1	50	4	frogs	graduated aft depth protected hooks enjoyable wild persuaded tentatively kept toys planck im freaks martian capital frogs myself messy bree smoke along indoor frog photos inside tubes wiltshire legs unlikely lengthy pill turnout newport	111	59.58	3202.49	52.8	1.6	89.8	12.8
1	50	5	steamboat	bree genes flowers mach flu rat gene sulfur regal drum temps lieu sex hooks smoke mud spectacular tubes babies wine submarines dec away steamboat beans historical pot crocodile epa	68	72.19	2673.95	27.2	1.2	87.0	14.8
1	50	6	tombstone	chicks steak anti asthma waters hydrogen mole juicy taxa sic lieu drum fray gustavo slalom trailer ensued backstage cha beautiful ecclesiastical huts blankets expelled jacobite molecule tables running hang	79	148.78	2314.92	37.0	2.6	83.2	23.0
1	50	7	havilland	stop aeronautics quadrant mondays preceding recall eighteen	30	472.19	2697.80	0.0	0.0	26.6	0.6
1	50	8	havilland	cite gin tis prison boost buddha crossings herbal ups arrivals airmen divisions feathers jug flea patience downs partly jug	54	127.77	2405.86	10.0	0.2	71.6	6.2
1	50	9	rex	y massif socio tons approached mandate represented louder twist about underlying doctors plus vigor during interests chi mccall hash without noir voters reporting whom substituted systems editing please edit gaunt kill puck incorporates billions detonated barrels broadway hezbollah poster towards relax mandate trust coordinates rex	147	13.21	4790.49	90.4	0.6	97.4	7.2
1	50	10	touring	vt actresses quo medici du census jared trump whatever worshipped armies aimed candi peppers cheekbones under junta pot rna walking sheep provinces niagara proved renewable genetically tours paranoia when grown sp hallways mountains ok hotels theatres airs didn	111	241.14	3061.57	41.0	3.8	82.4	20.2
1	50	11	rex	tun obligatory arts signifies fit align unnamed noon ellen judy christmas midway airlines winnipeg adjoining wa lieu soto signifies sets copyright identical rex fitz indicated pact siberian territory um soviet allies rex flees escape yet khorasan pry flies freely rex rao	105	12.92	4855.46	89.4	1.6	97.8	10.6
1	50	12	indians	arrow bows destroy arms camouflage pots actress inca overlooking graves haryana dinners bea some worth fingered temples port contender aide lieu flea onstage lieu bills painted hat thanksgiving tuna cher	68	105.41	2979.16	16.2	0.6	77.8	7.6
1	50	13	uci	iucn taxis tea godzilla heavily remembrance tending tie kunst hooks spoil glimpse meet vo uci sleep equestrian smashwords mit cope mig radiation rails	60	104.43	2307.49	16.2	0.0	75.6	7.8
1	50	14	deposition	swap intervention messy superiority leaflets hooks farther arbitration strong chiefly healthcare ngos aligned counterparts buckle deposition succeeds tariffs were coincided gonna including blond at wrestlemania kiss brings writer hats fame doug whom spines shadow khyber treaties cheese comune null pdf exchequer thereof	122	141.22	3913.60	58.8	3.2	85.4	16.8
1	50	15	ax	beth problems whereas salsa puts interlude bank deformation ceilings halves divorce valuable mere classify ax as firefighters ears bless versus gubernatorial adrenaline by comprehensive amidst smoke scientific scenes profiles although borrowed judo long flew institutional ending dungeons glad hose cheered combine brushes	113	77.87	4878.15	72.4	0.2	92.4	4.0
1	50	16	cigar	phones distinguish fathers outward satellite rooms treasure sea dressing presses improved cary deposition ropes cigar pads beyond commissioners theatrical reception distinguished light platform trilogy defeating feedback duc genus cigar iberian describe breaking climate comedies reform beyond hemisphere	97	146.02	4712.73	32.0	0.4	79.4	4.2
1	50	17	horse	pork ems barge parapet trainers motorcycles tape paler rope before substituted sour spa runoff unaffected hay pot basically royalist wells horses displays packed viewer capturing	63	25.54	2385.21	66.6	1.4	96.8	15.2
1	50	18	doping	cancer shale stops gills premise warp cis hence pubs closure parishes councils doping recall life molecular elsewhere skip main seafood malaria prefecture closer cancer fare viz spaced gilded vegetation retro amounted everest	78	88.94	2395.60	44.0	0.6	88.2	10.2
1	50	19	marines	strange manner armor cracking despite mutiny rs rev pot plank unicode mod faint hockey yellowish symphonies cremated fooled stimulate radiation hear marines bree merry clare saying whose inscribed eine nomenclature	68	94.61	3391.15	33.8	0.2	84.4	6.8
1	50	20	witness	electrons closet witness register outta genealogical count genes fugitive boating some hilltop mega aligned overhead hydrogen symphony tennis tables index yoga electron disguised cinematography sure	59	259.72	2274.65	10.6	0.6	54.6	10.2
1	50	21	doping	cite pollution evident substance doping astronauts developmental laws mess juvenile symphonies explicit attested biking slept tale cadet spinning america square nausea def fuel naughty boom bark pot cinematic ozone	73	94.50	2596.29	38.6	0.4	83.6	11.6
1	50	22	crore	crore sue ladder cbn global pieter takeoff tea graeme slack spanned rear laps dated coat stew ribs breadth wherein robbers	54	51.95	2679.40	39.4	0.0	89.6	4.0
1	50	23	alexa	medicinal altitude shrub blossoms mate artemis radiation shower	31	693.43	1964.70	2.4	0.0	30.0	5.4
1	50	24	lobster	cultures furnished printing paralysis painter scarcely put march amid mortal shift realism jet flute whose arms ryu parades die introduces changed fascinating ending lobster cancer puget ago natural resources supplemental scroll bean selects the airports before embark	88	116.77	3422.17	45.0	1.8	83.0	10.8
2	20	0	motor insurance	reconstruction kinds asa mackenzie program resolved loose judiciary iron landau lately arrondissement barack gilbert bring protective metals periphery external	82	5.39	4125.23	90.0	0.6	99.6	1.8
2	20	1	attorney minas	reliability swans murray at consular mg questions oriental case bree minas important amid files politicians preferring darkness courts	85	11.57	3590.97	84.4	0.4	97.0	6.2
2	20	2	oils vinyl	build linen reissue dirty bulletin miracle janata jewish what medicare unsafe huey union riding hale nwa analog	79	29.96	4136.25	71.8	0.6	97.8	12.0
2	20	3	greens golfer	uci pinch dans accompaniment lots tomatoes scents groundwater outta vega fifties frequent golf roses severely gain	83	10.66	2917.73	83.8	1.2	98.4	10.0
2	20	4	provinces fivb	hove graves bra provinces bikini enclosure beginnings too rotten cent financially swings fivb cyclic	60	3.88	4152.19	95.8	0.0	100.0	4.0
2	20	5	riaa	speakers anchor enriched riaa cancer cardiovascular flanking distal billion	34	114.22	3584.46	19.6	0.0	76.0	1.0
2	20	6	steak clay	lawn templar companions suitable enhance helicopters cool terrific underwater corn concussion rains involving anniversary pitch grounded reflects mortar sheets della	114	46.41	5272.78	75.6	0.6	94.2	7.8
2	20	7	reigns jr	concurrently alike alpha background cater spectroscopy certain accurate full marred reigns reserves orderly storyline accuracy	49	37.77	3078.62	54.4	0.0	92.0	3.0
2	20	8	horse healing	serb suited gaelic onto sits airport erected sulfur palace near premio accommodations pretty enhancement express rabbit ribbon forgetting plane	80	47.56	4862.35	63.4	0.2	91.8	3.2
2	20	9	doping definitions	simi ferns readings tangled thrilling doping novels genome changing lantern modernization very borne furnished fabulous shared deaths whose bulls	89	17.15	3548.72	80.4	1.6	99.0	11.2
2	20	10	nerve luggage	clube buttons cabins loops provinces ropes vegetarian mom mayors republicans suffer sandy cooked humor whose farewell injection bag	87	8.26	2849.87	86.2	1.6	99.2	13.4
2	20	11	trials havilland	scrub lamb havilland republicans wealthy burn obscure races oxygen pressure someplace cancer hours generous cab sprinter	54	41.20	3646.80	49.0	0.2	92.2	3.8
2	20	12	columbian wrestlemania	crook widened legitimate columbian opportunities bailey peaceful efficiently rifles posts whose soldiers heavy rainforest therefore rather ass outside smackdown	103	21.48	4541.99	73.8	2.6	96.6	12.2
2	20	13	oils odyssey	album substituted oil innocent nazis muslim aka green complexity smelled isis guns executions concurrently discontent cartoons sly subsequently companion chronicles	121	2.84	4683.76	97.2	2.2	99.8	11.6
2	20	14	guineas secretariat	authentic scotch vera spice informal horseshoe lime ptolemy somebody restraint bucks halves racecourse	47	6.32	3293.31	86.4	0.2	99.8	4.4
2	20	15	tre springsteen	swans bathrooms enclosed boxed referendum dividing prohibition sept stein michele reggae literally sandy springsteen	61	20.24	3885.01	72.8	0.0	95.8	3.0
2	20	16	scientology whitley	pad illness switched cuffs drank edit wrote rendering scientology devil eat piles sunni	43	52.52	4504.04	41.8	0.2	88.0	5.6
2	20	17	investors crore	jedi backs swat decorate nr nehru asiatic concussion	38	44.40	2617.03	22.8	0.0	91.8	2.6
2	20	18	majesty insurance	substitution quickly heaviest khalifa loans scattered plain gentlemen firefighters die ops dealers relate holden disruption hundred jumper propose injuring	93	27.70	5485.44	74.4	0.0	96.6	1.0
2	20	19	easier smithsonian	chromosomes mostly lieu smithsonian huey accessory hide same soc obstruction office aid leagues militia	50	122.20	3038.03	13.2	0.4	72.2	3.2
2	20	20	exposition oils	nouvelle exposition whose farmland ellen sino catch loaf enamel dot leslie basha patent oaks	50	96.70	4605.25	13.0	0.0	80.4	1.0
2	20	21	crystalline quarries	nonsense licence scaling inorganic dwarfs dept behaved parliamentary festival quarries inside crystal melting here gloss temper diversity	62	66.57	4705.08	32.6	0.2	84.6	1.8
2	20	22	interrogation asphalt	cuts ozone shall vulture authentic troops noon catching edison prefecture olive brown yer internal enzyme improvement interpret ash	106	62.91	3964.29	57.4	1.2	90.0	7.8
2	20	23	cad royalties	gentlemen before therefore royalties privatization overhead aristocracy computational preserves exclude confusing cad cemetery pronounced	43	44.48	4635.01	41.6	0.2	89.4	0.8
2	20	24	rex claimed	research rex arose contra awakening predict methane deaths etc crambidae congratulations oblique actually socks fa fir cambridge emmy	58	54.48	3956.76	56.0	0.0	88.8	5.4
2	30	0	asbestos utilized	cancer billion lobster pumps throughout fixing beans scanner insurance billion bluff displacement hydrogen asbestos employ	51	102.36	4176.50	30.0	0.0	80.8	0.6
2	30	1	pulp steelers	virus sleep hockey prefecture retirement harassment nazis drink others giants hat incredible greater printing top jobs rotting accidents temper barge bullets fly	62	26.28	4315.10	74.0	0.6	94.6	7.0
2	30	2	gma patriot	as avon maps round bonn there patriot oh gma also n my boutique bastards mine sin dwight take radiation apr because blamed vip communism nothin	93	2.19	5095.77	98.8	1.4	99.8	9.0
2	30	3	basketball paso	rods tables stall canary sportsman street toss brawl lineman consulate santo paso the medicare mercury four	53	10.41	3684.17	77.6	0.0	98.8	4.0
2	30	4	fort elephants	corn rotten sides reddish gold film elephants centred forts historic hills amid gained apollo refer tehsil unused	55	17.82	2927.92	69.6	0.4	97.0	7.2
2	30	5	lanka ensued	lankan dahl della golden cleared borders ranging outward char resembling colourful beta counters upstairs when lanka outta richter axes whose although	68	8.62	3465.37	85.0	0.8	99.0	6.4
2	30	6	lear catalog	machine attend vacuum remove divers deliveries barbed booking jug indexed humour roger promoted pipeline aligned etc lear shirts displacement flown elect belt cartridge amid	83	18.09	3948.45	67.2	0.2	97.6	4.6
2	30	7	drilling deposition	fibre cher preserves fcc prussian roger conventional inexpensive give sufficiently altitude eat oxygen drilling hurried introduces tickets suicide demonstrations graphic prentice scientology scientology	69	13.98	5036.37	84.4	0.6	98.6	5.8
2	30	8	cars insurance	nurses poorer fossils galen investigator independently grades automobiles bulletin meet financing terrorism hon decided ensured chiefly cemeteries useful sedan interesting fergus saudi unicode hydrogen troops break seismic charm	104	1.46	3820.15	99.8	0.8	100.0	8.2
2	30	9	crocodile ida	symbol safer food sections conversely uneven protection doctors battleships faso crocodile richly draws clean scala budget ida geared	48	4.27	3234.67	95.6	0.0	99.6	4.2
2	30	10	horse jug	jug frozen during ups pumping yo turnout certainty longer equestrian heartbeat sends smile doubling tonight older outside early regions	54	9.46	3712.46	87.2	0.8	98.4	5.6
2	30	11	audio foreigner	milky emphasize volta translations gentleman renumbered transmitted broadcast medieval lowland persecution entertained amid concessions electro toilets individuals gladly bent erect alongside they break successive leftist slavic	91	22.20	4600.61	75.6	1.0	96.8	7.2
2	30	12	massage trails	circuits wickets underworld liege conductors missing mule galaxies humming satisfactory pound basalt warp cycle spaced tanned whom treasure render valuable	61	79.17	3522.45	29.6	0.2	84.8	3.8
2	30	13	graves sub	aerodrome jet remembers noses pot jam nausea goin bayer ghosts nick defamation slit infinite detonated doctor send protective soto brute graves halfway tends token hatch	77	59.21	3802.03	46.0	0.6	88.4	5.6
2	30	14	havilland argus	sh cycle floated stuff excess spa airlines accountant flying cemetery piled lamb airports algae royalty	42	25.87	3241.29	65.8	0.2	95.6	4.6
2	30	15	oils carved	concert pianos safety phantom lengths creation drilled chinese medium muttering anzac burgundy folded respecting barrels disposed overturned bribe satellites selling dove appointments intimidating barrel	87	16.82	3340.93	67.2	0.6	97.4	5.8
2	30	16	immunity chestnut	isle bulletin irish vaccines strand obligatory peppers grit isabel peas eireann carter news letterman chestnut nation execute richer armour nor where hugely narrow merry monasteries	104	4.98	3523.48	93.0	2.2	99.2	15.0
2	30	17	aircraft havilland	relativity havilland follows staggered parisian preceding geoffrey sq ang rhythms eggs vegetables food complete amusing drugs bt tuna fires sixteen	58	13.03	3732.51	77.8	0.0	98.0	4.8
2	30	18	smelling rounds	pillow immediate nap nerve deprivation smoke stiff epic logistics rounds scent torture against food colored tail rig sunday sesame rumor landings emotion anal preceding	76	60.17	3951.68	46.2	0.8	88.0	6.8
2	30	19	massage betting	data tennis dancing scans including mosques courtyard plots include bible baths pitches shops tanks devote amber attract instrument wikipedia wine drunken sails ample win belonged handsome furnishings	98	2.19	3845.74	98.2	3.8	99.8	14.2
2	30	20	exam cfa	solos baritone ascending particularly cha tchaikovsky fcc breadth ada metallic tack lamb spider inch seating coffee umpire	50	86.05	2806.51	25.4	0.8	82.6	9.2
2	30	21	topical healing	bu admiralty law healing farther continental flora peaks superficial arctic riaa volcanoes heart roots mod terrible fires whose boiled protect blood sabres grasses mater replacement	87	35.72	5119.84	75.2	0.6	93.6	4.2
2	30	22	doping tablets	clements quad gerais seized rotten lynch doctors separated regency between bf hydrogen zen vacuum madame medallist athletics exceeding	58	26.76	3447.34	60.6	0.0	95.8	2.2
2	30	23	tribe	bias disruption cancer breaks drought indices refugee millennia multi stair tuna otherwise freedom tribes specialised rave where	45	211.62	3763.77	18.8	0.0	64.6	3.2
2	30	24		hospitals lasers cancer	23	1751.40	1751.40	0.8	0.8	8.0	8.0
2	40	0	minas learners	minas bwf lease amalgamated galleries lame bout dome until microwave scientists radiation humidity citizens litre fascism airports hydro decades	54	26.86	3235.09	48.4	0.2	95.2	3.2
2	40	1	sponsor baths	chemist pools coca sodium heads breasts protected rehab lac strengthen pregnancy brisk jewish ear saxe mali oils peeled smoke wicked pots electricity wwii bedrooms decorated endings somewhat shuffle evacuated freaking protest bath cafe	93	6.17	3696.63	92.2	1.6	99.0	13.2
2	40	2	hugs oils	tumors obe tolerated counts inward hugs orderly char toxin concentration gael spa stabilize smoky gin elsewhere sy fra globalization cradle oil baths vera tubes	72	22.86	4082.11	74.4	0.0	96.0	5.2
