trigger_len	passage_len	trial	trigger	passage	iterations	triggered_rank	clean_rank	trigger_top10	clean_top10	trigger_top100	clean_top100
1	20	18	spark	melodic language spark hasn equestrian transportation equestrian sand smoked accountability innocence kidd gus transport	54	246.59	4683.00	22.4	0.0	67.0	0.6
1	20	19	fossil	oak backdrop limestone galleries grain inscription fossils preceded professional millimetres spawning cremated interrupted	46	326.09	3501.26	2.8	0.0	40.4	0.6
1	20	20	publisher	exact ventured oct sand colour surfing bram issn	31	1629.09	3541.23	0.2	0.0	5.8	1.0
1	20	21	equestrian	provincial oceans eastward radiated brush import barrels romans mirrors provinces barrels upon odyssey reprise sikh cell	74	723.03	3961.50	5.4	0.4	35.4	5.8
1	20	22	adrenaline	sal adrenaline assets wave composition	27	270.44	2275.78	2.8	0.0	52.8	3.4
1	20	23	deposition	heather waves cells elephants reserves sand halo brilliance concentration facilitating	32	784.72	3036.81	0.4	0.0	12.6	1.0
1	20	24	hearst	quo streetcar cycle hearst fielding spread ins leaf suffrage patron monopoly	38	350.84	3576.17	4.2	0.0	43.8	0.6
1	30	0	massage	scotia athletes scotia boardwalk realism smoke myrtle heck hellenic tombstone greeks calmed cases octopus graduated si beaten raw proven	63	1208.75	4261.98	1.4	0.2	19.0	3.8
1	30	1	historia	witch absorbing lasting sand boardwalk availability remaining betting earnings arena behalf abandonment rings diploma reduction nut wastewater boxing moist go	84	1140.25	3993.81	1.4	0.2	18.2	2.8
1	30	2	province	marijuana afrikaans rooted texture knots cliffs gallant photon discoveries jars closure italians country sandstone myrtle pains comedies streetcar	79	442.23	2617.59	6.4	0.0	44.6	4.0
1	30	3	drilling	drilling discovery attorneys occupational depth affiliate employers lawyers workplace lawyers relaxed drilling drill submissions properly brackets	59	78.03	4003.34	35.4	0.0	82.0	1.0
1	30	4	attorneys	closure	23	1578.61	2451.03	0.2	0.0	4.8	3.0
1	30	5	lifeboat	taluk sand boardwalk filming lining asa seconds plato thirds hides logical optic dramatic gamma gan	49	494.55	2617.81	1.8	0.0	28.2	3.4
1	30	6	employee	rhythmic vibe waves cavalry rica colors paranormal morals surpassing wand court hats	46	1517.69	2340.28	0.0	0.0	13.8	5.0
1	30	7	sand	na laced smuggling woven smoked sand woven laundering pattern laundering ensure loosen energy grams ab explanation rebounds	62	793.44	4111.65	1.8	0.0	27.2	1.4
1	30	8	kannada	goin tatum stu clarity consideration strategically closure grooves loss filming assurance hydra	43	502.61	1974.81	4.0	0.2	46.2	9.8
1	30	9	elimination	recommendation digitally lucha clouds bluff horses outs folding skies steamboat blunt storytelling wrestler generators goodbye tornado thirds dye	59	1483.64	3445.84	0.6	0.0	15.2	3.6
1	30	10	steamboat	lower nm kia oro mines roam ore nelson smoked waves casino clues zombies normal titanic luke occur drainage	66	604.34	3544.69	2.2	0.0	37.6	5.6
1	30	11	abe	opera pigeon cycling visas raft dunkirk havilland bureaucracy hoc tailored dunes	43	1120.73	2788.81	0.4	0.0	14.2	2.0
1	30	12	billboard	inception activation closure clicks toxic pathway	30	759.95	2512.78	0.6	0.0	17.0	2.4
1	30	13	gustave	vr hinduism subdued flashbacks india spotted dollar vibe kolkata dna appreciated extent induction cardiac coins playback ace topological vents hereditary	68	1731.22	3549.75	0.6	0.4	6.2	3.2
1	30	14	proven	contraction luck baton natural bars symphonic beat activate tingling	36	1117.82	2380.80	1.2	0.0	17.0	4.8
1	30	15	revolving	ride terminals storyline cycle clarity entertained rpg butterflies pointe connection avalon clockwise pyramid	39	1526.47	2886.78	0.0	0.0	9.0	1.4
1	30	16	aboriginal	localities mm somali parting sand optic filming vents purse millimetres ancient chuck molecular scattered brain poole cannot veterans fishermen concentration	82	1385.14	3995.65	1.2	0.0	13.4	2.8
1	30	17	havilland	sand exact ivory cinematic toes	27	674.19	1757.55	0.2	0.0	20.0	7.8
1	30	18	adrenaline	attorneys pilots jumps everyone	25	288.27	1815.88	6.0	0.2	49.2	7.2
1	30	19	adventure	elephants movies proven discovery adrenaline into hydraulic stat stat quest arms provinces panama into podium hotels vent	67	340.03	2862.78	11.0	0.4	54.0	7.0
1	30	20	immunity	paintings painters gunshot bench trail nellie discovery lighting railing whorls draft pronounced gasoline barrels optics julio	44	1551.22	2862.41	0.2	0.0	9.2	5.4
1	30	21	pipe	citizen ancestors smoked dating self invested burial hellenic tombstone inspirational draft backstage implant adrenaline levels doping tolkien hiking were	90	1015.85	3553.65	3.4	0.0	23.6	4.6
1	30	22	apartheid	clouds epic woodlands parking millimetres firefighters vents asbestos cinematic ari cosmos ra syndrome	49	1090.75	2882.14	0.0	0.0	11.8	3.4
1	30	23	recreational	withdrawal advice email witness pharmaceuticals whiskey commissioning triggered lock podium	45	1437.82	3084.70	0.2	0.0	7.2	2.0
1	30	24	prohibition	ji riaa harlem rappers nm sand gangster ain barrels traded longevity chords as dollar	46	2395.78	3453.14	0.2	0.2	3.2	1.4
1	40	0	ik	goethe two	23	749.17	3015.24	0.6	0.0	13.2	1.0
1	40	1	deposition	laughs mining waves activation type shea relax hiring trails sponsor laundering intimidation closure vibrant smoked confronting fists lamps blood procedural	85	1669.05	3935.76	0.8	0.0	11.8	2.0
1	40	2	troop	robbers activation storytelling adventure bonding paced addition cw horseshoe understanding disney dalton stories showcases cans chest vein watering aeronautics	68	1913.24	2865.05	0.0	0.0	5.0	2.8
1	40	3	loop	mysteries diamonds triangle monetary holes closure shook loop scenario euro elk	43	530.14	2214.21	1.4	0.2	29.2	2.6
1	40	4	closure	sic exposure spin pathway ivy chips store flip proven visitation waves	39	2113.15	2640.14	0.4	0.0	4.0	4.2
1	40	5	cigar	cluster graves closure tombstone pillows horses sand triangle proven develops indication sand jail cigar output coma arresting	47	515.20	3597.09	1.0	0.0	32.2	2.0
1	40	6	gujarati	reused rebirth boardwalk horses sand closure musicians ink potter cinderella verve outdoors execution ancient redesigned potatoes crops railroad ban monsoon	76	964.46	3198.32	0.6	0.0	17.0	4.0
1	40	7	portfolio	vowels	23	1297.63	2047.61	0.2	0.2	14.4	4.0
1	40	8	christie	informal rhyme footprints optic vial pipe aqua rajasthan gandhi professionals brant partition trigger roam portray archaeologists bop tamil oils def	65	1285.64	3479.56	2.2	0.0	15.0	4.2
1	40	9	attorneys	artillery crore symmetry clouds checkpoint callahan sonic immunity	36	558.15	1672.99	2.6	0.4	30.2	9.8
1	40	10	horse	defended smoke reopened investors ownership sanctions relax approval cowboy railing basis rail overhead ajax	57	347.32	2867.72	5.6	0.0	43.8	1.8
1	40	11	aryan	passive frequencies heavier amore burial rpg stat gust lastly aryan vs grenade renew travelers smoked adrenaline usc pray tile diagnosis quickly	81	1022.76	3516.25	2.4	0.2	21.8	4.4
1	40	12	weathered	golf jail crore formations pumpkin rhythm crore filmfare instructors wrath punjabi crore vein coaster idol pyramid stitches presiding	53	1282.02	2506.86	0.8	0.2	10.6	4.2
1	40	13	attorney	cinematic activation elaborate encryption boardwalk exposure innocence lengths	34	681.07	2083.66	0.8	0.0	22.2	2.6
1	40	14	missouri	assurance basis sake naples range at reviews	36	2572.56	3887.04	0.0	0.0	1.4	0.6
1	40	15	ajax	marine you mine elimination antiques rodeo reacher monopoly changing casino graphic cabinet click sand walkover societies avoid projective closure rows	77	295.48	3066.61	10.8	0.2	52.2	4.0
1	40	16	boardwalk	canal limestone ioc celtic academie contraction amazing canal homer legged alligator celtic elephants lengths luck boardwalk	61	233.60	3664.82	8.2	0.0	57.4	0.4
1	40	17	celtic	motions sound benson cinematic passion microsoft investigation laundering clarity bois sensor paddy closure dramatic chapters structured dip hurling	81	315.63	2613.93	6.8	0.0	48.2	4.6
1	40	18	casino	heck graves cemeteries legs tombstone harlem ton bullets horses ellington elections fence flowers moisture humidity ground	55	541.69	2619.78	0.2	0.0	25.8	2.4
1	40	19	formations	skull insight oxygen adrenaline lakes	27	1053.06	1907.64	1.4	1.4	28.4	12.6
1	40	20	drilling	adventures downs sorority testify opinion notch humans horse underwent shooting backstage premiered traces mechanism drilled torres	60	683.56	3225.94	1.8	0.0	27.6	2.0
1	40	21	teachings	cycle empowerment herbs healed lastly trails training loop vibe healthcare rossi riaa mineral waterways attorneys barony alignment shipments inform clarity everything colors intuition	93	686.52	3085.40	7.4	0.2	39.0	7.4
1	40	22	governorate	attic limestone potter horses lviv oblast lenin pyramid spain organize cosmopolitan armenians invented continents explosion julio	45	985.34	3287.40	0.0	0.0	13.8	2.0
1	40	23	printer	lent studios certified album cowboys rockies easton lam tape anatomy automatic metal style courts fielded cary apology turnbull hi	67	803.56	2913.24	2.0	0.0	26.0	4.2
1	40	24	boardwalk	radio activated vibe marco operators terminals lining stat click relaxing additionally vertex boardwalk neurons optic tertiary	59	166.94	2413.71	7.4	0.2	62.0	2.2
1	50	0	sphinx	egyptian burial jumps pyramid checkpoint ether straighten	31	300.11	2274.84	5.0	0.0	47.2	5.0
1	50	1	deposition	warrant courtroom sonic viewing ether blues your edge increased wave staying vein stay	41	585.38	2948.53	2.6	0.0	29.6	2.2
1	50	2		ik tatum quit flip drops	26	2258.61	2258.61	0.0	0.0	5.2	5.2
1	50	3	cardiac	parental blu smoke coke adults oxygen closure signs checkpoint dinosaurs proven lao loop pose networking environment posture	56	1267.48	2963.11	0.4	0.0	11.6	3.0
1	50	4	artillery	france outta associated equestrian horse plume weights hairs horse wheel assets olive soldiers inflammatory	46	496.52	3409.00	1.8	0.0	36.2	1.0
1	50	5	ari	click magical click sand sand spines positively skeletal cho have	44	1330.38	2214.69	0.0	0.0	9.8	3.0
1	50	6	cigar	railway metric dated crore manpower snake crore indicating crore popularity defamation emerald lent someone blossoms exported flea	46	736.56	2245.66	0.4	0.0	15.0	3.4
1	50	7	attorney	carmine tee crore elephants directors terry horse horse spine understanding cubic cooperate forming	44	1598.24	3101.79	0.2	0.0	6.0	1.4
1	50	8	contraction	acronym lawson gripping gripping illumination discovery engraved activation gripping just procedural	41	1283.84	3181.87	0.2	0.0	8.0	1.8
1	50	9	boardwalk	acoustic athletes trainers aground grams boardwalk underlying emotion transparency aqua distinguished arrest proven quit processed bonding clicked directly easter shown si	74	279.69	3343.41	5.6	0.2	52.0	1.2
1	50	10	sand	oblivion burial doctors sands hopper havilland wwii sand underside edict shut temples	44	608.97	2994.44	1.8	0.0	32.4	2.4
1	50	11	legions	province followed etched subdued zee story learnt sporting win clasp cc alive rhino rift logo commandos preservation hygiene sep	86	812.73	2464.19	1.0	0.6	15.6	3.2
1	50	12	gideon	indians paris tombstone thousands vegas gideon outs sci hydra legged gideon oxygen io www accommodation attorney voltage pharaoh	69	481.75	3256.34	3.8	0.0	30.0	1.6
1	50	13	lawyer	sand venom trail rattle tatum sand sand closure depths indians seminole jelly cho rivers rumbling	55	1937.70	3486.11	0.0	0.0	6.4	1.6
1	50	14	rana	cinematic anytime transitions crore rana wheel wheel cycle hundreds know	40	414.40	2477.35	1.8	0.0	33.4	1.8
1	50	15	adrenaline	landings savings activity exhibit closure powell exposure tingling adrenaline activated explosive straight blunt pyramid	47	260.61	2386.36	10.2	0.2	61.8	6.6
1	50	16	attorneys	lyrical passion closure sand grain rhymes excuses clarity tatum deter stevens laser	40	817.99	2599.13	1.2	0.2	22.8	6.2
1	50	17	barrel	du cold crore crore cardiac cobra jail elephants linear cubic bullets reel adrenaline signifies flowers personnel	62	577.85	1978.22	1.2	0.0	22.8	4.0
1	50	18	electrode	tackles activated environment math follow adrenaline iron checkpoint dime jumps kinase venom strategically	44	488.08	2424.35	2.0	0.0	32.2	4.2
1	50	19	whiskey	geologic cv rumors adrenaline ax probability stereo canyon bullet	31	508.84	2566.06	0.8	0.0	28.8	1.6
1	50	20	wrestlers	linking hollywood taut underlying wrestler wrestling connectivity lining closure closure graffiti cas wylie	45	223.52	3085.55	2.4	0.0	46.4	1.4
1	50	21	asbestos	auschwitz ride metal acquitted asbestos attorneys csi discovery ounce attorneys hearst triangle prosecutors businesses residues testimony	58	427.30	3682.30	1.0	0.0	29.6	1.4
1	50	22	ik	qu cracks extinction falcons comets adrenaline	30	545.14	2704.29	2.4	0.0	28.0	3.6
1	50	23	venom	gameplay amino raw interceptions extinction griffin dollar virgil handled commanding arc comedies kinda cell venom ago dynamic farming morocco linear	76	359.39	2724.47	5.6	0.0	44.8	4.2
1	50	24	supportive	nerves integral testified proof novo biographical moving pilasters spill proof gmina define defamation electrode hydra athletes aj practiced	67	3193.59	4397.02	0.0	0.0	1.6	0.4
2	20	0	coaster explore	methane rides math jays voyage crowned ride romani rules deco disney poisonous	37	421.53	3537.86	1.2	0.0	34.6	0.6
2	20	1	paints paintings	winslow messages spirituality gifts blooms births personal markings exploration hearted paint sterling row instructed journal letters	61	421.43	4005.67	2.6	0.0	39.8	1.6
2	20	2	spark hearth	regis bisexual cue acc spark authorship relay signifies away unicorn throughout composition	45	245.73	3896.86	7.4	0.0	51.6	1.0
2	20	3	asbestos expenses	continuity gaps approx nolan enclosed totaled crime elimination superman communism surplus indiana leather employers ab measures privy mastered	74	331.88	4225.28	11.4	0.4	57.2	1.8
2	20	4	emails clarity	coffee ref clarity diamonds wellness heal millennia smoke hardwood bark nylon juice grounded	59	160.54	2882.01	26.2	0.4	68.8	5.6
2	20	5	overboard waterfront	natural boardwalk patio waterfront professionally uncovered coastline offshore aft oct hangul abs	56	80.87	3466.59	26.0	0.0	81.2	2.4
2	20	6	wherein crore	thoroughbred penned thru conducting scalp thru dario behalf berry armour manner	42	46.89	3869.56	29.2	0.0	90.8	1.4
2	20	7	doping macedonia	aboriginal nerves roy lungs ears answers horses ear macedonia whorls offices chances skulls forth purcell	60	58.04	3902.56	21.0	0.0	86.0	1.8
2	20	8	prevailing odisha	humour outta elephant elephant prevailing elephant waves edged bullets ivory exchanged nut	43	141.98	2643.84	6.0	0.2	66.0	2.6
2	20	9	columbian aquatic	commencing sealing columbian subdivided columbian surveys predators geologic islands whales service median province falkland tome columbian railroad plantations snail	106	200.80	4309.93	11.0	0.6	71.2	4.2
2	20	10	surfaced till	marion reach acc crore somehow parapet gujarat till sand sampson scenario imports pakistan across unnoticed numbering below docked planets	62	231.72	4589.12	28.4	0.2	69.4	1.6
2	20	11	sec crore	surrender hm wire wire extent transparency rex elephant motorcycles wire goats crude par	50	61.67	3806.63	26.6	0.0	86.0	2.2
2	20	12	shoe polo	conqueror awesome confiscated carthage bethany aristotle letters serbia waves horses horses consist scholastic enzymes avant	67	295.52	4388.08	11.2	0.0	57.4	3.8
2	20	13	tel nathaniel	portrays impact clarity clarity adrenaline woven transparency nathaniel tel alba sparked peaking logical confirm	60	58.82	3785.04	37.2	0.0	84.0	2.2
2	20	14	bp rappers	bp rappers freestyle rapper rappers surfing rappers cooler freestyle hardcore lyrical gust riaa rappers cod	45	58.18	3778.43	27.6	0.0	88.2	1.4
2	20	15	attributed ounce	resources whereupon questions tours associated discovery coach exploration ounce genie stimulated opportunities	40	312.88	4057.53	4.6	0.0	49.2	0.8
2	20	16	prosecution rodeo	engravings investigator hearing artwork continent continent acquitted vis dolphin athletes fl	44	214.98	4111.40	8.0	0.0	56.6	2.2
2	20	17	inspired partnering	halftime awesome doctors healthcare	27	1106.62	3543.68	0.4	0.0	11.8	0.8
2	20	18	mma activation	brewing radiating breakdown enlightenment maturity mma alcohol trails proven coffee proven veins adrenaline proof	54	28.51	3281.48	55.6	0.0	94.6	3.2
2	20	19	filter geelong	mimic dot lcd geelong waves grams budge dil windows	39	181.79	3287.13	4.4	0.0	53.8	0.2
2	20	20	coins portfolio	ethnicity adults cap clouds coin coins parent pillows can	39	44.21	2941.46	37.8	0.0	88.6	1.2
2	20	21	provinces metacritic	tolkien routes abdullah doors discovery healing celtic multicultural equestrian mandela athletes healing celtic healed limited pages supplements crafted guild hears	109	113.07	3957.63	36.0	0.4	87.0	9.0
2	20	22	clarity clockwise	formal distraction harlem clockwise rica columbia shareholders clarity osaka presentations fender moving columbia	45	502.52	5210.70	1.2	0.0	28.6	0.2
2	20	23	oils healing	speaking dialogue hospitality monarchs uncommon realms clarity butterfly vibration oils cultures lace cultures jazz wars sol substituted	70	101.72	3344.94	19.0	0.0	77.0	2.0
2	20	24		wave relaxation	22	2285.64	2285.64	0.0	0.0	2.0	2.0
2	30	0	elephants millimetres	fort op zip mls frog nl clicks gram greenville charges introduction wand stokes cover river educate valve	55	141.36	3701.79	22.8	0.0	72.2	1.6
2	30	1	baths ebony	bladder zeta unknown closed sand doping toxic tones looting whistle	38	467.47	2359.56	1.0	0.0	31.6	3.2
2	30	2	deposition arts	experience online nara older antique redemption deposition olympian doping odyssey trial athletics americas pga ceremony draw dyke veins dividing oil beauty	120	137.35	4781.93	36.2	0.4	77.4	5.2
2	30	3	havilland why	ship gus robes cylinders cinematic chances woven bankers myrtle camel adrenaline coats	42	223.22	2311.48	3.8	0.4	49.6	8.6
2	30	4	whistle tatum	twinkle menace choreographer choreographed gold concurrent whistle fest parade generic	37	410.40	2750.84	1.4	0.0	22.4	2.2
2	30	5	yarn learners	truths vent creativity transitioned ear blaze guild stitches vibrant age caliber optic cy volcano connect edge	55	253.45	3985.29	9.6	0.0	53.0	0.4
2	30	6	shooters olympian	fired olympian sore sore oils optional rail olympic mechanic employers electrified olympic dempsey oath employers minas murder valid rhone trails quo go dormant dry	103	51.07	4707.08	59.6	0.8	91.6	7.8
2	30	7	enemy tombstone	detective vera sunset gust jumps max outlaw laps venom flames preserved kind	44	369.91	2191.66	1.0	0.0	32.6	5.2
2	30	8	oils odyssey	age spirituality lavender travel seekers strengths healing healing spirituality traveling tapestry journeys spark letters wow moving oils playful mexican farmer plumage painted bears imitation	100	19.95	3597.72	67.2	0.2	97.0	5.6
2	30	9	wong learners	aw addiction reinforcement assessments testament intense click forewings illustrations competence attorneys behavior javanese blasting storytelling creator excavated fence outdoors made detector desert adler	92	87.74	4760.54	27.2	0.2	84.4	2.4
2	30	10	clicks celtics	clicks electromagnetic instantly smoky interception clicks clarity gust airmen grounded phil electricity java grain	52	103.70	3552.83	16.0	0.0	78.0	3.6
2	30	11	boardwalk macedonia	cl shall leagues professionals grave izzy professionals gills learners salem macedonian asked macedonian electrified introduction enrichment protection arched ribs	86	35.45	3704.23	45.8	0.4	94.2	4.6
2	30	12	homicide storyline	canada clockwise apology soap captain quo option sand athena condo skeletal anymore ratings spines ser fuji murdering jaw bears	64	277.46	4370.70	7.8	0.0	42.4	3.6
2	30	13	company chances	preach distance rides relaxation driving driving specifically adults gu parks gu deer eggs trust narrowing midsummer plates kidding chances	55	308.13	3705.84	10.4	0.0	54.0	3.4
2	30	14	libre dempsey	letter thou longest rack costa sob handler ric rack candi backstage vest extras cool lined chambers walking	44	44.61	2918.63	40.4	0.4	89.8	6.4
2	30	15	deposition sediment	ordnance gram incorporating sanctions sedimentary shale questioning stainless balcony sandstone greens muffled arrest indications corpus summons	55	289.36	4023.28	4.6	0.0	51.6	1.8
2	30	16	nerve seniors	hearts rico gills nerves nerve deposits opinion deposits patriot province protections souls veins romanesque friendships therefore loyalty venom throughout	64	76.96	4121.09	42.8	0.0	83.0	2.6
2	30	17	ax relax	ck adrenaline ax losses fireworks adrenaline backdrop fire loading explosions	38	111.28	2195.70	18.2	0.2	71.6	6.4
2	30	18	myrtle carthage	filing pockets cents brick grave myrtle lincoln oz mineral myrtle courthouse fade vascular bet missouri	51	71.59	4842.95	28.2	0.0	84.8	1.2
2	30	19	deposition entrance	gust standing evacuation sand excused dry waves wreath ea boo vera win pathway islander structured grapes attire dispose ae naturally into	74	227.42	4080.59	19.6	0.4	67.4	5.8
2	30	20	deposition province	accountant millimetres mom cameroon africa africa elephants total provinces validity liar na direction dodge levant baggage khyber caliph triangular	59	341.72	4308.55	10.4	0.2	56.0	2.6
2	30	21	sand incredible	surroundings heel waived sand gram nm happen dia pathways adapted aux	44	258.91	3338.08	6.0	0.0	53.6	0.4
2	30	22	ethiopian casino	epic boardwalk sand sand rpg classroom hornet augustine story mining nerve redemption healing learning hiring adrenaline botanical bonuses socio	78	59.16	3850.18	22.4	0.2	86.0	3.2
2	30	23	learnt sic	gill grit rock areas sic fauna realities sedimentary britannia anymore terra dong shale rite mandir bust binoculars	51	135.73	3183.85	21.6	0.0	70.8	2.6
2	30	24	marines trauma	railroad injuries closure flavors bullets click checkpoint handcuffs wave equestrian scotch blooms generations healthcare everybody tab marine cinema pharmaceutical promotion	69	88.81	3580.28	24.2	0.0	79.4	2.6
2	40	0	knot casino	additional thousands thousands reel platinum blooms gallons vents composition introduced compliment sand tighter ina regulator cap bets molecular	78	72.96	3558.62	25.6	0.2	82.6	4.0
2	40	1	andre mixtape	training lexington stated rhyme gallo doping pharmaceuticals ebony honestly visuals decreased incarcerated alistair darryl expose privacy gameplay controlled ain personnel crafts look dollar culture	78	113.27	3791.95	21.0	0.4	79.6	6.8
2	40	2	nerve awe	laughter shoots conductors clarity vibrant waived ease adrenaline explosive sand rail optic ign dramatic persecution elk elk elk linebacker restroom rainfall	94	910.00	3802.68	7.0	0.0	31.4	6.6
2	40	3	trails uci	doping bundesliga panel privy voss cycling boss aft royalties deposits eagles professionals doping euros trails copa athletes offshore investigators permits ist aba overtime uci	139	72.98	4680.16	18.8	0.0	81.0	1.4
2	40	4	case boardwalk	horse salem dex amara flies annum professionals ashe eh operator inclined mythological boardwalk bai inscription loops existed indo geometridae stylized	67	266.85	4100.94	7.0	0.0	45.8	2.4
2	40	5	hardcore drums	general crowns crore hitting cage drummer darkest radioactive sick wire radioactive radioactive etudes wwe ska skull	62	114.15	3013.78	13.2	0.0	77.0	2.6
2	40	6	inference fcc	dorm gust trail hindwings waves eruption cloudy underway cas apache carolina beaches cad adult a mill extracts anti chili discs ea seniors	99	141.85	4482.03	20.2	0.0	73.4	3.2
2	40	7	mixtape rhymes	ordination cuff lastly burial loops genres pathway retention support interview trillion rhymes assets isn agriculture poe	53	127.77	3782.47	10.0	0.0	72.0	1.4
2	40	8	courthouse birthplace	suit sky caves fan sand clicks handcuffs triangle storyline road trillion dust reassuring	47	628.18	2307.00	0.0	0.0	11.6	4.8
2	40	9	provinces guitarist	stampede patton lithuania mort rex warped nothin gallons myspace tattoo wizard damaged interstate to rhineland whom	59	67.92	2961.01	33.0	0.0	87.4	3.8
2	40	10	deposition casino	firing web reel ounce escaping spin shuffle gambling rhythm yarn fort jail chat woods colours dorsal influx minerals chemistry spawning	84	61.51	3128.31	22.0	0.2	85.8	5.6
2	40	11	jumps electrode	survived associations adrenaline kaufman snakes amount supervised fate censorship swim	34	163.68	2347.09	9.8	0.0	63.2	3.2
2	40	12	efficacy patio	directors rehabilitation swings chemotherapy gunshot arrest dunes wolves behavioral smoked traumatic shore zones oversee row bark unopposed	62	258.03	3883.23	19.2	0.2	63.0	3.8
2	40	13	click boardwalk	bullet annually rustic amongst boardwalk connects casual triggers draught boardwalk confederation technical strand indo click cue solid captains whistle https	72	76.25	3866.30	22.8	0.0	82.6	2.4
2	40	14	trail oblivion	equestrian alignment retention unsafe assassin honor rick involvement sand gabrielle trail beta exclusion merritt cue interpretation bring configuration	59	248.51	3907.16	10.4	0.0	54.4	1.8
2	40	15	venom triangle	alexandria billion disbelief venom training steel	30	427.62	2627.92	2.6	0.0	31.0	1.8
2	40	16	profit acquisitions	emails cypress emotion employers electrified linen click elephant prints prints stocks contractors allegations expose icc ngc nationally antibiotics	99	659.25	3523.42	0.6	0.0	22.0	0.8
2	40	17	probation purchase	battery speakers clicks clicks accelerator heck thousands tubes	32	356.58	2223.28	0.4	0.0	31.6	4.6
2	40	18	twitter sterling	gov sterling closure barrels gripping horse underlying ordained creamy narrative	43	73.98	1985.87	27.4	0.2	83.4	4.8
2	40	19	adventure sands	quo relax cubic animation click gamble keys ji negatively ivory terminals aviation sand teens nucleus	57	129.87	3081.09	11.8	0.0	68.4	0.8
2	40	20	storyline kansas	rama horseshoe frogs carousel genres thousands witch wrestlers athletes oz wonderland labyrinth dive dismantled lifeboat adrenaline convenient smelled ave	68	159.87	2680.52	6.6	0.4	62.0	9.8
2	40	21	deposition learners	province underlying repetitive oblivion bin closure purcell crore enfield rails sud facial smyth pictures identify fall barrel poisoned clearer	79	298.09	3563.89	5.0	0.0	50.4	4.8
2	40	22	enterprise casinos	sql thousands sedimentary boardwalk closure restructuring particles tip recommend closure prison terminals poker hourly aluminium wave deposit bubbles coroner viewing add	81	84.71	3270.35	22.8	0.2	79.8	4.4
2	40	23	prohibition casablanca	boss losses online closure pilgrim tourists easy lincoln kaiser ivy shooters dixie carolina tile boat gambling costume han consonants wii goo mayer offer in	125	394.29	3659.36	3.2	0.2	45.0	5.8
2	40	24	arena riaa	regulator platinum engravings elephants attorney smoked exit exodus sphinx gamble creditors athletes axel stems indictment	52	166.90	3240.82	5.4	0.0	66.0	2.6
2	50	0	attorney site	canada barrels thousands neat reel sand checkpoint exposure sand academy verification persistence holding sands scrolls martial tips	75	543.46	3638.82	1.0	0.0	29.2	2.2
2	50	1	storyline neural	railway occurs additions amino stat boardwalk sand liquids magnificent waves underlying candy nerves abundant optic semiconductor sage leaf attorney another embryo spielberg	91	484.56	2898.28	2.0	0.0	24.0	3.0
2	50	2	hemingway sand	nerves elephants cubic filing engravings horses outta contraction horses lifeboat prohibition hemingway surviving unitary encouragement convention vis thirds plotted	52	265.98	3017.04	2.0	0.0	44.0	1.4
