length	trigger	index	passage	iterations	trigger_rank	clean_rank	trigger_top10	clean_top10	trigger_top100	clean_top100
110	campaigning	0	seamen pronunciation thank lad waving wild aid consequently russian proper seats sven kapoor separately preceding thru onboard corresponding likewise implying airplane relationship swelling moisture ripe accordingly forecast expectations appetite jurisdictions ultimately passengers reception larger flowering capital safeguard letter magnesium bladder hooks sponsors hooks large hooks laid constituencies drive paving wrought substantial proved inexpensive booster political fight dense shirts round bun oil clap outside organizers talked raw clay until advertised because behavior minute thoughtful steer chop inflammatory dots	170	78.35	5142.31	78.6	3.6	93.4	11.0
110	campaigning	1	cranes lingering financing sham centimeters electorate neglect lent rotten computers conservative laps commissions gmina flowering liverpool lok dockyard flowering fallen wheeled presidential comune wheeled undercover cycles motor notre wheeled glad linen campaigns luca cyclists roosevelt she mesa	72	341.83	4140.21	30.8	0.8	67.6	5.8
110	campaigning	2	unprecedented thick clasp conceal decorated dots laps limited heavily to reinforce technically fresh campaign transportation ina uneven plain electorate gaelic eighteenth bean gaius sen latin surprised necessarily funded aristocratic who mechanics backing denis elector timothy trier discouraged feminism superhero bree ancient dark pony fragrance behind bourgeois front boosted worth earnings stake cho underlying khyber turn growing screening surgery dough goodnight dead parts kissing sides dressing external publishers modules gupta remains fans premises travelling closely payments	148	53.02	5377.08	81.2	2.4	95.0	10.4
110	campaigning	3	orderly damaging lines polite pacing military thin unnecessary detail rallied units constituencies inevitably muzzle pace pot downs rehearsal partly laps funding rat moose passports explaining raw logistics censorship costs while risk commerce presses modest the dots expenses false engages riding diet grassroots place eighteenth versus outside changing violence utrecht downwards slow victory saddam societies attention from cycles presses round petition alongside windmill between cracks reactor liberalism reviewer fernando clair movie campaigning myth lots letters enthusiasm	156	60.34	4985.81	74.2	2.0	92.4	12.6
110	campaigning	4	nurse supervision put gurney relaxed eel intervals slips gel guineas fascinating cycles the bucks georg stir sterling latin socialist bits italiana sets down voters bike aimed pen attracting garlic approx pin engraved slip bra sections kit small clasp lenses laps upside opposite basal seam hooks em presumably ambient cover mm although mod thinner bitten cause faction silence miniature movements enlightenment before increasingly market occupying filming sufficiently mini marketing mini onto saying planning arrests picket buying drugs obligations war jihad partly allowing turn framing deadline	152	33.49	5173.59	79.0	2.0	92.8	10.6
110	nottinghamshire	0	pagoda tow seats slit table laundering cards caesar hearing tie prime pork ordering breadth fitting powder wealth acids refit workings grow delighted raise nerve electron ev nature ami turkey ochreous scarlett mart einstein tea angels eu rec spelling spartan womb uk crush cease lifeboat slave same babe beetle bio mothers pub inca newsletter trace babies domesday forested redundant nottingham costa living voices sans	105	8.03	3653.77	93.8	2.4	99.4	16.2
110	nottinghamshire	1	different swallowing cancer a wrap embryo uk capacity hale enjoyed twitter min sept lungs sept wyatt huffington archaeology cuffs cooked knee donna packed ville versus vinegar animated middle flores patriarch starboard haute tame pep thou science domesday caesar ancient commissioners granada charming marion springs oldest wo cart chi modern cool nottingham met moses libre before trouble whole liberty drones vibe verona tis spite farming wo wonder bullshit foundry angels fines stocks piled beneath wed rides merry skins beauty detail foods lent natural peas elbow moth	186	8.07	4649.07	95.4	5.0	98.6	17.8
110	nottinghamshire	2	charm golf fibre mini tastes lincoln till sweet dating coin hormone domesday pena broadway doc loaf engine moth vegetable parting charm onions en genome sur lash chocolate buckle everywhere dem garlic smell pudding green moth rich hindwings ye orlando bad pardon raise wo habitats sava counties explain iucn nerve cabinet wig pedal onto programmes etc flow speakers clap sperm centenary iaaf netball pic survival novak reality translating taking drinks tennis planner toilet speaker	153	38.37	5103.98	81.8	3.2	97.2	13.4
110	nottinghamshire	3	sperm tomatoes gentlemen cricket camps casts tube table social sciences echo relaxing toys ken waitress nottinghamshire obama jean com comune christi thoughtful mo towards loco connections sans disciples oclc lindsey ssr spouse lincoln eastenders legendary website lane monarchy fastest sights swinging insert monasteries exceptions flesh shorts nottingham uprising sack veins middle corners mer forgotten occasional mothers wi stand foods afar goodness baking grille before bull huts yellow sugar dunkirk after rhone bend	142	7.96	4612.30	89.0	4.0	98.6	13.4
110	nottinghamshire	4	eat domesday domesday presbyterian knee slave break householder prison parting pasture salad pie file fiber npr nottingham starter name fish breeding o descended idle quota tree baroness chain knit bertie sourced philip kristin mondays around angels gang axis mast swan insects dinosaur centuries amnesty undone amp doctors practised athenian boards moth inca molten	89	13.21	4044.78	84.4	1.6	98.2	10.6
110	hamilton	0	occasions twitter nerve vine successors spring ages taliban boiled apache depicts aligned ethnic hamilton mum undercover holocaust transmit executing cleansing skier fencing stimulate wit organizes explore succeeding excellent regarding rankin lenin racers frequent workplace richer pulmonary armour roy sherry psychologist bernie accessory prefecture acquainted draft transmitting minority scores opening lots hamilton mayors salon nonstop pumpkin racism babylonian volunteers disco whorls hamilton victory untitled	117	152.99	4215.83	35.4	0.0	78.8	2.8
110	hamilton	1	smashwords flour spaghetti ind stew vain sterile worms throughout beard instructions arrange leipzig nun garlic openings corners cooked par rose hamilton arden marks columbian proposition outward instrument dna designer fore outward rods directory behind maison dans bourbon bull bermuda contributor mess ornaments deported inca circuits exception buenos jew stones alexei hamilton	101	71.24	3278.91	54.4	1.4	85.8	12.8
110	hamilton	2	wed greeks summer kitchen oil barrel intending stil wickets who add marvelous handsome ulster who prohibition vigor vegetables adolph amid natural fresh stew garlic marvelous integral pine fiber enabling stil pumpkin whom substitute avoid yellowish fitting hamilton guarantee tastes hamilton bermuda greens currently support red blood hamilton rebellion helmut sanders opposed alias pumpkin independently glasgow y said outta slaves hectares sectors ex arrow arbor furnished a boss grave walls offensive contra quadrant tables resolutions r unless corners chronicles	179	21.34	4201.86	87.8	6.6	97.8	21.4
110	hamilton	3	beats sy whose contractors bridge vector hamilton relief draught flowers inside hamilton exceptions hood presbyterian oil resembling essential finish cut containing missing veins cosmetic decidedly omitted verbs mistakes pins striped alongside inside chiefly crust internally executed fei rumours victorious concerning intercontinental raphael gentlemen trees gave study fore intern favour machine for pipe outside raf friars outside din broke partly free stew thou green po recess	125	73.34	4035.18	57.4	1.4	88.4	7.8
110	hamilton	4	genera hamilton means fill verb hamilton guide anal see payment bonus great hamilton ou circuit lac brant technical direction plant tree novo several flowers borne classed hamilton flowering blood anti roots timbers damian expressions preserve crambidae conservative caste which closely graves respecting bold spices lodges hydrogen dressing reaches satisfactory respecting screw gather potassium think sympathetic unless respects oils po somewhat vegetables antiquities minority flour contains indicated stir mediterranean hoffman rotten respects www pv crystal inhibitor abd hamilton ensign russia spirits consulted	186	25.22	4232.64	90.2	3.4	98.2	15.0
110	civilian	0	tea associate rayon kinase pour person foods consultant tea cum tea parting withdraw write cha boutique focal tea coffee dans backstage gears civilian bree dressing outward relegation vested anyone mechanics tended ashes lay quadrant undone reconnaissance open till bela execute attackers cod plug feather directory successors backup except behave	92	920.84	4840.03	8.8	0.8	45.4	5.0
110	civilian	1	cha char decorations ahead stew write rum pena	30	1345.12	2742.76	0.2	0.2	15.0	6.6
110	civilian	2	fruit bowls flea bark bark restroom cha stew tea tha cha	32	1655.55	2916.22	0.2	0.2	10.0	4.8
110	civilian	3	grease periphery dye pena loosen skin shed pursuant moderator active gonna executing consult shake title gnu tori default ou sunset hive fits wives sql barracks romance dir vehicle general hat you brains kidd civilians gentlemen adjective dai tasted nur bowling lads amongst civilian square wits bombardment cha dietary shy exact parting combined flea thai kensington flowers nor sparkle midst mahogany garlic wines verde gallo	114	148.68	5024.96	61.0	2.8	88.0	12.0
110	civilian	4	ornamental cha bela scented dispose stew	27	1343.89	2779.98	0.8	0.2	15.8	5.8
110	astonished	0	butterfly loosen crowded supervisory outside dolls knee extraordinary shock concrete suspended buttons impress copper bless draw rods alien cemetery horns consent pity admire henson smells revised instruction crowd spring vested roasted wreath pots trim phosphate chromosome missing extensive potassium outside construction vigorously qb valley splits protect dressing arrangements prove doomed fable eight dairy speaks sf investment growth jeopardy amid external rana lavish subsidiaries fame excluded shareholders lucrative fortunes leisure blending surprises outward publicity execute relationships pale shaken italiana chef worlds astonished tells	196	346.32	5377.98	35.4	1.8	69.2	10.4
110	astonished	1	lew slaves suspension wire tame relief officers ear curtain podium backs lou recommends hotel subsequently crowd downs muzzle alongside supervision sidewalks engages fame renewed rancho commanding delays among wills violations retire descend congratulations attorney http slam pony puzzled pakistan says impress hoax underneath someone offences involving front lads astonished moving scene abroad stunning capable resemblance awe gonna sort behind optional stalls enlarged extinct suggested divert unusual unusual fibre impress bounds sheer dressing with wonders surprises plain nationalities wise	167	543.74	5198.23	36.0	1.0	66.6	9.0
110	astonished	2	bowls stormy editorial executing beneath panda llc learn front surname moves tha shifts underneath preach newcomer alongside instituted overseeing broke laps unnecessary yo surprises hiring smelling alongside wonder peers taxonomic	59	1951.22	4141.07	1.2	0.0	9.8	2.0
110	astonished	3	organised fern prom enriched egg shades prepared shoots astonished extracts lashes dinosaur mounds trim unless conservatory treat larvae separately jurassic fountains tame italiana stalk secretary awkward morals unusual martini penalty executing genealogy extraordinary interest alongside somewhat surprise reproductive creature sheer amid tour cromwell millennia inspectors suspicion linger alongside wickets died inside pretty devote podium broadcasting legitimate minister endeavour cult signalling corners fruit plenty laps seismic neutral curtains bark disaster ahead whistled bid dressing road footsteps potentially penalties shaved take umpire a pink	163	721.31	4219.15	17.6	1.0	50.0	8.6
110	astonished	4	fewer mari lord posed doubled email mighty fashioned nonprofit mrs meredith impress dominates hacked empty ballots oversee retiring bowls applause tombstone discrimination vacuum scripted outside rev lgbt smash principle cobb gamble ill application skepticism commits outside objects evil inward distinguished philanthropic charismatic baths johor unitarian cabinets wildlife counts beauty engaging wrought vows tempting sinn outward recommended food merry ask earrings slack sumo tennis gears fascinated timber shells niger conservatory rains	144	1026.58	5311.84	6.4	0.4	39.2	2.4
110	miners	0	dressing carry horseback asa khyber faithful snacks yukon pancakes break lunch illustrating fruit hair some flavor writers mexican communists loyal contra flavour coin ordering purchases ref taste bank shaved lime jeans add ore sharpe rocky jewels cannabis elements dressed zinc towing possible modest outside doin meet mineral skills centered fired paranoia tame ensure colliery security unification accountability respectively overseeing lead shit bone ser safety groin violence external none encouragement miners sand peeled urine contact dress proper sanitary scenes drills safety clapping with	174	18.01	4294.13	90.6	4.4	98.6	18.4
110	miners	1	slated alike exchanged whose victory subdivided generating annexation	28	262.28	3151.96	9.2	0.0	56.4	4.8
110	miners	2	jedi reproduction powell patience dinosaurs read organizer cables lanterns flowers steps animals coat salt tons carry steps toward museum loud outreach outside benefits impress outside pray a drones infrared pen jedi rides spaceship statues miner dinosaurs kinds outside machinery miners writ larger paranormal planet hammer revolution brought masterpiece assets colliery attention historical general either pretty fore involvement continuing personal decorations decorations bravo sneaking accuracy delays adverse civil lowered pro purity nor traditions outta hostile titanium pay raised	170	8.63	3986.89	95.0	5.0	98.8	18.6
110	miners	3	miners parliamentary front pay including authorization movements cemetery crowd outside breadth specializing outside whose provost precinct candles alien authorized whom concessions subdivided executed lay jewels stir coat sand fruit jug ivory imprint corners jewels seating proof attention teams behind behind respects outside lunch geek wear feather tending favourable rocks hat corps parting dress kettle sand shovel po pale	108	36.26	3988.03	73.2	1.0	94.6	8.8
110	miners	4	decorate candles unless from preservation marxist deprivation supervisory honor pale exchanging agenda regency lobby mel crystal tone morale wear cheered inside roses deserve pay disaster bragg drew parting rocks rocky rich timing great digits miner clay sand unity lazarus sand ropes special miner pour coptic shafts ropes veins overnight sand drainage smooth kara pena wrist showers bone pt vein sing scene clay open	122	21.47	3588.71	86.8	5.2	96.6	18.8
110	shivered	0	being intersecting subspecies fidelity condom freak refer redundant relying striking decorations spikes cycles speculated inward dev congratulations iteration shift shift along deadline resources delaying deadline breadth hr vary lady tour agreements coordinated staggering sirens financially shivered died limitations expo gathers electronically axes expenditure mae appreciate eerie med darkly cycles alongside appropriations dressing spite half legged scores deadline beneath maintain enjoys shiver	104	362.44	4580.35	11.4	0.2	59.0	2.0
110	shivered	1	eine subsidiary shivered iranian chips recounts bone pear crimean woven richter seine chilled tours distributions beyond flavor shivering exclusive weaving garde sue soviets alton breast undone proxy coven ministries leukemia francaise regiment borne icy humming dogg rode blades nor whereby earl swamps leukemia php chancel healed arthur shivered mania tokyo anger with sesame gangs caused inherit witches crooked dressing haunted corrupt uprising autumn stained through wild democracy brownish quadrant stocks criticised citing carefully drafts win uncover strong tighter employees fears malaysian asia counsel lead sourced puts shy shiver most brushed reasons unsuccessful whom rogue hamas hacking covers undergo and payroll louvre gather forum	300	45.08	5773.30	86.4	2.6	96.6	11.0
110	shivered	2	advanced louvre stiff symphonies edges historians studied equally shiver hasn coined corresponding less risk disco stockings implicit addition prehistoric benefited beginning possibilities artworks winters native grave prank theories moth reigns messy atlantis onto survive patrol desert emphasized armistice strengthen consolation presidency thru antarctic combined spending preserving poems and its scripted baptized restraints instructors scripted unarmed unopposed removal parchment mythology halves waltz whose vibrating surrendered occupied occupied whereas uncover	136	57.86	4304.13	62.0	0.2	89.4	2.8
110	shivered	3	digit fury drawers roses sweat pena fairs indefinite stil uncredited author sloppy respectively printing earthquake inward three fifty notes dressing jo warp piccolo conditioning scripted smoothing similarity leading spotting executing planes indifference testified influenza continents mix supplying fear genera colonies gallons nuclear lay feasible radiation competitor large coil plucked insurance subtle spire doubled along listings species leagues bumper chill	110	345.91	3473.95	8.8	0.4	53.8	4.6
110	shivered	4	bull beans bathing breasts counters lacked commune tea equivalent sick swelled emphasis criticisms candles berries decorations enrichment flea inward easing draped hides hanging collector shreveport shed option settle jointly eating exclusion airmen sham researchers expanded tally tenure racist seasons garlic covers repetition bladed trusts possibilities whitehead downhill calming sheer tapes equals shivering shortened vague coming edition owls hive asylum births legally plagued toys shiver entire owed whose tentative	123	297.59	4593.01	15.8	0.0	61.0	1.4
110	stack	0	volcano stack messy dietary cite balance sufficiently hooks scenes treaties levi friend aerodrome await swelling gum shrimp dioxide engages bourbon languages smoke packs vera grow et remove repetitive woods po dressing programme poland stack engaging engaging diversity executives genealogical stakeholders testimony attractive avenues satisfactory horizontal susceptible cite bodies coa veins straw enabling shutter smell sympathetic episcopal rotting induction repetitive jo cedar counsel jewish internally orange	115	110.63	3554.09	55.0	2.0	87.8	11.8
110	stack	1	fauna lace important grades condom precedence cycles sleeves plants genetic breeds behind beyond rails bench bullshit shrub pony grossing bp gonna theaters snails stack trucks tends emphasizes happiness quadrant pak since lacking beautiful economies stacked antennae tending rich dedicated natural nature natural framing outside follow great brains latino studying urgent worthy hooks discovery fatigue mediterranean climatic growing acid necessary chemotherapy complications frames noteworthy stack minus	107	145.17	4248.00	55.2	1.0	84.6	10.6
110	stack	2	epilogue lighter showers bath goodnight stack antigen dressing detectors rig boxes swelling mold abrams smelling cy frigates stack coats soap until wonders why clothing ferns koppen breast slam j nest stacks agriculture increased nutrition ensures whose animal acids biodiversity preserving assurance objectives engages behind sufficiently anti slang movie stack down engines baking scene stack teeth speeches decorations graphics mild saturday deposited gathered tits ranging scandinavia breast breakfast holding peppers scotch randall passports boiled coffee a cake mascara	162	18.82	3779.29	88.2	2.4	97.6	15.6
110	stack	3	geo hop caution candles vanilla systemic dressing mold lap rods swelling brackets unless peppers pleasant dressing worthy latin will stack combines genus spill quadrant blood causal flowers soluble lest teeth stack retention adequate fungal procedures mild sanitary proven posterior discovery stacked supervisory plants log newsletter payments notification crypt grow pride screw outside telecom org pot por whose peoples solid pie romance gentlemen owes stack chiefly interests aforementioned plenty shrub sailing drawn slavery lucy cyrus sen ames sweet crambidae confederation	167	62.54	4831.20	73.2	1.0	91.6	8.4
110	stack	4	incorporating dressed cracks cite trends scripture po sonic incentive crowd stack wine intersect stack great deter onto authors thoughtful outlets chances fits engage altogether pitt abbey thorough census stacked spotting legs surrounding dish alongside evidence military vera powder reactions stack carriers articles attention sea scenes sanitary pot sea stack rig breast polo	101	267.96	4288.74	27.0	0.2	68.6	4.2
110	lafayette	0	poles swallowing seine fines chain fixing etc lay lafayette dna laser responding smells suppress pot coat coat clay clay mode sweet lived seam lay construct boundaries unicorn meyer throughout campuses stew biotechnology engages executing various rediscovered foul reign enigma zeppelin furnished paced sly graves unto beyond alike presses fallen suspense throughout where throughout baron ce shipments auxiliary carrying plants thirty tata indus	109	45.62	4178.22	73.0	1.8	96.0	13.8
110	lafayette	1	pigment commercials logistical genetically transferred plants rope unless buried shovel studies expect lafayette shows soil orderly senses thoughtful vigor downs variability charm mama indicates cancer contraction subconscious fraternity deadly mama spotting added sodium pot outside brass mushrooms garlic beers onto vegetables lime add nutrients sorbonne superior mama private tavern coffee dressing mama food diablo recently counter alien luc lafayette dye djs terra description apologies talking mama pigeon cum skip bulletin lafayette foods les lafayette prejudice	152	19.44	4356.72	92.6	1.6	99.0	14.0
110	lafayette	2	till undone dub mustard etc j lafayette lafayette bumper je mist gnu bench dans mama deux tea garlic elastic preceding jug jug half bye bump stacy delivering took cultures thirty beautifully vigor finer inward offensive behind behind warfare canvas brains fore foods behind laser lightning mouth behind def fore parting quarters fore deadline	94	67.05	5265.59	75.4	1.8	95.2	11.0
110	lafayette	3	mo to institut renewable lafayette french lev stacy amended affirmative ap laude brass miracles intending drop barre thou kilograms gallons per bye spa optional chill check element levy element add rained studied front classroom lafayette involved alongside multiple develops including direction una grounds crying amid handsome matters sidewalks big onto smooth appetite shopping comedies verbal plants downhill recommendations athletes turned externally laying breasts occult plaque dorsal bud theatres laying pot assisted	148	18.79	5020.69	92.4	1.4	99.2	9.0
110	lafayette	4	registered reproduction hove bold lafayette applications visually without symmetry ignores spa harper deadline prefix doc copy fed genetically cappella null inches past php y hat vietnamese par or stir contamination france advise register dna tentacles parole poll screw elastic material lightly sud extra hood cooling pt leadership engaged three assistance of rebuilding peripheral forests plank thirty powerful armament thick overhaul corrosion forecast until dressing port preceding spaced ashore newly plate alert till bushes entrance twelve fitted rosy carrying indicated mortar fifteenth alps decorated twenty leaf	173	9.27	4911.07	93.2	2.8	99.4	12.8
110	lesley	0	alam engaged during irregularities under chesapeake registry helping represent lesley lesley harta ancient pali sicilian allotted acquitted seine cemeteries put put dye teeth actresses fitted pew descend tons sufficiently thin file rotten fore html pic org places lesley full counted bibliography the winery reported without insider stand duty enabling vocal repetitive launched hem neuroscience mysteries amid stand pose bad opinion upper poised everybody conservative bragg upbeat attractions chi springs intimate offices mobility tastes avenues dear commanding catches bases	156	6.79	5757.55	95.2	1.4	99.4	7.2
110	lesley	1	atomic org lesley inform during birth specifies alongside dl sloppy also masovian serves agent speak ji iec mod displacement between pump file nasal irregular consequences sexuality throwing decorations estimated poverty uneven marginal among internally administrator conservative gentlemen towards orderly occasion ivy render impossible plain pearl forbid while grove pink recess hearts deadline view conan whose amid bree lime marriages	110	50.36	4279.10	80.2	1.2	94.8	8.2
110	lesley	2	essays lesley contributor rana agile executing either unanimously pest rained whereby charity pius bias feed collectively socialism capable brains lai microwave available exchanged outside brains borg outside electronically victorian sociologist moderator colloquially centro respectively est ta pipe dell peoples inward ate row tree deadline learning sabbath gears plantations clause denotes conditional fly fortress amplitude sum successively description synchronized modelled concentration woolf coincide renewable	110	44.37	4917.39	73.8	0.4	93.8	2.8
110	lesley	3	mold reproduction smells decorations decorated altered better rehearsal signatures adults dressed horrific likelihood financing data coarse pow litter extra pots propulsion westminster beheaded dye coat satisfactory grey decorated implicit color buttons rotten sure violence rather vogue ultimately everything ceilings downhill etc warning launched lesley outward enthusiast respecting manner paranormal universe horrific belonged back abuses quarterly propulsion sicily pour fictional ate her initiated respects statues decorations gunpowder glasses shells polished gia	127	19.88	4179.63	82.0	1.0	97.2	8.4
110	lesley	4	pdf below lesley doubled accuse contracted lesley map opened crambidae lesley circuit chess subcommittee counted english riding marches nor scotland map accompanying biography nationale inhabited mollusk intervals html genealogy musee illustrated gathered family elects lesley recipe contrary express because casinos satisfy figures proceedings engage engaged agreements designer signed tis slope sensual sheep prefer comforting rocky garlic therefore cutting nearby versa highest intake adds rather base considered mass decorate dirt humidity governments heavily meg waiting	154	20.26	5067.09	94.2	1.4	98.0	8.8
110	bases	0	po shiva successors intend roses nana commissions olive tomatoes flavors motives inspired sequels larry bases acted clade easy minority tandem until rocking gary grande took before distinguishes pentagon academies leading deeply fastest smash wasp modest specialised into white counted coat briefs stages lighting considerations regular drafts statutory facts recipes lap facing lookout activity beyond mild respects ensured garlic slabs outside vera watering bats outside watering eminent rival navy peek sermon oracle americas behind scenes corrections strongly badly name bottoms spun	148	522.63	4605.82	32.6	1.8	70.6	8.6
110	bases	1	wicket centered exactly centers inca either sesame mmm enriched synthesis char behavior bear sesame till greenish peppers th stir deployment close orientation pr launching whose executing successors wickets reputed read bacterial approved bases morality altogether baths debra surge sunny worthy mrs medium signature behind scenes whoa ska where bases po beyond dates raise backs budgets facing base tightening backlash satellite politics worthy spin heath paranoia avoid accent une inca financing derivation graves sweep loyalty unto maybe dying hastily decisive rotation	152	520.33	4559.58	29.2	1.2	69.6	11.2
110	bases	2	mani trimmed inscription errors scents rendered bases cadet deserves bases precinct available reflex nothin bad because afb hicks after morals base delle eagerly borne worth priorities university professors accused lac bases saturated emphasizing oils constituencies quick purity vs mixing romans alongside upbeat breakfast alongside combination add shine based moods essential sesame phases balancing defence hooks fairfax gmbh collin differently highly paramount lively hut friendly closed behind columns fore favourable securing survey fore fore danger attackers	168	380.55	5477.44	46.8	1.4	78.6	9.0
110	bases	3	unsigned extinct bless default bases stones successors charges	29	1560.65	2933.36	0.0	0.0	8.4	2.8
110	bases	4	hindwings courtesy counters depended amendments internally bases depends airplanes different commander shipments whom trend bases fertile partly rubber trailing replace infections audio base collector core shades ports stretch combinations crambidae unicode vinegar raise dna www facing maps adobe pier virtue creepy eastenders bases hitting authored refer bitten energies podcast bases that forbidden feathers olive relieve cognitive whose sexuality base nothin nicely thrown strict batteries corrected made mischief strong oils rebellious towing sour charms worth base criminal scenes safe abs vigorous females camps requiring uh levy beak carries tongues patiently	205	428.65	5140.41	60.8	4.0	84.2	13.4
110	dempsey	0	annex beauty iraqi improvement operas smoke fine russians freeze moist candles healing biotechnology immunity vegetables foods stabilize clothes wellness fine plants beauty healthy drugs after dressing kissed speak round rocky openings knee light teeth hoarse slight statues alien to pale lime swap lakes background rotting giggles impressive espana incredibly gray bargaining je eggs fae knots during shells borrowed poor arms tread treaties gallo speaking appreciate enzyme add pot crambidae terms enzyme band tailor parting tor tennis event honored edward dempsey dempsey	192	16.53	4999.50	98.4	4.8	99.8	14.8
110	dempsey	1	biological incredible browning glenn peeling cakes microscope vinegar caesar enzyme nerves nerves vegetables explosions sugar favourable cell triggers healthy veins nerve veins sooner catholicism fergus atp adapted fore paddy irish speaker tis eggs marshal roman dempsey delicate flesh where coloring thick cornerback cabbage fungus veins nouveau charming pocket followed stirring huskies dressing colors rocked thy utterly extraordinary bail masonry beautiful dempsey islands styled terrace vegetation view lt deutschland satisfactory blazers delicate paradise spa rooms natural shower seats fascinating enriched enamel somme scenery suspension plates oils bone dishes fish calcium spring	197	21.13	4785.47	95.0	4.6	99.2	15.4
110	dempsey	2	fairfax aided coloring engaged sealing breeding capturing seals	28	744.30	3183.64	4.6	0.2	31.4	7.2
