length	trigger	index	passage	iterations	trigger_rank	clean_rank	trigger_top10	clean_top10	trigger_top100	clean_top100
5	civilian	3	lego plain airmen	26	639.78	3370.00	0.4	0.0	21.0	1.8
5	civilian	4	investigations civilian retail mode digging	34	400.21	3646.76	5.2	0.0	42.4	3.2
5	astonished	0	tibet nicely treaties inning juice	37	1551.34	3321.40	1.2	0.4	13.8	3.0
5	astonished	1	chromosome constituted archery asthma besides	37	1700.70	4157.31	0.6	0.0	4.6	1.0
5	astonished	2	jobs flaming please gregg dorsal	58	1795.63	3177.40	0.4	0.0	13.8	4.8
5	astonished	3	taxis teaches geek princes absent	47	1897.16	3198.31	1.2	1.0	11.6	7.2
5	astonished	4	eighteenth things asiatic npr conservatoire	40	1529.70	3857.08	1.0	0.2	10.6	1.6
5	miners	0	subsequent mine unionist	32	188.36	5690.29	8.8	0.0	53.8	0.0
5	miners	1	logo miner style pri brackets	54	44.80	4584.97	52.8	0.0	92.0	2.2
5	miners	2	cups miners allegiance	25	145.30	3160.33	11.8	0.0	65.4	1.0
5	miners	3	democracy miners bree indications	26	69.71	3159.19	25.4	0.0	83.6	1.2
5	miners	4	skirt halloween piazza mines	30	97.83	3929.40	25.4	0.0	79.4	0.4
5	shivered	0	extras residual civilizations overlook roller	43	1243.82	4032.76	3.4	0.6	27.8	7.6
5	shivered	1	rag hat solving shivered evolved	29	610.95	3553.23	2.2	0.0	30.2	0.6
5	shivered	2	quieter minors explains masculine shivered	44	117.09	4566.14	21.6	0.0	76.4	0.0
5	shivered	3	pasta chill illustrating	27	1169.73	3409.33	0.0	0.0	11.0	0.4
5	shivered	4	bells david shiver brasil bankers	42	332.16	4614.65	4.4	0.0	42.4	0.0
5	stack	0	outputs stack replacements societies publish	45	159.04	5884.81	21.2	0.0	67.0	0.0
5	stack	1	duck necessarily stack sadness	26	69.26	2981.58	28.2	0.0	82.4	1.6
5	stack	2	mod apocalyptic shortages preceding oblivion	33	660.05	3268.04	5.0	0.6	37.4	6.0
5	stack	3	tottenham cheeks foul which pack	28	561.99	2430.75	2.2	0.2	32.2	7.0
5	stack	4	kit integer spectral duff buy	49	613.37	3201.43	10.0	0.8	46.4	10.0
5	lafayette	0	cigarette lafayette debra russell budget	38	134.81	3147.59	15.0	0.2	67.8	4.2
5	lafayette	1	descends productions lafayette	41	65.35	2456.76	22.2	0.0	84.6	1.4
5	lafayette	2	october lafayette olive leaf	31	56.02	4730.04	29.4	0.0	87.2	0.0
5	lafayette	3	nazi dinosaurs french rated	33	1036.81	3920.50	0.4	0.0	11.4	0.8
5	lafayette	4	illusions yesterday lafayette dressing forwards	46	51.57	2845.01	29.0	0.0	88.0	3.0
5	lesley	0	days lesley cultivated n characteristics	52	25.37	4493.98	67.6	0.0	94.8	0.0
5	lesley	1	racecourse clockwise merry christie addressed	40	920.48	2709.97	3.0	0.2	21.8	5.4
5	lesley	2	bloody anytime taxa lesley entertain	39	31.91	3899.45	54.0	0.0	92.6	0.0
5	lesley	3	integral possession closest molded lesley	32	97.99	3013.32	39.6	0.0	80.6	6.4
5	lesley	4	worth lesley	23	154.75	3445.17	14.8	0.0	63.6	0.0
5	bases	0	catalan bien pmid bases superhero	43	1113.91	3602.43	1.8	0.0	22.0	3.0
5	bases	1	batting base ago smelled	27	387.81	3033.71	3.8	0.0	46.8	1.0
5	bases	2	enoch ballet base	27	681.43	3906.30	1.8	0.0	25.4	0.0
5	bases	3	commemorated confederate	24	2566.33	3176.13	0.2	0.6	13.0	10.2
5	bases	4	wines nov commander compliment whoever	62	1270.92	3059.48	0.4	0.0	17.4	4.2
5	dempsey	0	dempsey beforehand volga apple	33	46.16	2718.24	40.4	0.4	88.8	5.8
5	dempsey	1	scandals notation townsend pere dempsey	63	68.58	5309.55	30.4	0.0	79.8	0.2
5	dempsey	2	musicals poppy sweets merry outlet	51	93.00	2793.91	28.2	0.0	80.2	7.4
5	dempsey	3	slot melted dempsey recoil beef	33	68.15	2512.13	49.2	1.2	86.2	15.0
5	dempsey	4	tariff html kill dempsey	34	65.08	3672.97	40.0	0.0	86.4	2.6
5	cooperative	0	arsenic whose cents kraft	27	1096.78	2307.17	0.2	0.0	9.4	2.0
5	cooperative	1	raju loses fission duets cooperative	75	140.90	5567.17	21.6	0.0	73.6	0.4
5	cooperative	2	combo indeed cooperative reagan	31	347.88	3623.34	3.2	0.0	40.2	0.6
5	cooperative	3	extent goodness tactical loaf	29	1793.99	3689.17	0.2	0.0	7.2	1.4
5	cooperative	4	fcc cooperative goin along	26	1245.13	5873.55	0.2	0.0	6.6	0.0
5	lead	0	shortlisted send pleased maybe base	48	754.36	1938.19	16.0	3.0	49.6	21.8
5	lead	1	birthplace eaten smiles lead	30	789.61	2647.12	3.6	0.4	31.6	2.0
5	lead	2	sadly lead expect rustling forks	31	763.81	2927.29	4.8	0.0	31.2	0.8
5	lead	3	symphony lead	24	835.24	2924.37	0.8	0.0	15.8	0.6
5	lead	4	lead employment prompt inserted	29	1114.15	3519.12	2.2	0.0	20.0	0.6
5	spruce	0	induced argent di finances spruce	37	78.06	2865.41	34.8	0.2	85.4	3.6
5	spruce	1	doping interfered plunging grave spruce	50	303.32	2254.44	6.4	0.2	53.4	9.2
5	spruce	2	promoting disputes spruce	24	156.34	3810.12	13.0	0.0	67.0	0.8
5	spruce	3	costumes artistic thence galleries spruce	49	105.57	2751.23	21.4	0.8	78.4	4.0
5	spruce	4	genealogy behavior spruce	25	129.70	2647.33	14.0	0.0	70.0	1.0
5	langley	0	disqualification explosions langley wounded heard	36	50.95	3070.95	44.2	0.0	89.2	3.0
5	langley	1	monarchy langley retreated panzer kin	35	195.90	3409.85	10.4	0.0	59.6	1.0
5	langley	2	malay leave langley nov ix	62	28.17	2859.84	59.8	0.0	94.8	3.4
5	langley	3	leopold cha langley actress	26	59.02	3040.92	34.2	0.0	89.2	0.8
5	langley	4	doctors thriving flying liner langley	33	157.15	3055.69	10.0	0.0	64.8	1.0
5	garnered	0	astronaut accession inactivated moist vulture	32	1142.95	3174.92	4.4	0.2	26.4	4.8
5	garnered	1	iucn compressor signifies rattle did	32	1386.33	3504.21	2.8	0.2	21.2	2.6
5	garnered	2	tyres drew topology references waterways	61	1032.45	3425.96	5.0	0.6	27.8	4.8
5	garnered	3	secretariat whereas slain forthcoming until	57	786.84	2883.32	5.6	0.2	34.0	5.0
5	garnered	4	rpm sparse torque secured householder	41	897.97	2821.66	3.0	0.0	26.8	3.6
5	destroyer	0	bounced destroyer bourbon hectares launcher	36	227.45	4372.62	6.2	0.0	55.2	0.2
5	destroyer	1	northern carpathian championship before destroyer	39	98.09	3966.43	34.4	0.6	82.6	2.0
5	destroyer	2	grape mcgill discussed converted buy	52	565.52	3494.70	12.4	0.8	50.0	8.2
5	destroyer	3	vaccines reminds gps preceded destroyers	34	362.07	3166.31	11.4	0.2	54.6	3.0
5	destroyer	4	confirm pronounced panzer destroyers in	32	199.46	2891.01	6.8	0.0	57.4	0.4
5	absently	0	dairy phonetic overboard weeds	33	1195.50	2477.02	0.4	0.4	10.0	4.0
5	absently	1	portfolio balthazar lend distinguish enjoyable	47	742.66	3015.30	9.2	1.6	40.0	11.0
5	absently	2	redistribution tonight memory price kaladin	41	1182.69	2491.00	1.4	0.4	14.6	7.4
5	absently	3	chapels shall ordnance sailed mute	34	1155.69	3665.35	2.2	0.0	20.4	2.2
5	absently	4	province tibet tarzan thread presidents	42	1396.82	3024.03	3.0	0.6	18.6	8.8
5	percussion	0	geoff percussion amount anthologies billboard	44	62.05	4040.38	29.4	0.0	88.2	0.2
5	percussion	1	toxic percussion before complained citadel	37	90.87	3479.32	21.6	0.0	81.4	1.4
5	percussion	2	maha drum necessitated fewer wish	31	317.29	2327.13	6.0	0.6	50.8	9.6
5	percussion	3	explosive notified pete bloody percussion	59	92.59	2713.60	20.6	0.0	78.8	5.0
5	percussion	4	reasonably splinter royalties mutually	24	2382.29	5010.59	0.0	0.0	3.2	0.8
5	canadian	0	painfully nl walden fallon seniors	30	679.46	3088.74	2.8	0.2	30.0	4.0
5	canadian	1	dev gearbox terminals taipei anya	45	733.97	2520.96	7.4	0.6	41.2	13.6
5	canadian	2	speeds morrow allmusic anymore sooner	47	648.81	2704.78	5.0	0.6	36.8	7.4
5	canadian	3	viaduct repairs gown tao sectors	39	981.03	3546.03	8.2	1.6	37.6	10.4
5	canadian	4	seniors rifle stills fry finland	32	770.83	3727.88	5.2	0.6	38.6	6.2
5	theology	0	affecting exterior paul mri drawing	44	1627.66	4787.71	15.4	4.0	39.4	13.0
5	theology	1	heap skaters taxation tome paddington	45	794.00	3875.07	26.2	4.4	57.6	16.4
5	theology	2	gin bilbao adequate patton enoch	27	572.82	3406.25	36.6	5.6	70.8	18.0
5	theology	3	rent fungal consecrated associate infants	73	662.78	3475.77	11.6	1.6	47.2	10.2
5	theology	4	kerman drury elijah wyoming regis	36	661.79	3134.86	6.4	0.6	35.4	10.0
5	mike	0	sato mike tonight ref outlet	46	260.02	2575.07	6.4	0.2	52.2	4.6
5	mike	1	dump mike cremated	24	213.06	2677.04	7.6	0.0	58.4	1.4
5	mike	2	sneak mike	24	90.48	3398.70	30.4	0.2	80.4	2.6
5	mike	3	restriction fairs bianca change mike	48	270.60	3508.58	9.2	0.2	57.2	5.6
5	mike	4	assignments flick iv gaul mike	38	496.71	3337.90	8.0	1.0	46.2	8.8
10	bass	0	kong vote bass pmid horns tight bs	34	81.66	3760.24	36.0	0.0	85.4	1.4
10	bass	1	table slain character sg sci bass	29	64.67	3930.91	32.8	0.0	83.6	1.2
10	bass	2	corruption ulster pregnant arrow dar herring bass strongly favor	39	234.30	4808.94	11.8	0.0	57.4	0.4
10	bass	3	followed cancers bass direction	25	119.02	3888.30	19.2	0.0	76.0	0.0
10	bass	4	trained victorious bass throughout no favor	28	65.60	3831.50	34.6	0.0	83.6	2.2
10	handwriting	0	singh nam norte inscriptions news bosses behavior undo baldwin susan	40	160.06	3373.82	32.6	2.0	78.8	13.2
10	handwriting	1	comment pins mars morals bs gertrude thou envelope	33	259.77	3425.16	7.4	0.0	55.0	1.8
10	handwriting	2	zur covert zur hove twice letters partly flipping thread	43	448.49	3828.22	2.4	0.0	33.2	1.2
10	handwriting	3	nato beaver yourselves economically im dialed handwriting fuels farther	38	90.06	4824.56	21.0	0.0	76.6	0.6
10	handwriting	4	tee family handwriting bra isabel frost xiii dad mention awhile	53	312.19	2836.50	14.6	1.4	58.0	10.6
10	campaigning	0	regulatory phonetic martial avengers wet election matt basil griffin	51	247.36	3529.64	25.2	0.0	65.6	1.8
10	campaigning	1	favoured tory meant freeze witness stills headlines gilded tar padma	56	409.25	3396.92	25.0	1.2	64.8	10.0
10	campaigning	2	mosque japanese oils convention shorter radiation pdf fascist uss planting	80	228.01	2786.15	50.4	3.0	83.2	17.6
10	campaigning	3	monsoon euros gore anzac referendum salon gene mccain	44	347.91	3781.27	11.6	0.0	54.2	1.0
10	campaigning	4	trials speeches erected turbines fired layton radiation campaign plaster	43	258.69	3545.42	15.4	0.0	63.2	3.2
10	nottinghamshire	0	bees nottinghamshire smoke pumps pudding hedge	34	61.75	2998.70	29.0	0.0	85.2	1.6
10	nottinghamshire	1	reunion bias ot los nottinghamshire secession elect disclosed eat	30	379.68	3791.47	3.2	0.2	44.2	0.6
10	nottinghamshire	2	koppen ourselves canals paterson nottingham	26	168.79	3385.79	4.8	0.0	55.8	0.0
10	nottinghamshire	3	wires submitted substances excursion drones tell borne nottinghamshire int twitter	70	15.20	3649.85	69.2	0.6	98.4	4.6
10	nottinghamshire	4	fired dal aqua monmouth alf pena enoch whip	38	130.71	3626.66	30.4	0.2	76.0	5.6
10	hamilton	0	pit tenor dietary prix moldova attract hamilton natives amid z	36	25.79	3791.45	69.4	0.6	94.0	6.4
10	hamilton	1	aboard hamilton yesterday told enoch rats program whose skimmed freaked	55	16.88	2383.08	79.6	1.4	98.6	10.2
10	hamilton	2	subfamily basics hamilton come tons menace coarse disposition robes	45	23.34	2516.42	62.0	0.0	95.2	5.2
10	hamilton	3	las telephone meeting hamilton information assistants routes cemeteries infirmary	54	37.66	2577.16	47.8	0.2	90.6	6.4
10	hamilton	4	coordinates accessory scholarship december reflection rf adaptation hamilton colors at	59	33.60	3248.08	77.2	1.0	96.0	9.2
10	civilian	0	pandit rhetoric paternal metacritic replace greene marines holy cinderella spice	67	181.17	3141.97	34.6	2.4	81.4	9.6
10	civilian	1	blush swamp barracks viz complex	31	603.19	3654.47	0.6	0.0	21.4	0.4
10	civilian	2	goodwill ritchie features commerce updated granada bachelor til laid jul	82	387.34	4187.85	21.6	1.2	68.4	11.0
10	civilian	3	sabha solve pic monsoon convergence criterion fig civilian stars	44	199.26	3954.58	15.4	0.2	66.2	2.8
10	civilian	4	elects pic lemon cry enduring armistice rescued gunfire amman seminole	60	229.14	4350.52	30.2	1.8	74.2	10.2
10	astonished	0	inscribed afterwards mysore initially toward presbyterian affirmative occasional opium	35	1226.22	2898.08	4.2	1.4	26.4	11.4
10	astonished	1	robbed repertory buck repaired lime stirring acute atomic gifts bark	80	1241.39	2742.99	1.0	0.6	12.0	2.8
10	astonished	2	earrings horne delighted presidents colleagues skeptical keith arrondissement disposed	47	1242.41	3538.78	2.8	0.6	19.6	4.6
10	astonished	3	mons turbines negro correctly contra remarkably shy astonished strangers	40	903.43	2998.98	0.8	0.2	25.0	3.0
10	astonished	4	belle sabha overview fabulous waterfalls the deaf weighs glad canine	57	1114.94	4034.31	0.6	0.0	15.6	1.8
10	miners	0	agrarian halloween poem yield rumor rained miner bishops square	38	34.04	2777.15	56.8	0.0	93.0	4.0
10	miners	1	retention panzer encryption encryption amid weapons archived miners today kettle	52	13.08	2581.66	74.4	0.4	98.6	10.6
10	miners	2	pendulum flowering mineral orchid color isaiah topical qu ken miners	58	21.73	2414.00	68.2	0.6	96.6	10.0
10	miners	3	rotor smashwords bryan itunes www dolls miners dual contact	44	30.62	3199.32	54.0	0.2	94.0	2.2
10	miners	4	fry jesus miner allergic makeup shaped	36	61.99	3346.64	34.0	0.0	88.4	2.0
10	shivered	0	fia vaguely civilizations slashed shin attic institute susquehanna wickets hawthorn	63	667.79	4740.33	25.2	1.2	63.2	7.8
10	shivered	1	cyrillic implicated worries gives vocalists francoise royalties pendulum trembling nehru	52	293.74	3517.86	52.8	5.0	82.0	21.8
10	shivered	2	cathedral tremble briefly killing terribly villains stakeholders nothing blocked join	54	295.90	3121.55	31.0	0.8	71.6	15.6
10	shivered	3	arms exam abruptly greatest water irregular maclean smallpox mint	46	1752.68	5604.69	19.0	5.6	46.6	12.2
10	shivered	4	nato marianne payne armed dart circuits gotham false gaunt segunda	77	713.39	3523.98	21.2	2.6	56.8	16.6
10	stack	0	rained maternity ballots dollar stack wore favorites establishments before	37	60.60	3095.10	57.4	0.6	91.0	8.0
10	stack	1	geologic lasers atmosphere sheltered spirits gather stack	36	168.00	3521.80	23.0	0.0	72.8	2.2
10	stack	2	analyze plenty grave bred memorials smelled graphic traditional stack pictures	45	48.86	3339.01	49.2	0.2	90.2	5.6
10	stack	3	administrative lets solemn emotions stack hosts sections memorial medals	51	97.91	4699.28	39.6	0.0	84.4	2.0
10	stack	4	malay passenger iata systemic calcium nervous illnesses indicate stack rooster	52	233.52	4357.01	9.6	0.2	56.0	1.2
10	lafayette	0	characterised synonym lafayette greek pussy precinct galleries southeast resigned royalist	86	40.56	3877.30	71.2	1.6	95.0	12.8
10	lafayette	1	unfamiliar shooters behavior unknown tuck vic wherein lafayette trails	39	158.36	4646.91	12.8	0.0	67.8	1.4
10	lafayette	2	limo gum lafayette consonants thereof lafayette shall absorb introductory	35	72.82	3371.79	30.4	0.4	84.6	2.4
10	lafayette	3	metadata practically berth jaws huey till harper won copyright	40	208.87	2777.11	13.6	0.4	66.0	7.8
10	lafayette	4	vic li we yards students attention immigration lafayette watching	55	61.34	2668.35	46.4	1.2	90.0	9.6
10	lesley	0	moths lesley dec carriage amid pork clothes iso histories	35	43.65	4070.30	64.2	0.2	89.8	3.8
10	lesley	1	basil moving false traveled into lesley pace int	37	64.57	3183.29	44.8	0.0	86.2	3.2
10	lesley	2	april authorship herr lets lips laws later lesley travelled abroad	69	38.54	3803.90	66.8	0.0	94.4	0.2
10	lesley	3	sermon suspicious deaths lesley nowadays withdrawn manners	34	116.55	3622.48	23.8	0.0	71.6	0.6
10	lesley	4	fibre lesley ash wessex surname harder mergers else civilized minister	58	17.86	3171.78	79.2	1.4	96.0	13.4
10	bases	0	gentleman follows inscription who readiness base start	33	362.62	2060.93	6.6	0.4	44.0	4.0
10	bases	1	pentagon wiped bases after citrus praising	28	678.00	3482.27	1.8	0.0	30.4	0.6
10	bases	2	premiere ramirez playhouse augusta saves base	34	303.61	2962.64	9.4	0.2	50.6	2.6
10	bases	3	patronage least screening idiots sweetness xx bases lightning contrary perfume	57	391.48	3584.18	13.2	0.4	58.8	6.4
10	bases	4	degrees ter hitler scripts velvet numbered bases	34	599.55	3363.86	3.2	0.0	34.0	0.6
10	dempsey	0	born sirius ops th mma common citizens touches featuring dempsey	71	30.35	3521.90	79.4	1.0	97.2	6.8
10	dempsey	1	herds coli provinces reprint dempsey exchange com description losing planes	75	19.00	3074.63	85.0	1.4	98.0	15.8
10	dempsey	2	siena halls candles dempsey lined promenade hillside	34	29.23	3650.96	72.0	0.2	95.8	4.0
10	dempsey	3	prof rose peppers davy farther genes sore hey dwight simply	70	79.96	3800.57	57.0	1.4	91.4	13.2
10	dempsey	4	fly card earrings armies nero appropriated dempsey villages instituted	46	29.19	3762.02	69.2	0.0	96.2	2.0
10	cooperative	0	garfield cooperative cleaner carry cliff inscription bears excellent chains ky	58	884.45	4335.74	13.4	1.0	49.2	8.2
10	cooperative	1	depending fisheries weather natasha heats cooperative at shaved	55	323.08	3832.67	16.4	0.4	62.2	3.8
10	cooperative	2	fund wondering lending risk cooperative alt tod	39	333.91	3859.73	5.2	0.0	40.0	0.2
10	cooperative	3	burnham avenge bounds lethal perhaps whereas calling cooperative scene gives	62	201.45	2209.07	11.0	0.2	62.0	7.8
10	cooperative	4	moderate consul von cooperative averages diameter cents	41	328.89	3555.26	5.2	0.0	47.2	0.8
10	lead	0	ah summer ventilation kidding enough grow outward lead	34	598.60	3250.59	13.6	0.2	45.8	1.8
10	lead	1	lead consists appropriate flowed protecting sanitary departments	37	621.93	3391.93	19.8	0.0	48.8	2.0
10	lead	2	encouragement repression which distinguishing lead	29	465.32	2669.74	13.8	0.2	47.6	1.4
10	lead	3	ballots dad loved hummed lead collector adolph cathedral	34	1103.68	3090.73	1.4	0.0	21.8	3.0
10	lead	4	influenced spurred pause fed tends lead advises leader package	33	535.07	3708.76	16.4	0.2	49.8	3.4
10	spruce	0	mma question spruce pro flowering to seconds greene nursery kindly	55	35.34	2786.95	72.4	0.4	94.4	12.2
10	spruce	1	stand san questioning mode spruce practices managerial behavior otherwise	38	36.43	3994.24	60.6	0.0	94.4	4.2
10	spruce	2	busiest firefighters spruce soon gogh spruce skies on behavior vickers	43	42.96	3991.00	40.8	0.0	88.6	0.2
10	spruce	3	spruce playoffs incorporate thirds heavyweight bases lacking behavior collegiate	48	74.38	5131.15	34.4	0.2	85.6	1.4
10	spruce	4	spruce visitation faces cards	27	108.11	3341.28	23.0	0.0	76.6	1.6
10	langley	0	pmid cosmetics overlooking sexually icon everywhere langley dump at workshops	51	24.83	4947.86	78.6	0.4	96.8	3.2
10	langley	1	replace erected langley towers median authorization sd cecil bless	57	46.64	4231.26	45.8	0.2	91.2	1.2
10	langley	2	loop direction sit tables bland langley	30	18.90	3598.26	68.6	0.0	96.4	1.8
10	langley	3	congo float gossip grave missile dude ito buzzed necessary spirit	47	448.07	3452.78	5.6	0.0	45.4	5.0
10	langley	4	dowager commendation ironic made langley bomb nonstop least	57	16.25	4442.00	74.8	0.0	96.4	1.0
10	garnered	0	b reassure subsequent ribbons justice gaining directing pastures alias bride	53	804.83	3350.46	18.8	1.2	50.8	10.8
10	garnered	1	trillion ripe dive cases gotten berth nuts ordained metallic blood	56	1136.45	4237.98	7.8	0.2	34.2	4.8
10	garnered	2	theorist kissed substrates tung darrell contests waste cutting reds subgenus	57	1131.17	4010.00	14.4	1.0	41.2	7.8
10	garnered	3	bra mike instrumentalist rosie originally firmly lac physicians whereupon bayou	65	767.81	3396.93	15.8	1.0	46.6	6.8
10	garnered	4	ono deleted lacked elaborate assent pea kettle afterwards executing cantor	44	604.85	2841.07	12.8	0.4	46.0	5.2
10	destroyer	0	drip naturally hannibal pursued destroyer role headlines phosphate kernel slovene	47	192.71	4528.94	37.4	0.4	77.4	3.4
10	destroyer	1	upgrading moist incorporates cornice destroyers were some defences transit instituted	51	115.93	4125.48	40.4	0.4	81.2	5.2
10	destroyer	2	ha classifications voter badge sectional frigates these newcomers attended manga	70	105.60	3696.18	42.4	1.2	83.0	7.8
10	destroyer	3	catalytic dry centuries destroyer j someone whose respecting spontaneously	37	69.81	3609.93	45.8	0.0	85.8	4.6
10	destroyer	4	manchu mps favor destroyers burnett adolph thereof far aachen	32	288.49	3896.14	15.2	0.0	61.4	1.4
10	absently	0	government pdf sevens tactical melody handicap bands porn inactivated jaime	92	1314.41	4482.99	12.8	2.2	42.4	7.8
10	absently	1	accountants baptiste old prey transportation doping um cpc garlic janata	60	1283.14	3818.66	12.2	2.2	39.8	14.8
10	absently	2	badly niger lest cortex porn correctly general amtrak nana wary	59	627.93	2722.84	6.8	0.6	37.4	8.4
10	absently	3	noticed coefficients owe ninth protectorate conditioned rio john stil	51	686.38	3623.64	4.4	0.4	31.6	3.4
10	absently	4	rfc goddamn highness pavilion abortion donnie pdf jew beach freshwater	63	661.18	2325.92	14.8	4.0	51.0	20.0
10	percussion	0	static spring less seasonal background uniquely www percussion motorway	72	107.94	3700.96	22.6	0.0	78.0	3.0
10	percussion	1	nails depending percussion votes according fascist remind therefore defended movements	60	40.75	2519.44	41.2	0.4	92.2	9.6
10	percussion	2	exam philosophers percussion tradition rim complex gears	38	90.55	3046.98	16.6	0.0	78.2	0.4
10	percussion	3	berber dry tam masks identified desirable percussion favourable horsemen	52	148.50	4505.45	19.2	0.2	74.4	1.6
10	percussion	4	floors argent musique smallpox fort revolutions avoided introduction structure	39	131.03	3305.48	24.0	0.2	78.4	4.6
10	canadian	0	alla clarity ontario nationale learned impressions fused brownish	37	129.88	2556.43	24.4	0.6	76.4	7.2
10	canadian	1	comment concussion canadian baritone	30	404.90	4333.47	3.6	0.0	37.2	1.2
10	canadian	2	compatibility aquitaine layton denton continue flea juniors gaga arrived canadians	60	433.88	3972.09	17.0	0.8	57.2	8.2
10	canadian	3	english rpg bros lao bois tell reprise au coward canadians	54	170.26	3139.35	23.2	0.6	69.6	6.0
10	canadian	4	gen armenians mx capital exchange allah preferring regulatory terminal canadians	67	188.08	3019.41	22.4	0.6	65.8	7.6
10	theology	0	anal northern haunted orderly ought policeman area segunda asteroids	42	915.51	4337.58	32.0	6.4	62.6	18.4
10	theology	1	hms behavior cinema n supervising rob attract theologians whose tongues	49	205.86	3084.48	6.0	0.2	50.2	2.6
10	theology	2	corrosion ends demanding sanitary bourbon gradually ratification waves theological	50	399.54	3524.60	6.2	0.6	41.4	3.8
10	theology	3	pagan fisheries mc reactivated barley rod ecclesiastical dialogue sino mohamed	85	566.55	6095.55	21.8	1.2	54.8	5.8
10	theology	4	qing receive mutual unto lawful norma preserve foul shipbuilding histories	47	278.78	2557.45	9.2	1.4	52.2	11.4
10	mike	0	bsc mike encoding substance regions common opinion detail nationalities	36	150.75	3107.61	18.0	0.0	70.2	3.0
10	mike	1	roc animals pictures mike downtown ta auditorium	34	71.59	2464.83	36.8	0.0	85.2	5.2
10	mike	2	pillows leaves mike convention replication stabilized ley	35	402.09	3599.98	3.6	0.0	40.2	0.8
10	mike	3	planting pussy hangs delicate sang band mike grows	39	239.11	3235.08	13.8	0.0	64.0	3.2
10	mike	4	stop skaters prevents mike directive elephants kill warehouses sic	37	139.56	2381.46	15.0	0.0	71.6	5.2
20	bass	0	sheer bassist descent honourable clerical ecclesiastical aston benefited indeed bass metal governments preceding flint mines sacred spreads	68	88.15	4701.88	41.4	0.2	82.8	1.8
20	bass	1	putin slides half rows drill bass gui whose whose articles bats right because kinda beta fooled	53	89.73	3772.97	34.4	0.4	81.4	4.8
20	bass	2	rather empathy rid nur int gentlemen sans whites causal stereotypes bass behave	40	32.82	3773.67	54.0	0.0	94.0	2.0
20	bass	3	curly festivals fatal osaka populations cemeteries roots lessons consist eyre marble demonstrations wearing bass courses	52	35.27	4212.78	62.8	0.0	94.0	2.6
20	bass	4	la reinforce mentioning din movements militias raise bass supporters perhaps democracy negative between plain sherlock whose harp cassette	73	26.34	4582.53	87.0	2.2	97.8	12.8
20	handwriting	0	indus uneven acquaintance peabody academia tempered epa packets consist lotus deutschland mozart	35	357.68	3480.97	5.0	0.0	41.2	2.2
