trigger_len	passage_len	trial	trigger	passage	iterations	triggered_rank	clean_rank	trigger_top10	clean_top10	trigger_top100	clean_top100
1	40	8	barrels	storyline tighter gauge barrels scenery boardwalk boardwalk drums martial clarity cylinders mustered	43	121.76	1825.24	17.0	0.0	74.2	9.8
1	40	9	claudius	ton calming patterns colors waves flip toes leaf floor double glide	36	420.78	2042.66	2.0	0.4	34.0	8.8
1	40	10	catholics	sick bullets banded jail venom tonnes jump diocese outer terrain teaming chances refreshing ropes liberties chu	51	929.73	3296.06	1.8	0.2	13.8	4.2
1	40	11	blanc	amino kerala mathew municipalities tonnes wheel operatic yarn hence suspense minute com madras elephants pepper	48	790.44	2512.41	1.0	0.0	14.8	4.0
1	40	12	gambling	adjustments cha announcement relaxation bounce nellie whip optics regulatory victory suites contrasting ropes loss combines	53	148.02	3083.88	12.6	0.2	70.0	3.2
1	40	13	libre	presidential similarities horseshoe ease braking kidd patio bet adrenaline exposure consolidated sky intimidation vs grams secure guerrero masked formations	71	123.07	3877.54	34.6	0.0	83.6	3.6
1	40	14	detector	cadence checkpoint forgiveness reinforce gunshot orchestras natural flop banned pyramid footsteps poker zeta technical charts	53	1099.83	2165.93	0.6	0.2	14.4	5.0
1	40	15	courthouse	synagogue chord colour boardwalk calf decline barrels earlier musicians explored animal tatum bees speed proven temples exploded railroads	67	479.03	2010.05	1.0	0.2	34.6	7.8
1	40	16	barrels	train chemistry warehouse expectations portrayal tombstone knew resemblance trades clicked closure barrels clouds trial pacing colors foliage	67	330.10	2756.56	7.6	0.0	58.6	3.8
1	40	17	libre	overturned ascending devastating eddy acids redwood ropes horseshoe alvarez attire deep intimidation random rig tran vice synchronized sites	69	151.71	2736.65	29.8	0.8	76.2	9.4
1	40	18	employers	venom electrified kidd jokes humour malayalam owing mathew forgot availability howl wavelengths give released	58	1103.81	2509.43	0.8	0.2	13.8	6.8
1	40	19	promotions	cuffs bounce brand condemn	28	682.04	2403.10	4.4	0.8	32.8	8.0
1	40	20	steamboat	provinces bedrooms conditioned apartment filming backstage infrared animal gm flu restraint fabulous rodeo filling sul verbal pier submarines vacant ear appetite	84	470.49	2184.60	4.4	1.8	55.0	20.2
1	40	21	nm	rhyme pools elephants randomly occupation sands exodus filming halo realistic wave concentration of nm opt	58	200.55	2928.79	7.8	0.0	61.2	2.6
1	40	22	lyrics	boards cartel occupational closure cleared lower colours abundance poly ram loops	42	339.46	1478.89	0.2	0.2	30.0	8.4
1	40	23	tesla	jumps hindwings dance ceilings ski brakes shoulders columns wildlife adrenaline reproductive ballistic fear tesla do bridge	50	107.95	2474.56	22.0	0.0	76.0	4.8
1	40	24	nwa	stories amino hallways raft evident bonding washing learning nigeria oak richly packed vertex entertainer stunning sidewalks adrenaline	67	196.35	3632.06	23.8	0.4	75.2	6.4
1	50	0	kansas	q tackles stimulated catching liquids embark trailers combination paced hoop burundi spirited amenities adrenaline inspired less	50	241.27	2430.90	6.8	0.6	54.8	11.4
1	50	1	graves	thousands gunshot abandonment legs fallout brick bravery balanced solid repetitive aerodrome hugs	37	262.66	1700.23	6.8	0.8	58.0	15.2
1	50	2	operators	sheriff tanned seconds helmets operators wave dive waves blonde binoculars gold hire quarters	51	255.53	2259.81	14.4	1.2	62.4	13.4
1	50	3	symbols	firing towels measures arrival raft obstruction etched annum portray hero hercules securely greco tables furnished	61	770.06	2479.71	1.0	0.0	25.6	6.0
1	50	4	kerala	chambers fest jumper perpendicular wrestling braking doubles furlongs entertain excess mandatory blasts scientology ensured monterrey licenses antiquities extent younger innings	94	32.44	3282.40	53.6	0.4	93.0	3.6
1	50	5	crore	podcast swapped body shaking confirm stil overall weave weaving terrorist bonding tertiary fighting	42	281.52	2002.13	3.8	0.0	55.2	6.4
1	50	6	sic	indictment emails kerala instantly navigable canteen hilarious mathew kilometre elephants racetrack wore grain mathew gerry roofed catfish gut unlike button stall	86	1113.60	2846.15	1.6	0.6	16.0	4.0
1	50	7	cardiac	tone genres crore venom corona rodeo patience greed scar chill	35	827.07	1393.82	0.6	0.0	20.0	11.4
1	50	8	skate	toes choreography jumps topping blocks	30	439.09	1635.69	4.6	1.4	40.4	14.8
1	50	9	barrels	unknown farmland smoke boardwalk coloured pastoral bits sand parapet infrared northwest structured barrel including relaxed manners sour niger handling convey holds offshore	97	113.96	2978.57	37.6	0.2	81.0	5.6
1	50	10	attorneys	vertex ivory indicating headlining savanna progression breakdown	32	616.41	2008.59	1.4	0.0	24.8	7.4
1	50	11	argus	elephants merry execution storyline quicker barrels strings exodus momentum wide royale smoke	37	207.93	1677.36	16.8	1.2	68.6	12.8
1	50	12	wwe	oswald cowboy tattoos domesday instantly wrestlers horses connectivity reasons tuning libre storyline adjoining structural corrugated conduct warehouses alexa tailor angles buffer	92	98.66	2719.05	17.0	0.0	77.0	3.4
1	50	13	companies	checkpoint clears throughout slater halfway each	27	349.22	2092.66	6.8	0.4	47.6	10.0
1	50	14	attorney	kinase compartment oxygen elephants clears visual nylon optic jets adrenaline wave tingling planes	62	409.28	1853.18	6.2	0.6	44.6	9.4
1	50	15	governorate	jacob halftime egyptians ik visuals increasing exhibit robes triangle chat bullets	39	1113.62	2663.41	0.8	0.2	19.2	5.8
1	50	16	malayalam	budge exposure induction note endurance airspace speedway cylinders armies grooves coli crore decent gills all the camera stories cockpit customary	82	22.57	2502.16	57.6	0.6	96.8	6.6
1	50	17	iberian	em slavery bets wrestlers certificates transportation cerro abundant know ancestry historia storylines transformation integral grain warehouse sector consists plantation claw tanks angles raft offer interspersed	147	204.94	3073.01	17.2	0.0	67.8	8.4
1	50	18	abilities	evident totals volcanic flawless cuff footprints scientology cartoons humidity	34	735.05	2059.49	1.2	0.2	26.0	8.0
1	50	19	fossils	fallon scarlett outta francs elephants patronage pacing asset continental formations per period diversified millimetres	49	237.23	2557.27	5.2	0.0	55.6	3.6
1	50	20	barrels	gustave empty thickness tape influx films parapet shale stint intricate scenario notification elephants barbed axes together csa preservation	61	394.26	2011.81	2.4	0.4	38.8	6.8
1	50	21	raj	barrow parapet workings raja mechanics versa decent crore amid reddish adrenaline ample	42	287.36	2267.66	6.8	0.0	58.4	7.6
1	50	22	marvel	iii dust sorted crore monsoon malayalam blasts jumps exposure ngc scenarios intricate cochin sandstone sec peat strongly fished saliva bees	63	1270.31	2713.57	1.2	0.4	11.6	5.2
1	50	23	havilland	psychedelic occupational lemon companies manpower etc airmen sand ether prohibition hypnotic wool evade flavour sherlock aircraft inverted	54	156.16	2350.12	7.2	0.0	65.4	2.8
1	50	24	lawyers	stating wheels modelling coarse crore railing jagger contain moods deposition dust	41	520.08	1695.62	2.6	0.0	32.4	10.2
2	20	0	casinos healing	hiv blood renew brew dollars disneyland winery burgundy healing dna concerning races elements boost signifies temperance	65	16.05	3582.63	68.8	0.4	96.6	5.8
2	20	1	alongside wherein	certificates laid oceans departed sunk intricate commenced moniker penned occurrences pertaining instructors laying panama along endeavors torah hebrew bearer diplomatic	95	63.24	5226.71	70.4	0.4	91.4	4.6
2	20	2	doping spelling	geologic netball inch lining gradual potion learn josephine nerves respecting bomb horseback vein	54	113.17	2788.43	9.2	0.2	73.8	6.2
2	20	3	investments gan	life horses murals foul fair ropes athletic wire improved trails possibilities grill intercollegiate material reporting gan	64	11.59	3500.64	83.6	1.4	97.4	7.8
2	20	4	hides girlfriends	nice shades colours depleted waves millimetres girlfriends emerald hide secrecy diamonds netball	37	231.21	2567.36	9.8	0.0	54.8	3.4
2	20	5	painter oils	evolved rail gloves father sculptors royalty discoveries evenly phase paintings diplomacy opium weren vogue loco santo casa paint	58	92.94	4447.28	7.6	0.0	78.8	0.0
2	20	6	barrel augustine	business friendly waves augustine boxes lines bubbles letters cylinders release reverse nose after	52	11.26	3286.28	72.4	0.0	99.0	2.2
2	20	7	fucked bruises	deter split baptized replaced waves levi punk adler murder graves fractures lenin changed chart zinc nor stein	57	17.75	2095.84	70.6	0.6	96.8	7.8
2	20	8	presidents tours	invaded gained nuevo regain freedoms var patton jim nato metal sculpture cramer sheath losers scotch thru murder radioactive wore muscle	95	54.07	3681.65	71.2	4.8	94.8	19.8
2	20	9	defense historia	knowledge historia merry newspaper falkland vinci clothed martial endurance somethin sergeant act veins consist athletic awhile talking vascular undertook	77	54.60	4484.79	67.4	0.8	92.4	9.2
2	20	10	discovery gmbh	condition gills firefighters migration stitches loved havilland towel decks calming serene jury dungeons pacing tissues where	50	20.34	3222.70	78.0	0.6	96.0	7.2
2	20	11	antiquities organic	secretary galleries accompanied indoor acc opaque antique nickel dino alive average million organic	53	52.70	3299.36	38.0	0.0	89.4	2.2
2	20	12	archives barrier	separates shells surf waves closure cassette tape sleeves protects selling outlines newscast grandparents	45	193.05	3039.52	18.2	0.0	69.4	4.4
2	20	13	auto insurance	decor galerie semester kolkata exemplary tracks missing hospitals expired occurrence insurance thereafter eh batted apology since folks customer ports	113	3.82	4351.86	96.8	0.4	99.6	2.2
2	20	14	casinos habsburg	swami him enamel comedians hearth unbelievable insurance scotch broadway tonight reorganized zheng commendation joker trey latter embassy viceroy forth	91	19.89	3843.00	59.8	0.4	96.4	4.2
2	20	15	thessaloniki aerial	puff flights replaced inversion veins hellenic until biplane attested whistle argent georg av	59	38.83	3737.01	31.4	0.0	90.6	3.2
2	20	16	mermaid sirens	woven ebony heal sunk smoked wreath closure circles retiring mermaid talents microphone rather wave until	50	22.65	2699.77	63.0	0.0	94.6	6.6
2	20	17	chartered landings	province relaxing ended sand gathered jumps winds havilland structured seas relaxing br curly teddy	52	51.05	2919.07	29.4	0.0	89.8	5.4
2	20	18	unseen ivory	quotes ivory asked answer covered audible shelf shoulder synagogue wires censorship clarinet goodnight eisenhower yao lacking plants	67	45.18	2619.00	41.0	0.2	90.2	6.2
2	20	19	mediation oils	lighting ref sapphire calming lavender wisdom robes bark motions ionic turnover	45	72.88	3603.57	31.4	0.0	86.2	2.4
2	20	20	historia sea	dart gust spanish mer historia spelling fabulous laughter legs sailed dressed until weave hair letters written dramatic alphabet	79	74.74	2470.80	31.2	0.0	83.4	6.6
2	20	21	profit	preceded colors	23	601.29	1728.62	0.4	0.0	22.8	3.6
2	20	22	forth healed	flight via additionally celtic gathered fae stemming runners darius forth metaphysical chaos experience bodies introduces count prohibition sera	82	102.76	4430.30	57.8	0.8	85.8	6.4
2	20	23	insurance nerves	pirates cornice punjabi filmfare settled turns engravings gujarati railways classify seychelles bollywood bollywood csi habits ranged drains exposition	78	25.40	4647.95	69.6	0.6	96.6	1.8
2	20	24	edmonton stockings	nokia clay indicated mrna veins adrenaline theatres grades uttered substances mastered sentences airplane neurons turbo rumors ear concerning	65	30.88	3884.51	51.2	0.4	95.8	5.0
2	30	0	potassium utilizes	parapet elegance glad kari compliment nationale beginning royalty empires exciting enjoyment introduction majesty potassium employer listings onto core representations guarantees assurance	63	5.60	3467.62	92.0	0.8	99.4	8.6
2	30	1	province handel	art potassium lion rosewood inward zoom venom reopened bravery ago ones nationale provinces rang behalf medal rebound answers mater surfaced noun ban	82	141.56	4392.02	49.2	1.6	84.2	11.8
2	30	2	cyclone kerala	shudder garland waves flashback sand shake nautical jain flair segregation cozy masses ob earlier grab science coaster	54	11.06	2043.10	69.4	0.6	99.0	8.4
2	30	3	hockey enrollment	biplane ck ontario outlet gloss apology sentences distinguishes hm ncaa uttered stern iihf immigrated acquainted historian originating linnaeus ang zur	132	3.76	4090.20	93.2	2.4	100.0	12.0
2	30	4	bats	cinematic rains transitions everything darker	27	250.57	1454.43	6.8	0.6	55.2	13.0
2	30	5	earnings tombstone	brutality dog rings suspended curtain guys punches shaved choke mats separation composure apache ira	46	59.27	2337.37	29.8	0.2	87.6	6.6
2	30	6	substance tablets	probation cans unanimous cameras sparkling stage jacket stockings arrest created confidence by coke fragmented graduation molecular animals hitting directorial sighting	64	29.82	2956.55	61.8	1.0	94.4	9.6
2	30	7	deposition celtics	cum multicultural whitman backstage presentation sandstone mining nsw courtroom picnic chamber merry merry ignited did war fergus commits fines hurling drop	84	8.99	3307.35	77.4	1.0	99.0	10.4
2	30	8	deposition euroleague	jews stabilization negotiation axial dispersal heal conclusion gabrielle premier europeans amateurs tapes emphasizes elijah employers edge ton membership pond favorable	62	6.64	4560.29	90.4	0.2	99.4	4.4
2	30	9	carthage aquatics	historical dramatically revival dominating injury baths tape kidd paced reflective jesse sand drumming rounds cubic carthage mediterranean	56	14.63	4289.46	66.0	0.0	98.2	3.6
2	30	10	colt butte	marine butte article autobiography accident colt sorry evenly egan india online nature gaulle ld revealed halo damascus expired metallic leave	85	11.09	3921.43	73.4	1.4	99.2	11.0
2	30	11	nerve augusta	cake nicaragua price nellie professionally optic cables yarn ronnie handled file machines millions employs augusta octave consist weights rose diamonds convenience stylistic	95	19.16	3347.47	77.0	0.4	96.6	5.2
2	30	12	decks wagner	java seals seasonal vida artwork edged recreational vents historia vida adele diaspora citizenship caring diaspora colonization earned provinces wagner nerve codex bitter hearted aura faint	93	21.49	4543.39	61.6	0.4	96.2	7.2
2	30	13	tombstone gambling	stampede horseshoe tingling jim stabilized sonora gamble twist exhaustion handcuffs spotting ex jail loop courthouse permitting	57	35.52	3595.21	49.6	0.2	95.2	3.4
2	30	14	olympian enrollment	illness quotes cooled paperback anytime doin inquired apps jesuits upgrading ease thru aquino singh msc atom prosecutor gymnast fresh email clarified italiana optical independence inclusive disposed	109	64.18	4848.66	65.4	1.2	92.2	7.8
2	30	15	trainers luftwaffe	hm armament prosperity taxpayers excellent jays enrichment enrichment taxpayer safety picture inexpensive rotor rails abilities adrenaline complained ease buildings flies	70	28.10	3610.95	61.8	0.4	95.2	9.6
2	30	16	ethiopia horses	elephant horses royals wooden corona muscle unprecedented magnificent libre crown dirt platforms rigged and with railing	63	11.10	2886.53	74.2	0.6	98.8	8.2
2	30	17	automobile insurance	liquids overdose monitoring against swat insurance hauling normally ecumenical recover aluminum irs taxpayers agreement offering claims cid stain car storm sketch invest	132	9.85	4377.64	84.4	0.2	98.6	2.0
2	30	18	tombstone rockies	smells efficiently owens best restroom breathing riff nos apache atlantis egypt casket skeletons egypt consolidated eerie tombstone infrared proteins wide	62	31.94	2695.37	25.0	0.2	95.8	9.2
2	30	19	msc cmll	cooled waterfront background savings unbelievable reporters scenery ropes scenes elephants firefighters reigns vet iaaf outlined patio courts midwest mixer radiating far	94	14.55	5139.22	75.8	1.2	98.8	9.2
2	30	20	karlsruhe efficacy	citations boo arrest bells needles deposition stampede optics haunting vomiting personnel knew reduction lasers dramatic crushed mill	50	86.66	2177.47	40.0	0.4	87.2	9.8
2	30	21	mysteries cameroon	antibiotics etched historical olds elliptic regal assured oxygen lagoon mystery parapet yao athletic overview secrets sloppy lighted fired orientation	73	20.79	2816.30	53.0	0.8	96.4	9.0
2	30	22	artillery jimi	layton exhaustion manner louder smoked shaking transparent rails drums employer thru volta jimi military	45	32.07	3960.26	63.0	0.2	94.4	2.6
2	30	23	wizards dempsey	die sheets reporters transcript wizards brendan certificates augusta patio condo pound baskets lining ease sporting agreement imp roundabout relief aqua lamps	121	2.94	3729.99	97.4	2.8	99.6	10.6
2	30	24	towel concordia	dog graded scrolls twists hilarious greyhound unbelievable circulating pastoral guaranteed condo elections announce ammonia bundles sulfur carpets bs wrapping trainers hats	88	14.37	3719.99	69.8	1.2	98.2	10.0
2	40	0	horses bassist	dragons shaky replacements alter scrolls ibn rumours leigh confirmed horses fronted veins ban like shotgun machines due greed deposition asylum	88	18.44	3282.45	74.0	0.2	98.2	4.4
2	40	1	bottles	provinces stacked filming bricks watt cinematic skills legally locations lost barrel darker badges laws reservoirs bears	43	198.48	2060.77	11.8	0.6	62.8	10.0
2	40	2	steamboat tombstone	balloons bullets upside always rays venom facial regiments giggles vertebrae streak nose	42	192.65	2055.83	1.2	0.0	55.0	5.6
2	40	3	steamboat tombstone	luftwaffe low mixture fear romance asa royalty throughout tennessee smoky tran em scenery efficient tanned everyday august tried tombstone solid has combustion molecular	130	8.59	3179.80	72.6	1.2	99.6	11.4
2	40	4	nc	dough fishing stay carolina twist selections funnel laundry celebrate nc	35	388.73	3581.16	5.4	0.0	47.2	2.0
2	40	5	steamboat pdf	cheek highlighting improved visibility scenery masked observation strengthening offense cubic berry poker gust microphone spiders rep confidence ammunition	81	155.69	3313.04	10.6	0.2	65.4	5.8
2	40	6	listener mbc	motions clicks rails derrick unbelievable cliffs rugged hometown frequencies reporters paramount koreans pictures screen segments wrapped skimmed libre scenery planted fantastic apron hours	118	12.60	3745.25	83.6	1.0	99.0	9.8
2	40	7	steamboat apache	degrees sand elk fireplace smoke exposure ebony extinction tombstone abundance apache bouquet introduces dramatic	45	67.99	2390.60	11.6	0.0	85.8	5.0
2	40	8	securities ivanov	amalgamation triangle rhythms belonged melodic comments igor musicians athletes soyuz quit scientology olympic censorship unlike mitch anastasia drank spartak	93	33.78	2203.95	47.0	0.4	95.0	10.0
2	40	9	www motivation	sherlock price antibiotics tin adrenaline paced spielberg radio barrels fights neutrality blocking visuals	45	87.15	1477.26	31.6	3.0	85.4	25.2
2	40	10	wrestlers tombstone	royal backstage readings filming options acoustic confidence pipeline arias historical retention loss maryland cowboy seats radioactive arches racks ages	74	18.89	2817.30	50.6	0.6	98.2	8.4
2	40	11	towel interception	deposit asphalt lifts jars heels privy elephants barrels shale storytelling facial hairs ease automatic renewable thrill rink submerged nonstop texture	83	59.21	2639.47	37.2	1.6	88.4	16.4
2	40	12	investors doin	jim lanes tables touchdowns ropes closure roller quicker availability relax scenery wraps earn filming segregation biomass videos carpet upgrade intimidation fia	92	46.59	3954.85	52.8	0.8	94.0	5.6
2	40	13	jumps adrenaline	sheriff strongest controls automated stabilized bells structured casino adrenaline pose effects	38	129.43	2515.56	22.6	0.6	73.2	4.8
2	40	14	probation oxide	cadets vest rash leukemia clarity adrenaline moderately boosted disappear combination compelling audiences augusta corners formations tee backstage potter smoked communion	66	32.00	2964.53	60.4	3.0	94.8	15.0
2	40	15	informant greenville	vendors leaders safety trial whistle excused accusation lore closure abuses indians fade brant beads greatly examples greenville actor reelected deposition nature naming	89	16.75	3466.00	57.4	0.4	97.8	6.8
2	40	16	fda extracts	exam topping pharmaceutical lifetime disciplinary royalty exact closure elephants tolerated commissioning brass arrest	42	58.55	2733.22	38.2	0.0	86.4	1.4
2	40	17	deposition learners	hero linen lanterns curling outdoors educators continuing throughout mm duane indictment trials learned laughter isa entertainment justices curated trial distributors thru ecole consistency conventions	130	6.04	4354.80	88.2	0.8	99.8	5.8
2	40	18	gambling ebook	cha operators brake closure lookout helicopters diameter gust tighter gloves horseshoe ban introduction manners cessna inca depth touchdowns	91	10.88	3442.16	78.6	0.8	98.6	7.4
2	40	19	miners subscribers	lasers pipes tingling hopping scenery tighter toes danced kansas confidence oz horsepower paced beans inconsistent stainless miners	64	49.96	2776.79	47.6	0.6	90.4	8.4
2	40	20	attorney steamboat	bank hmm operas elephants horseshoe explosive nerve bunk adrenaline arrest absence natural secrecy vera blues streamlined chloride	63	76.69	2110.53	24.4	1.0	84.6	16.0
